Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1950,Rubén Pérez\Ruben-Perez,es ESP,MF,Leganés,es La Liga,28,1989,31,29,2513,0,0,0,0,13,0,0,0,0,0,0,0.3,0.3,1.1,0.01,0.04,0.05,0.01,0.05,Matches
1951,Stipe Perica\Stipe-Perica,hr CRO,FWMF,Udinese,it Serie A,22,1995,22,9,943,1,0,0,0,6,0,0.1,0,0.1,0.1,0.1,2.3,2.3,0.5,0.22,0.05,0.26,0.22,0.26,Matches
1952,Mattia Perin\Mattia-Perin,it ITA,GK,Genoa,it Serie A,24,1992,37,37,3330,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
1953,Ivan Periši?\Ivan-Perisic,hr CRO,FW,Inter,it Serie A,28,1989,37,37,3313,11,7,0,0,4,0,0.3,0.19,0.49,0.3,0.49,10.4,10.4,7.5,0.28,0.2,0.49,0.28,0.49,Matches
1954,Diego Perotti\Diego-Perotti,ar ARG,FWMF,Roma,it Serie A,29,1988,25,17,1609,5,3,2,4,0,0,0.28,0.17,0.45,0.17,0.34,5.6,2.6,4.3,0.31,0.24,0.55,0.14,0.38,Matches
1955,Romain Perraud\Romain-Perraud,fr FRA,MF,Nice,fr Ligue 1,19,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Matches
1956,Loïc Perrin\Loic-Perrin,fr FRA,DF,Saint-Étienne,fr Ligue 1,31,1985,28,28,2463,0,1,0,0,3,0,0,0.04,0.04,0,0.04,1.1,1.1,0.5,0.04,0.02,0.06,0.04,0.06,Matches
1957,Andrea Petagna\Andrea-Petagna,it ITA,FW,Atalanta,it Serie A,22,1995,29,22,1618,4,5,0,0,6,0,0.22,0.28,0.5,0.22,0.5,5,5,4.3,0.27,0.24,0.51,0.27,0.51,Matches
1958,Nils Petersen\Nils-Petersen,de GER,FW,Freiburg,de Bundesliga,28,1988,32,24,2244,15,1,5,6,4,1,0.6,0.04,0.64,0.4,0.44,12.2,7.7,3.3,0.49,0.13,0.63,0.31,0.44,Matches
1959,Bruno Petkovi?\Bruno-Petkovic,hr CRO,FWMF,Hellas Verona,it Serie A,22,1994,16,10,922,0,2,0,0,1,0,0,0.2,0.2,0,0.2,1.3,1.3,1.1,0.12,0.11,0.23,0.12,0.23,Matches
1960,Bruno Petkovi?\Bruno-Petkovic,hr CRO,FW,Bologna,it Serie A,22,1994,9,3,329,0,1,0,0,3,0,0,0.27,0.27,0,0.27,0.2,0.2,0.8,0.05,0.22,0.27,0.05,0.27,Matches
1961,Germán Pezzella\German-Pezzella,ar ARG,DF,Fiorentina,it Serie A,26,1991,34,34,2979,1,0,0,0,12,0,0.03,0,0.03,0.03,0.03,2,2,0.3,0.06,0.01,0.07,0.06,0.07,Matches
1962,Giuseppe Pezzella\Giuseppe-Pezzella,it ITA,DF,Udinese,it Serie A,19,1997,15,10,903,0,0,0,0,3,1,0,0,0,0,0,0.1,0.1,0.8,0.01,0.08,0.1,0.01,0.1,Matches
1963,Maximilian Philipp\Maximilian-Philipp,de GER,FWMF,Dortmund,de Bundesliga,23,1994,20,15,1203,9,1,0,0,0,0,0.67,0.07,0.75,0.67,0.75,5,4.9,1.6,0.37,0.12,0.49,0.36,0.48,Matches
1964,Chris Philipps\Chris-Philipps,lu LUX,MFDF,Metz,fr Ligue 1,23,1994,11,10,849,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.3,0.01,0.03,0.04,0.01,0.04,Matches
1965,Matt Phillips\Matt-Phillips,sco SCO,MFFW,West Brom,eng Premier League,26,1991,30,23,2093,2,2,0,0,3,0,0.09,0.09,0.17,0.09,0.17,2.2,2.2,4.2,0.09,0.18,0.27,0.09,0.27,Matches
1966,Lebogang Phiri\Lebogang-Phiri,za RSA,MF,Guingamp,fr Ligue 1,22,1994,22,9,1031,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.4,0.02,0.04,0.06,0.02,0.06,Matches
1967,Pablo Piatti\Pablo-Piatti,ar ARG,MFFW,Espanyol,es La Liga,28,1989,30,22,1733,2,4,1,1,0,0,0.1,0.21,0.31,0.05,0.26,3.5,2.7,3.5,0.18,0.18,0.36,0.14,0.32,Matches
1968,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,eng Premier League,23,1994,38,38,3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
1969,Jérémy Pied\Jeremy-Pied,fr FRA,DF,Southampton,eng Premier League,28,1989,2,2,180,0,1,0,0,0,0,0,0.5,0.5,0,0.5,0.1,0.1,0.4,0.03,0.2,0.23,0.03,0.23,Matches
1970,Nicholas Pierini\Nicholas-Pierini,it ITA,FWMF,Sassuolo,it Serie A,18,1998,3,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1971,Ronaël Pierre-Gabriel\Ronael-Pierre-Gabriel,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,1998,16,13,1171,0,0,0,0,2,1,0,0,0,0,0,0.1,0.1,0.3,0.01,0.03,0.03,0.01,0.03,Matches
1972,Erik Pieters\Erik-Pieters,nl NED,DFMF,Stoke City,eng Premier League,28,1988,31,30,2718,0,1,0,0,5,0,0,0.03,0.03,0,0.03,0,0,1.3,0,0.04,0.04,0,0.04,Matches
1973,Tomás Pina Isla\Tomas-Pina-Isla,es ESP,MF,Alavés,es La Liga,29,1987,30,28,2384,1,0,0,0,8,0,0.04,0,0.04,0.04,0.04,0.9,0.9,1.1,0.03,0.04,0.07,0.03,0.07,Matches
1974,Andrea Pinamonti\Andrea-Pinamonti,it ITA,FW,Inter,it Serie A,18,1999,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.47,0,0.47,0.47,0.47,Matches
1975,Carlo Pinsoglio\Carlo-Pinsoglio,it ITA,GK,Juventus,it Serie A,27,1990,1,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1976,Gerard Piqué\Gerard-Pique,es ESP,DF,Barcelona,es La Liga,30,1987,30,29,2631,2,0,0,0,8,0,0.07,0,0.07,0.07,0.07,3,3,0.9,0.1,0.03,0.13,0.1,0.13,Matches
1977,Facundo Píriz\Facundo-Piriz,uy URU,MF,Montpellier,fr Ligue 1,27,1990,15,8,806,0,0,0,0,4,0,0,0,0,0,0,0.8,0.8,0.1,0.09,0.01,0.1,0.09,0.1,Matches
1978,Fabio Pisacane\Fabio-Pisacane,it ITA,DF,Cagliari,it Serie A,31,1986,24,22,1927,0,0,0,0,3,3,0,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,Matches
1979,?ukasz Piszczek\Lukasz-Piszczek,pl POL,DF,Dortmund,de Bundesliga,32,1985,24,24,2138,0,3,0,0,3,0,0,0.13,0.13,0,0.13,1.2,1.2,1.7,0.05,0.07,0.12,0.05,0.12,Matches
1980,Claudio Pizarro\Claudio-Pizarro,pe PER,FWMF,Köln,de Bundesliga,38,1978,16,5,579,1,1,0,0,0,0,0.16,0.16,0.31,0.16,0.31,2.4,2.4,0.7,0.37,0.11,0.49,0.37,0.49,Matches
1981,Guido Pizarro\Guido-Pizarro,ar ARG,MF,Sevilla,es La Liga,27,1990,24,19,1755,1,0,0,0,9,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.8,0.03,0.04,0.07,0.03,0.07,Matches
1982,Marko Pjaca\Marko-Pjaca,hr CRO,FWMF,Schalke 04,de Bundesliga,22,1995,7,3,260,2,0,0,0,0,0,0.69,0,0.69,0.69,0.69,0.6,0.6,0,0.22,0,0.22,0.22,0.22,Matches
1983,Miralem Pjani?\Miralem-Pjanic,ba BIH,MF,Juventus,it Serie A,27,1990,31,28,2484,5,5,0,0,5,0,0.18,0.18,0.36,0.18,0.36,2.8,2.8,5.2,0.1,0.19,0.29,0.1,0.29,Matches
1984,Carles Planas\Carles-Planas,es ESP,DFMF,Girona,es La Liga,26,1991,5,2,193,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.03,0.23,0.27,0.03,0.27,Matches
1985,Jaroslav Plašil\Jaroslav-Plasil,cz CZE,MF,Bordeaux,fr Ligue 1,35,1982,22,11,1045,0,1,0,0,2,0,0,0.09,0.09,0,0.09,0.2,0.2,1,0.02,0.09,0.11,0.02,0.11,Matches
1986,Marvin Plattenhardt\Marvin-Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,25,1992,33,33,2970,0,7,0,0,6,0,0,0.21,0.21,0,0.21,0.8,0.8,3.2,0.02,0.1,0.12,0.02,0.12,Matches
1987,Alassane Pléa\Alassane-Plea,fr FRA,FW,Nice,fr Ligue 1,24,1993,35,34,3041,16,4,1,2,7,0,0.47,0.12,0.59,0.44,0.56,13.4,11.9,3.1,0.4,0.09,0.49,0.35,0.44,Matches
1988,Morgan Poaty\Morgan-Poaty,fr FRA,MF,Montpellier,fr Ligue 1,20,1997,3,2,171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1989,Gerónimo Poblete\Geronimo-Poblete,ar ARG,MF,Metz,fr Ligue 1,24,1993,25,17,1658,0,0,0,0,1,0,0,0,0,0,0,0.4,0.4,0.1,0.02,0.01,0.03,0.02,0.03,Matches
1990,Florentin Pogba\Florentin-Pogba,gn GUI,DF,Saint-Étienne,fr Ligue 1,26,1990,5,4,321,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.01,0.06,0.07,0.01,0.07,Matches
1991,Paul Pogba\Paul-Pogba,fr FRA,MF,Manchester Utd,eng Premier League,24,1993,27,25,2148,6,10,0,0,5,1,0.25,0.42,0.67,0.25,0.67,6.5,6.5,3.9,0.27,0.16,0.44,0.27,0.44,Matches
1992,Joel Pohjanpalo\Joel-Pohjanpalo,fi FIN,MFFW,Leverkusen,de Bundesliga,22,1994,7,0,116,1,0,0,0,0,0,0.78,0,0.78,0.78,0.78,1,1,0,0.85,0,0.85,0.85,0.85,Matches
1993,Eugen Polanski\Eugen-Polanski,pl POL,MF,Hoffenheim,de Bundesliga,31,1986,9,2,261,0,1,0,0,1,0,0,0.34,0.34,0,0.34,0.2,0.2,0,0.06,0.02,0.07,0.06,0.07,Matches
1994,Andrea Poli\Andrea-Poli,it ITA,MF,Bologna,it Serie A,27,1989,32,32,2543,2,0,0,0,9,2,0.07,0,0.07,0.07,0.07,2.3,2.3,1.1,0.08,0.04,0.12,0.08,0.12,Matches
1995,Matteo Politano\Matteo-Politano,it ITA,FW,Sassuolo,it Serie A,23,1993,36,33,2812,10,4,0,2,1,0,0.32,0.13,0.45,0.32,0.45,9.7,8.2,6.4,0.31,0.2,0.51,0.26,0.46,Matches
1996,Julian Pollersbeck\Julian-Pollersbeck,de GER,GK,Hamburger SV,de Bundesliga,22,1994,10,10,900,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1997,Ezequiel Ponce\Ezequiel-Ponce,ar ARG,FW,Lille,fr Ligue 1,20,1997,28,8,1100,2,1,0,0,2,0,0.16,0.08,0.25,0.16,0.25,3,3,1.7,0.25,0.14,0.39,0.25,0.39,Matches
1998,Pere Pons\Pere-Pons,es ESP,MF,Girona,es La Liga,24,1993,31,30,2555,0,1,0,0,8,0,0,0.04,0.04,0,0.04,1.1,1.1,1.7,0.04,0.06,0.1,0.04,0.1,Matches
1999,Simone Pontisso\Simone-Pontisso,it ITA,MF,Udinese,it Serie A,20,1997,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2000,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,eng Premier League,25,1992,35,34,3115,0,0,0,0,3,0,0,0,0,0,0,0,0,0.5,0,0.02,0.02,0,0.02,Matches
2001,Jérémie Porsan-Clémenté\Jeremie-Porsan-Clemente,fr FRA,MF,Montpellier,fr Ligue 1,19,1997,1,1,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches
2002,Francisco Portillo\Francisco-Portillo,es ESP,MFFW,Getafe,es La Liga,27,1990,33,28,2449,2,3,1,2,6,0,0.07,0.11,0.18,0.04,0.15,2.7,1.1,2.9,0.1,0.11,0.21,0.04,0.15,Matches
2003,Portu\Portu,es ESP,FWMF,Girona,es La Liga,25,1992,37,35,2981,11,4,0,0,5,0,0.33,0.12,0.45,0.33,0.45,6.9,6.9,5.9,0.21,0.18,0.38,0.21,0.38,Matches
2004,Stefan Posch\Stefan-Posch,at AUT,DF,Hoffenheim,de Bundesliga,20,1997,9,9,756,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0,0.02,0,0.02,0.02,0.02,Matches
2005,Sergio Postigo\Sergio-Postigo,es ESP,DF,Levante,es La Liga,28,1988,30,27,2424,1,0,0,0,6,0,0.04,0,0.04,0.04,0.04,0.3,0.3,0.6,0.01,0.02,0.04,0.01,0.04,Matches
2006,Yussuf Poulsen\Yussuf-Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,23,1994,30,18,1664,4,2,0,0,1,0,0.22,0.11,0.32,0.22,0.32,7,7,1.4,0.38,0.08,0.46,0.38,0.46,Matches
2007,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,24,1992,19,19,1703,0,1,0,0,5,0,0,0.05,0.05,0,0.05,0.3,0.3,0.9,0.02,0.05,0.06,0.02,0.06,Matches
2008,Darío Poveda\Dario-Poveda,es ESP,FW,Villarreal,es La Liga,20,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,3.18,3.18,3.18,Matches
2009,Dennis Praet\Dennis-Praet,be BEL,MF,Sampdoria,it Serie A,23,1994,32,31,2657,1,3,0,0,4,0,0.03,0.1,0.14,0.03,0.14,1.4,1.4,3,0.05,0.1,0.15,0.05,0.15,Matches
2010,Sanjin Prci?\Sanjin-Prcic,ba BIH,MF,Rennes,fr Ligue 1,23,1993,19,18,1565,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,0.4,0.03,0.02,0.05,0.03,0.05,Matches
2011,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Bordeaux,fr Ligue 1,26,1991,29,22,1934,4,4,0,1,6,0,0.19,0.19,0.37,0.19,0.37,5.6,4.8,3.7,0.26,0.17,0.43,0.22,0.4,Matches
2012,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FW,Lille,fr Ligue 1,26,1991,4,3,285,2,1,1,1,0,0,0.63,0.32,0.95,0.32,0.63,2.1,1.3,0.2,0.65,0.06,0.71,0.41,0.47,Matches
2013,Andrés Prieto\Andres-Prieto,es ESP,GK,Málaga,es La Liga,23,1993,4,4,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2014,Xabi Prieto\Xabi-Prieto,es ESP,MF,Real Sociedad,es La Liga,33,1983,25,24,1914,3,5,1,1,1,0,0.14,0.24,0.38,0.09,0.33,2.7,2,4.5,0.13,0.21,0.33,0.09,0.3,Matches
2015,Jérôme Prior\Jerome-Prior,fr FRA,GK,Bordeaux,fr Ligue 1,21,1995,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2016,Alex Pritchard\Alex-Pritchard,eng ENG,MFFW,Huddersfield,eng Premier League,24,1993,14,12,998,1,1,0,0,1,0,0.09,0.09,0.18,0.09,0.18,1.7,1.7,2.6,0.15,0.23,0.38,0.15,0.38,Matches
2017,Sloan Privat\Sloan-Privat,fr FRA,FW,Guingamp,fr Ligue 1,28,1989,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Matches
2018,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,30,1987,21,17,1570,0,0,0,0,5,0,0,0,0,0,0,0.8,0.8,0.1,0.04,0.01,0.05,0.04,0.05,Matches
2019,Davy Pröpper\Davy-Propper,nl NED,MF,Brighton,eng Premier League,25,1991,35,35,3119,0,4,0,0,2,1,0,0.12,0.12,0,0.12,2.1,2.1,1.1,0.06,0.03,0.09,0.06,0.09,Matches
2020,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Chievo,it Serie A,26,1991,22,17,1380,2,0,0,0,3,0,0.13,0,0.13,0.13,0.13,1.7,1.7,0.9,0.11,0.06,0.17,0.11,0.17,Matches
2021,Christian Puggioni\Christian-Puggioni,it ITA,GK,Benevento,it Serie A,36,1981,14,14,1179,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2022,Christian Puggioni\Christian-Puggioni,it ITA,GK,Sampdoria,it Serie A,36,1981,9,9,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2023,Marc Pugh\Marc-Pugh,eng ENG,MFFW,Bournemouth,eng Premier League,30,1987,20,11,985,0,0,0,0,2,0,0,0,0,0,0,1.6,1.6,0.7,0.14,0.06,0.21,0.14,0.21,Matches
2024,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,23,1994,32,31,2770,3,0,0,1,9,0,0.1,0,0.1,0.1,0.1,1.7,0.9,2.6,0.06,0.09,0.14,0.03,0.12,Matches
2025,Christian Pulisic\Christian-Pulisic,us USA,FW,Dortmund,de Bundesliga,18,1998,32,27,2302,4,5,0,0,1,0,0.16,0.2,0.35,0.16,0.35,5.2,5.2,5.9,0.2,0.23,0.43,0.2,0.43,Matches
2026,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,eng Premier League,31,1986,10,6,645,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0.3,0.09,0.05,0.14,0.09,0.14,Matches
2027,George Pu?ca?\George-Puscas,ro ROU,FWMF,Benevento,it Serie A,21,1996,11,7,702,1,0,0,0,0,0,0.13,0,0.13,0.13,0.13,2.6,2.6,0.3,0.33,0.04,0.37,0.33,0.37,Matches
2028,Loïc Puyo\Loic-Puyo,fr FRA,MF,Angers,fr Ligue 1,28,1988,8,0,171,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.03,0.18,0.21,0.03,0.21,Matches
2029,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,34,1983,35,33,2719,19,5,7,8,4,0,0.63,0.17,0.79,0.4,0.56,16.7,10.6,5.5,0.55,0.18,0.73,0.35,0.53,Matches
2030,Robin Quaison\Robin-Quaison,se SWE,FW,Mainz 05,de Bundesliga,23,1993,24,15,1409,4,1,0,0,3,0,0.26,0.06,0.32,0.26,0.32,5.6,5.6,1.4,0.36,0.09,0.45,0.36,0.45,Matches
2031,Collin Quaner\Collin-Quaner,de GER,FWMF,Huddersfield,eng Premier League,26,1991,26,13,1280,0,4,0,0,4,0,0,0.28,0.28,0,0.28,1.4,1.4,2.4,0.1,0.17,0.27,0.1,0.27,Matches
2032,Dani Raba\Dani-Raba,es ESP,MFFW,Villarreal,es La Liga,21,1995,21,14,1110,2,4,0,0,3,1,0.16,0.32,0.49,0.16,0.49,2.1,2.1,3.5,0.17,0.29,0.46,0.17,0.46,Matches
2033,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,22,1995,33,27,2364,1,4,0,0,2,0,0.04,0.15,0.19,0.04,0.19,1.7,1.7,3.3,0.06,0.12,0.19,0.06,0.19,Matches
2034,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Celta Vigo,es La Liga,24,1993,26,11,1111,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.6,0.06,0.05,0.11,0.06,0.11,Matches
2035,Ivan Radovanovi?\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,28,1988,35,35,3140,1,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,0.7,0.7,0.6,0.02,0.02,0.04,0.02,0.04,Matches
2036,?tefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,30,1986,31,31,2588,0,1,0,0,9,2,0,0.03,0.03,0,0.03,0.4,0.4,0.7,0.01,0.02,0.04,0.01,0.04,Matches
2037,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,27,1990,24,22,1813,1,2,0,0,9,0,0.05,0.1,0.15,0.05,0.15,1,1,3.5,0.05,0.17,0.22,0.05,0.22,Matches
2038,Rafael\Rafael,br BRA,GK,Cagliari,it Serie A,35,1982,10,8,794,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2039,Raffael\Raffael,br BRA,FW,M'Gladbach,de Bundesliga,32,1985,27,23,2071,9,1,1,1,0,0,0.39,0.04,0.43,0.35,0.39,7.4,6.6,4.2,0.32,0.18,0.5,0.29,0.47,Matches
2040,Rafinha\Rafinha,br BRA,MFFW,Inter,it Serie A,24,1993,17,12,1043,2,2,0,0,1,0,0.17,0.17,0.35,0.17,0.35,1.9,1.9,3,0.17,0.26,0.43,0.17,0.43,Matches
2041,Rafinha\Rafinha,br BRA,DF,Bayern Munich,de Bundesliga,31,1985,27,19,1851,1,2,0,0,4,0,0.05,0.1,0.15,0.05,0.15,0.5,0.5,2.1,0.03,0.1,0.13,0.03,0.13,Matches
2042,Andrea Raggi\Andrea-Raggi,it ITA,DF,Monaco,fr Ligue 1,33,1984,20,18,1606,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,0.6,0.6,0.1,0.04,0.01,0.04,0.04,0.04,Matches
2043,Antonino Ragusa\Antonino-Ragusa,it ITA,FWMF,Sassuolo,it Serie A,27,1990,30,7,825,0,1,0,0,6,0,0,0.11,0.11,0,0.11,2.7,2.7,0.8,0.3,0.09,0.38,0.3,0.38,Matches
2044,Baba Rahman\Baba-Rahman,gh GHA,DF,Schalke 04,de Bundesliga,23,1994,1,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2045,Ivan Rakiti?\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,29,1988,35,31,2831,1,3,0,0,4,0,0.03,0.1,0.13,0.03,0.13,1.9,1.9,4,0.06,0.13,0.19,0.06,0.19,Matches
2046,André Ramalho\Andre-Ramalho,br BRA,DFFW,Leverkusen,de Bundesliga,25,1992,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2047,Jonás Ramalho\Jonas-Ramalho,ao ANG,DF,Girona,es La Liga,24,1993,26,25,2299,0,0,0,0,3,0,0,0,0,0,0,1.6,1.6,0.1,0.06,0,0.06,0.06,0.06,Matches
2048,Adil Rami\Adil-Rami,fr FRA,DF,Marseille,fr Ligue 1,31,1985,33,33,2955,1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.6,1.6,1.2,0.05,0.04,0.08,0.05,0.08,Matches
2049,Benito Ramírez\Benito-Ramirez,es ESP,FWMF,Las Palmas,es La Liga,22,1995,4,1,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
2050,Gastón Ramírez\Gaston-Ramirez,uy URU,MFFW,Sampdoria,it Serie A,26,1990,37,28,2214,3,6,0,0,9,0,0.12,0.24,0.37,0.12,0.37,3.9,3.9,5.2,0.16,0.21,0.37,0.16,0.37,Matches
2051,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Sevilla,es La Liga,22,1995,13,7,721,0,1,0,0,0,0,0,0.12,0.12,0,0.12,2.3,2.3,0.5,0.29,0.06,0.35,0.29,0.35,Matches
2052,Sandro Ramírez\Sandro-Ramirez,es ESP,FWMF,Everton,eng Premier League,22,1995,8,3,278,0,0,0,0,0,0,0,0,0,0,0,0.8,0.8,0,0.26,0,0.26,0.26,0.26,Matches
2053,Toño Ramírez\Tono-Ramirez,es ESP,GK,Real Sociedad,es La Liga,30,1986,4,3,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2054,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,32,1984,16,15,1302,3,0,0,0,4,0,0.21,0,0.21,0.21,0.21,0.9,0.9,0,0.06,0,0.06,0.06,0.06,Matches
2055,Omar Ramos\Omar-Ramos,es ESP,FWMF,Leganés,es La Liga,29,1988,23,18,1421,0,1,0,0,3,0,0,0.06,0.06,0,0.06,0.5,0.5,1.9,0.03,0.12,0.14,0.03,0.14,Matches
2056,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,31,1986,26,26,2290,4,1,2,3,9,4,0.16,0.04,0.2,0.08,0.12,6,3.7,1,0.24,0.04,0.28,0.15,0.19,Matches
2057,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,eng Premier League,26,1990,24,21,1846,7,8,0,0,0,0,0.34,0.39,0.73,0.34,0.73,5.1,5.1,4.7,0.25,0.23,0.47,0.25,0.47,Matches
2058,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,eng Premier League,34,1982,4,2,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0.05,0,0.05,Matches
2059,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,29,1988,11,7,627,2,0,0,0,4,0,0.29,0,0.29,0.29,0.29,0.6,0.6,0,0.09,0,0.09,0.09,0.09,Matches
2060,Marcus Rashford\Marcus-Rashford,eng ENG,FWMF,Manchester Utd,eng Premier League,19,1997,35,17,1813,7,5,0,0,3,0,0.35,0.25,0.6,0.35,0.6,4.5,4.5,4.5,0.22,0.23,0.45,0.22,0.45,Matches
2061,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Werder Bremen,de Bundesliga,21,1996,9,5,384,1,0,0,0,0,0,0.23,0,0.23,0.23,0.23,0.9,0.9,0.4,0.2,0.08,0.29,0.2,0.29,Matches
2062,Konstantin Rausch\Konstantin-Rausch,ru RUS,DF,Köln,de Bundesliga,27,1990,12,11,925,0,1,0,0,3,0,0,0.1,0.1,0,0.1,0.5,0.5,0.3,0.05,0.03,0.08,0.05,0.08,Matches
2063,Yoric Ravet\Yoric-Ravet,fr FRA,MFFW,Freiburg,de Bundesliga,27,1989,10,5,498,0,2,0,0,0,1,0,0.36,0.36,0,0.36,0.8,0.8,1.3,0.14,0.24,0.38,0.14,0.38,Matches
2064,Ante Rebi?\Ante-Rebic,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,23,1993,25,21,1751,6,2,0,0,8,0,0.31,0.1,0.41,0.31,0.41,5,5,4.1,0.26,0.21,0.46,0.26,0.46,Matches
2065,Pedro Rebocho\Pedro-Rebocho,pt POR,DF,Guingamp,fr Ligue 1,22,1995,21,19,1721,0,2,0,0,4,0,0,0.1,0.1,0,0.1,0.1,0.1,1.2,0,0.06,0.07,0,0.07,Matches
2066,Recio\Recio,es ESP,MF,Málaga,es La Liga,26,1991,22,21,1835,1,2,1,1,10,2,0.05,0.1,0.15,0,0.1,1.7,0.9,1.6,0.08,0.08,0.16,0.05,0.12,Matches
2067,Nathan Redmond\Nathan-Redmond,eng ENG,FWMF,Southampton,eng Premier League,23,1994,31,22,1945,1,3,0,0,3,0,0.05,0.14,0.19,0.05,0.19,2.3,2.3,3.6,0.11,0.17,0.27,0.11,0.27,Matches
2068,Alberto Redondo\Alberto-Redondo,es ESP,DF,Getafe,es La Liga,20,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2069,Fabian Reese\Fabian-Reese,de GER,FWMF,Schalke 04,de Bundesliga,19,1997,7,0,75,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.31,0,0.31,0.31,0.31,Matches
