Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
408,Cala\Cala,es ESP,DF,Getafe,es La Liga,27,1989,20,20,1800,2,2,0,0,9,0,0.1,0.1,0.2,0.1,0.2,1.6,1.6,0.3,0.08,0.01,0.09,0.08,0.09,Matches
409,Davide Calabria\Davide-Calabria,it ITA,DF,Milan,it Serie A,20,1996,21,18,1564,1,2,0,0,1,2,0.06,0.12,0.17,0.06,0.17,0.9,0.9,1.7,0.05,0.1,0.15,0.05,0.15,Matches
410,Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,it Serie A,23,1994,24,24,2160,3,1,0,1,5,0,0.12,0.04,0.17,0.12,0.17,3.5,2.7,0.1,0.15,0,0.15,0.11,0.12,Matches
411,Carlos Calderón\Carlos-Calderon,es ESP,FW,Getafe,es La Liga,22,1995,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
412,Luca Caldirola\Luca-Caldirola,it ITA,DF,Werder Bremen,de Bundesliga,26,1991,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
413,Hakan Çalhano?lu\Hakan-Calhanoglu,tr TUR,FWMF,Milan,it Serie A,23,1994,31,25,2172,6,6,0,0,6,2,0.25,0.25,0.5,0.25,0.5,5.8,5.8,8.1,0.24,0.34,0.58,0.24,0.58,Matches
414,Fabrizio Caligara\Fabrizio-Caligara,it ITA,MF,Cagliari,it Serie A,17,2000,1,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
415,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,Schalke 04,de Bundesliga,29,1988,33,32,2917,6,10,3,3,4,0,0.19,0.31,0.49,0.09,0.4,4.6,2.4,4.7,0.14,0.14,0.29,0.07,0.22,Matches
416,José Callejón\Jose-Callejon,es ESP,FW,Napoli,it Serie A,30,1987,38,38,3238,10,9,0,0,3,0,0.28,0.25,0.53,0.28,0.53,9.3,9.3,7.5,0.26,0.21,0.46,0.26,0.46,Matches
417,Jonathan Calleri\Jonathan-Calleri,ar ARG,FW,Las Palmas,es La Liga,23,1993,37,34,3105,9,3,5,5,7,0,0.26,0.09,0.35,0.12,0.2,13.9,10.1,1.9,0.4,0.05,0.46,0.29,0.35,Matches
418,Simone Calvano\Simone-Calvano,it ITA,MF,Hellas Verona,it Serie A,24,1993,15,7,644,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches
419,Dominic Calvert-Lewin\Dominic-Calvert-Lewin,eng ENG,FWMF,Everton,eng Premier League,20,1997,32,18,1882,4,6,0,0,4,0,0.19,0.29,0.48,0.19,0.48,4.6,4.5,1.7,0.22,0.08,0.3,0.22,0.3,Matches
420,Ignacio Camacho\Ignacio-Camacho,es ESP,MFDF,Wolfsburg,de Bundesliga,27,1990,11,11,951,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0.4,0.03,0.04,0.06,0.03,0.06,Matches
421,Abdoul Camara\Abdoul-Camara,gn GUI,FWMF,Guingamp,fr Ligue 1,27,1990,14,12,975,2,1,0,0,0,0,0.18,0.09,0.28,0.18,0.28,1.3,1.3,0.8,0.13,0.08,0.21,0.13,0.21,Matches
422,Souleymane Camara\Souleymane-Camara,sn SEN,FW,Montpellier,fr Ligue 1,34,1982,24,8,934,2,1,0,1,1,0,0.19,0.1,0.29,0.19,0.29,3.2,2.4,1.1,0.31,0.1,0.41,0.23,0.34,Matches
423,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Betis,es La Liga,23,1994,24,14,1247,1,0,0,0,2,0,0.07,0,0.07,0.07,0.07,1.5,1.5,1.5,0.11,0.11,0.21,0.11,0.21,Matches
424,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,eng Premier League,32,1985,20,17,1525,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.2,0.02,0.01,0.03,0.02,0.03,Matches
425,José Campaña\Jose-Campana,es ESP,MF,Levante,es La Liga,24,1993,35,33,2731,1,4,0,0,9,2,0.03,0.13,0.16,0.03,0.16,1.5,1.5,4,0.05,0.13,0.18,0.05,0.18,Matches
426,Joel Campbell\Joel-Campbell,cr CRC,MFFW,Betis,es La Liga,25,1992,8,2,216,2,0,0,0,1,0,0.83,0,0.83,0.83,0.83,1,1,0.4,0.45,0.17,0.62,0.45,0.62,Matches
427,Tyrese Campbell\Tyrese-Campbell,eng ENG,FWMF,Stoke City,eng Premier League,17,1999,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.17,0,0.17,0.17,0.17,Matches
428,Emre Can\Emre-Can,de GER,MF,Liverpool,eng Premier League,23,1994,26,24,2091,3,4,0,0,8,0,0.13,0.17,0.3,0.13,0.3,1.7,1.7,2.7,0.07,0.12,0.19,0.07,0.19,Matches
429,Sergio Canales\Sergio-Canales,es ESP,MFFW,Real Sociedad,es La Liga,26,1991,36,20,1934,4,5,0,0,4,0,0.19,0.23,0.42,0.19,0.42,4.1,4.1,5.8,0.19,0.27,0.47,0.19,0.47,Matches
430,João Cancelo\Joao-Cancelo,pt POR,DF,Inter,it Serie A,23,1994,26,20,1851,1,2,0,0,4,0,0.05,0.1,0.15,0.05,0.15,0.5,0.5,3.9,0.02,0.19,0.21,0.02,0.21,Matches
431,João Cancelo\Joao-Cancelo,pt POR,MF,Valencia,es La Liga,23,1994,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.6,0.44,0.6,1.04,0.44,1.04,Matches
432,Antonio Candreva\Antonio-Candreva,it ITA,FW,Inter,it Serie A,30,1987,36,33,2537,0,7,0,0,4,0,0,0.25,0.25,0,0.25,3.5,3.5,9.5,0.12,0.33,0.46,0.12,0.46,Matches
433,Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Sassuolo,it Serie A,36,1981,19,16,1443,0,0,0,0,3,0,0,0,0,0,0,0.4,0.4,0.1,0.02,0,0.03,0.02,0.03,Matches
434,Ander Capa\Ander-Capa,es ESP,DF,Eibar,es La Liga,25,1992,33,25,2256,0,1,0,0,4,0,0,0.04,0.04,0,0.04,0.2,0.2,1.6,0.01,0.06,0.07,0.01,0.07,Matches
435,Pierrick Capelle\Pierrick-Capelle,fr FRA,MFFW,Angers,fr Ligue 1,30,1987,28,23,1882,2,1,0,0,3,0,0.1,0.05,0.14,0.1,0.14,2.9,2.9,2.5,0.14,0.12,0.26,0.14,0.26,Matches
436,Leonardo Capezzi\Leonardo-Capezzi,it ITA,MF,Sampdoria,it Serie A,22,1995,6,2,214,0,1,0,0,0,0,0,0.42,0.42,0,0.42,0,0,0.8,0,0.32,0.32,0,0.32,Matches
437,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,29,1988,23,18,1542,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,1.1,1.1,0.7,0.07,0.04,0.11,0.07,0.11,Matches
438,Elio Capradossi\Elio-Capradossi,it ITA,DF,Roma,it Serie A,21,1996,2,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
439,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Sampdoria,it Serie A,24,1993,34,19,1809,5,3,0,0,5,2,0.25,0.15,0.4,0.25,0.4,7.8,7.8,3.2,0.39,0.16,0.55,0.39,0.55,Matches
440,Marco Capuano\Marco-Capuano,it ITA,DF,Crotone,it Serie A,25,1991,16,16,1407,0,0,0,0,4,2,0,0,0,0,0,0.2,0.2,0,0.01,0,0.01,0.01,0.01,Matches
441,Marco Capuano\Marco-Capuano,it ITA,DF,Cagliari,it Serie A,25,1991,9,7,690,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.02,0.02,0.04,0.02,0.04,Matches
442,Antonio Caracciolo\Antonio-Caracciolo,it ITA,DF,Hellas Verona,it Serie A,27,1990,33,32,2857,2,4,0,0,6,0,0.06,0.13,0.19,0.06,0.19,1.2,1.2,0.8,0.04,0.02,0.06,0.04,0.06,Matches
443,Yoan Cardinale\Yoan-Cardinale,fr FRA,GK,Nice,fr Ligue 1,23,1994,10,10,900,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
444,Diego Carlos\Diego-Carlos,br BRA,DF,Nantes,fr Ligue 1,24,1993,28,27,2292,1,0,0,0,7,1,0.04,0,0.04,0.04,0.04,1.3,1.3,0.5,0.05,0.02,0.07,0.05,0.07,Matches
445,Lionel Carole\Lionel-Carole,fr FRA,DF,Sevilla,es La Liga,26,1991,6,6,540,0,1,0,0,0,0,0,0.17,0.17,0,0.17,0.1,0.1,0.1,0.02,0.02,0.04,0.02,0.04,Matches
446,Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,23,1993,17,8,901,3,4,0,0,3,0,0.3,0.4,0.7,0.3,0.7,2,2,2.4,0.2,0.24,0.44,0.2,0.44,Matches
447,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,eng Premier League,36,1981,2,1,109,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.14,0.06,0.2,0.14,0.2,Matches
448,Daniel Carriço\Daniel-Carrico,pt POR,DF,Sevilla,es La Liga,28,1988,6,5,461,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.03,0,0.03,0.03,0.03,Matches
449,André Carrillo\Andre-Carrillo,pe PER,FWMF,Watford,eng Premier League,26,1991,28,16,1540,1,2,0,0,2,0,0.06,0.12,0.18,0.06,0.18,2.1,2.1,2.9,0.12,0.17,0.29,0.12,0.29,Matches
450,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Southampton,eng Premier League,26,1991,7,5,450,0,1,0,0,0,0,0,0.2,0.2,0,0.2,0.5,0.5,0.8,0.11,0.16,0.27,0.11,0.27,Matches
451,Guido Carrillo\Guido-Carrillo,ar ARG,FWMF,Monaco,fr Ligue 1,26,1991,15,2,426,4,0,0,0,0,0,0.85,0,0.85,0.85,0.85,1.9,1.9,0.2,0.42,0.03,0.46,0.42,0.46,Matches
452,Thomas Carrique\Thomas-Carrique,fr FRA,DF,Bordeaux,fr Ligue 1,18,1999,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
453,Andy Carroll\Andy-Carroll,eng ENG,FWMF,West Ham,eng Premier League,28,1989,16,7,751,3,0,0,0,6,2,0.36,0,0.36,0.36,0.36,1.2,1.2,0.2,0.15,0.03,0.18,0.15,0.18,Matches
454,Tom Carroll\Tom-Carroll,eng ENG,MF,Swansea City,eng Premier League,25,1992,37,28,2570,0,4,0,0,3,0,0,0.14,0.14,0,0.14,1,1,3.9,0.04,0.14,0.17,0.04,0.17,Matches
455,Federico Cartabia\Federico-Cartabia,ar ARG,FWMF,La Coruña,es La Liga,24,1993,20,16,1320,2,1,0,0,6,0,0.14,0.07,0.2,0.14,0.2,1.5,1.5,1.9,0.1,0.13,0.23,0.1,0.23,Matches
456,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,25,1992,25,25,2223,0,4,0,0,11,1,0,0.16,0.16,0,0.16,0.7,0.7,3,0.03,0.12,0.15,0.03,0.15,Matches
457,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,25,1992,30,30,2589,5,3,0,0,8,0,0.17,0.1,0.28,0.17,0.28,2.9,2.9,2,0.1,0.07,0.17,0.1,0.17,Matches
458,Kiko Casilla\Kiko-Casilla,es ESP,GK,Real Madrid,es La Liga,30,1986,10,10,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
459,Francesco Cassata\Francesco-Cassata,it ITA,MF,Sassuolo,it Serie A,20,1997,10,5,458,1,0,0,0,3,1,0.2,0,0.2,0.2,0.2,0.3,0.3,0,0.07,0.01,0.07,0.07,0.07,Matches
460,Timothy Castagne\Timothy-Castagne,be BEL,DFMF,Atalanta,it Serie A,21,1995,20,17,1500,0,1,0,0,4,0,0,0.06,0.06,0,0.06,1,1,2.3,0.06,0.14,0.19,0.06,0.19,Matches
461,Leandro Castán\Leandro-Castan,br BRA,DF,Cagliari,it Serie A,30,1986,14,13,1141,0,1,0,0,5,0,0,0.08,0.08,0,0.08,0.3,0.3,0.4,0.02,0.03,0.06,0.02,0.06,Matches
462,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,25,1992,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
463,Dani Castellano\Dani-Castellano,es ESP,DF,Las Palmas,es La Liga,29,1987,24,23,2023,0,1,0,0,5,0,0,0.04,0.04,0,0.04,0.1,0.1,0.9,0.01,0.04,0.04,0.01,0.04,Matches
464,Javi Castellano\Javi-Castellano,es ESP,MF,Las Palmas,es La Liga,29,1987,23,17,1567,0,0,0,0,4,0,0,0,0,0,0,0.1,0.1,0.3,0,0.02,0.02,0,0.02,Matches
465,Samu Castillejo\Samu-Castillejo,es ESP,MFFW,Villarreal,es La Liga,22,1995,30,25,2066,6,5,0,0,4,0,0.26,0.22,0.48,0.26,0.48,4.2,4.2,3.3,0.18,0.14,0.32,0.18,0.32,Matches
466,Chory Castro\Chory-Castro,uy URU,MFFW,Málaga,es La Liga,32,1984,26,26,2049,4,2,1,1,5,2,0.18,0.09,0.26,0.13,0.22,3.5,2.4,2.2,0.15,0.1,0.25,0.11,0.2,Matches
467,Gonzalo Castro\Gonzalo-Castro,de GER,MF,Dortmund,de Bundesliga,30,1987,19,16,1206,0,2,0,0,3,0,0,0.15,0.15,0,0.15,1.6,1.6,3.4,0.12,0.26,0.37,0.12,0.37,Matches
468,Jonny Castro\Jonny-Castro,es ESP,DF,Celta Vigo,es La Liga,23,1994,36,36,3200,2,1,0,0,10,0,0.06,0.03,0.08,0.06,0.08,1.7,1.7,1.8,0.05,0.05,0.1,0.05,0.1,Matches
469,Lucas Castro\Lucas-Castro,ar ARG,MF,Chievo,it Serie A,28,1989,25,23,1985,3,4,0,0,3,0,0.14,0.18,0.32,0.14,0.32,3.4,3.4,2.2,0.15,0.1,0.26,0.15,0.26,Matches
470,Rubén Castro\Ruben-Castro,es ESP,FW,Betis,es La Liga,36,1981,10,3,359,1,1,1,1,0,0,0.25,0.25,0.5,0,0.25,1.6,1,0.5,0.4,0.13,0.53,0.25,0.38,Matches
471,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Benevento,it Serie A,22,1994,29,25,2282,1,4,0,0,10,2,0.04,0.16,0.2,0.04,0.2,2.3,2.3,1.8,0.09,0.07,0.16,0.09,0.16,Matches
472,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,28,1989,7,5,523,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.04,0,0.04,0.04,0.04,Matches
473,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,30,1987,32,30,2581,28,5,3,5,3,0,0.98,0.17,1.15,0.87,1.05,23.1,19.6,4.8,0.8,0.17,0.97,0.68,0.85,Matches
474,Marijan ?avar\Marijan-Cavar,ba BIH,FWMF,Eint Frankfurt,de Bundesliga,19,1998,1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
475,Dani Ceballos\Dani-Ceballos,es ESP,MFFW,Real Madrid,es La Liga,20,1996,12,4,404,2,0,0,0,0,0,0.45,0,0.45,0.45,0.45,0.5,0.5,0.4,0.11,0.08,0.19,0.11,0.19,Matches
476,Federico Ceccherini\Federico-Ceccherini,it ITA,DF,Crotone,it Serie A,25,1992,37,37,3229,1,0,0,0,4,1,0.03,0,0.03,0.03,0.03,1.5,1.5,0.4,0.04,0.01,0.05,0.04,0.05,Matches
477,Emanuel Cecchini\Emanuel-Cecchini,ar ARG,MFDF,Málaga,es La Liga,20,1996,2,0,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
478,Petr ?ech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,35,1982,34,34,3039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
479,Ricardo Centurión\Ricardo-Centurion,ar ARG,MFFW,Genoa,it Serie A,24,1993,3,1,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
480,Luca Ceppitelli\Luca-Ceppitelli,it ITA,DF,Cagliari,it Serie A,27,1989,27,26,2227,3,0,0,0,7,0,0.12,0,0.12,0.12,0.12,1.2,1.2,0.8,0.05,0.03,0.08,0.05,0.08,Matches
481,Fabio Ceravolo\Fabio-Ceravolo,it ITA,FW,Benevento,it Serie A,30,1987,1,1,57,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.24,0,0.24,0.24,0.24,Matches
482,Alessio Cerci\Alessio-Cerci,it ITA,FWMF,Hellas Verona,it Serie A,30,1987,24,22,1635,3,1,1,1,1,0,0.17,0.06,0.22,0.11,0.17,3.2,2.4,3,0.17,0.16,0.33,0.13,0.29,Matches
483,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,35,1982,10,5,550,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.02,0,0.02,0.02,0.02,Matches
484,Damir Ceter\Damir-Ceter,co COL,FWMF,Cagliari,it Serie A,19,1997,6,1,199,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.08,0.08,0.17,0.08,0.17,Matches
485,Nacer Chadli\Nacer-Chadli,be BEL,FWMF,West Brom,eng Premier League,27,1989,5,2,260,1,0,0,0,1,0,0.35,0,0.35,0.35,0.35,0.2,0.2,0.1,0.1,0.04,0.14,0.1,0.14,Matches
486,Fouad Chafik\Fouad-Chafik,ma MAR,DF,Dijon,fr Ligue 1,30,1986,23,19,1612,0,2,0,0,4,0,0,0.11,0.11,0,0.11,0.2,0.2,1.6,0.01,0.09,0.1,0.01,0.1,Matches
487,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,MF,Watford,eng Premier League,22,1994,6,5,447,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0.2,0.01,0.21,0.2,0.21,Matches
488,Calum Chambers\Calum-Chambers,eng ENG,DF,Arsenal,eng Premier League,22,1995,12,10,866,0,0,0,0,1,0,0,0,0,0,0,1.2,1.2,0.1,0.12,0.01,0.13,0.12,0.13,Matches
489,Nereo Champagne\Nereo-Champagne,ar ARG,GK,Leganés,es La Liga,32,1985,2,2,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
490,Timothy Chandler\Timothy-Chandler,us USA,DFMF,Eint Frankfurt,de Bundesliga,27,1990,24,22,1892,2,4,0,0,3,0,0.1,0.19,0.29,0.1,0.29,2.1,2.1,2.5,0.1,0.12,0.22,0.1,0.22,Matches
491,Kwon Chang-hoon\Kwon-Chang-hoon,kr KOR,FWMF,Dijon,fr Ligue 1,23,1994,34,26,2136,11,2,0,0,3,0,0.46,0.08,0.55,0.46,0.55,8.2,8.2,1.9,0.34,0.08,0.43,0.34,0.43,Matches
492,Charles\Charles,br BRA,FW,Eibar,es La Liga,33,1984,30,18,1578,8,1,0,0,5,1,0.46,0.06,0.51,0.46,0.51,5.9,5.9,1.3,0.34,0.08,0.41,0.34,0.41,Matches
493,Charly Charrier\Charly-Charrier,fr FRA,MF,Amiens,fr Ligue 1,31,1986,3,1,105,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.25,0.02,0.27,0.25,0.27,Matches
494,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Lyon,fr Ligue 1,19,1997,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,2.43,2.43,0,2.43,Matches
495,Chema\Chema,es ESP,DF,Levante,es La Liga,25,1992,25,23,2020,1,0,0,0,8,1,0.04,0,0.04,0.04,0.04,0.4,0.4,0.2,0.02,0.01,0.02,0.02,0.02,Matches
496,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Villarreal,es La Liga,26,1990,24,9,931,2,1,0,0,2,0,0.19,0.1,0.29,0.19,0.29,4.7,4.7,3.4,0.46,0.33,0.79,0.46,0.79,Matches
497,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Benevento,it Serie A,24,1993,14,12,1048,0,0,0,0,4,0,0,0,0,0,0,1,1,0.5,0.09,0.04,0.13,0.09,0.13,Matches
498,Leandro Chichizola\Leandro-Chichizola,ar ARG,GK,Las Palmas,es La Liga,27,1990,27,27,2430,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4,0,0.02,0.02,0,0.02,Matches
499,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,32,1984,26,25,2161,0,1,0,0,2,0,0,0.04,0.04,0,0.04,1.2,1.2,0.6,0.05,0.02,0.07,0.05,0.07,Matches
500,Federico Chiesa\Federico-Chiesa,it ITA,FWMF,Fiorentina,it Serie A,19,1997,36,35,3012,6,4,0,0,7,0,0.18,0.12,0.3,0.18,0.3,7.1,7.1,6.2,0.21,0.19,0.4,0.21,0.4,Matches
501,Ben Chilwell\Ben-Chilwell,eng ENG,DF,Leicester City,eng Premier League,20,1996,24,20,1853,0,2,0,0,2,2,0,0.1,0.1,0,0.1,0.1,0.1,2.2,0.01,0.11,0.11,0.01,0.11,Matches
502,Vlad Chiriche?\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,27,1989,7,7,582,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.04,0,0.04,0.04,0.04,Matches
503,Hamza Choudhury\Hamza-Choudhury,eng ENG,MF,Leicester City,eng Premier League,19,1997,8,4,378,0,1,0,0,1,0,0,0.24,0.24,0,0.24,0,0,0.1,0.01,0.03,0.04,0.01,0.04,Matches
504,Andreas Christensen\Andreas-Christensen,dk DEN,DF,Chelsea,eng Premier League,21,1996,27,23,2086,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0.2,0.05,0.01,0.06,0.05,0.06,Matches
505,Chuca\Chuca,es ESP,MF,Villarreal,es La Liga,20,1997,4,1,90,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.07,0.01,0.08,0.07,0.08,Matches
506,Lee Chung-yong\Lee-Chung-yong,kr KOR,FW,Crystal Palace,eng Premier League,29,1988,7,1,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0.07,0.09,0.02,0.09,Matches
507,Amato Ciciretti\Amato-Ciciretti,it ITA,MFFW,Benevento,it Serie A,23,1993,12,9,807,2,1,0,0,0,0,0.22,0.11,0.33,0.22,0.33,1.5,1.5,1.5,0.17,0.17,0.34,0.17,0.34,Matches
508,Cifu\Cifu,es ESP,DF,Málaga,es La Liga,26,1990,2,1,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.22,0.22,0,0.22,Matches
509,Luca Cigarini\Luca-Cigarini,it ITA,MF,Cagliari,it Serie A,31,1986,26,24,2024,2,3,0,1,13,2,0.09,0.13,0.22,0.09,0.22,1.7,0.9,3.2,0.07,0.14,0.22,0.04,0.18,Matches
510,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,30,1987,28,24,2183,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.7,0.01,0.03,0.04,0.01,0.04,Matches
511,Jasper Cillessen\Jasper-Cillessen,nl NED,GK,Barcelona,es La Liga,28,1989,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
512,Thiago Cionek\Thiago-Cionek,pl POL,DF,SPAL,it Serie A,31,1986,15,15,1350,1,0,0,0,5,0,0.07,0,0.07,0.07,0.07,0.5,0.5,0.1,0.03,0,0.04,0.03,0.04,Matches
513,Saliou Ciss\Saliou-Ciss,sn SEN,DFFW,Angers,fr Ligue 1,27,1989,3,2,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
514,Karamoko Cissé\Karamoko-Cisse,gn GUI,FWDF,Benevento,it Serie A,28,1988,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,2.61,0,2.61,2.61,2.61,Matches
515,Issa Cissokho\Issa-Cissokho,sn SEN,DF,Amiens,fr Ligue 1,32,1985,19,18,1630,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.5,0.01,0.03,0.03,0.01,0.03,Matches
516,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Newcastle Utd,eng Premier League,27,1989,20,19,1746,2,1,0,0,3,0,0.1,0.05,0.15,0.1,0.15,2,2,0.4,0.11,0.02,0.13,0.11,0.13,Matches
517,Christian Clemens\Christian-Clemens,de GER,MFFW,Köln,de Bundesliga,25,1991,14,6,646,1,0,0,0,2,0,0.14,0,0.14,0.14,0.14,1.2,1.2,1.3,0.17,0.18,0.35,0.17,0.35,Matches
518,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Watford,eng Premier League,27,1989,23,22,1902,1,2,0,1,2,2,0.05,0.09,0.14,0.05,0.14,1.8,1,1.2,0.08,0.06,0.14,0.05,0.11,Matches
519,Sam Clucas\Sam-Clucas,eng ENG,MFFW,Swansea City,eng Premier League,26,1990,29,23,2044,3,1,0,0,2,0,0.13,0.04,0.18,0.13,0.18,1.8,1.8,1.2,0.08,0.05,0.13,0.08,0.13,Matches
520,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DFMF,Liverpool,eng Premier League,26,1991,3,2,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0.3,0,0.14,0.14,0,0.14,Matches
521,Marcus Coco\Marcus-Coco,fr FRA,FWMF,Guingamp,fr Ligue 1,21,1996,29,17,1588,2,1,0,0,5,0,0.11,0.06,0.17,0.11,0.17,2.1,2.1,1.3,0.12,0.08,0.19,0.12,0.19,Matches
522,Massimo Coda\Massimo-Coda,it ITA,FW,Benevento,it Serie A,28,1988,24,14,1417,4,1,1,1,1,0,0.25,0.06,0.32,0.19,0.25,5,4.2,1.9,0.32,0.12,0.44,0.27,0.39,Matches
523,Isaac Cofie\Isaac-Cofie,gh GHA,MF,Genoa,it Serie A,25,1991,12,6,591,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.03,0,0.04,0.03,0.04,Matches
524,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Metz,fr Ligue 1,32,1984,38,38,3298,1,3,0,0,5,0,0.03,0.08,0.11,0.03,0.11,1.2,1.2,3.9,0.03,0.11,0.14,0.03,0.14,Matches
525,Coke\Coke,es ESP,DF,Levante,es La Liga,30,1987,17,16,1383,3,0,0,0,5,2,0.2,0,0.2,0.2,0.2,1.5,1.5,0.9,0.1,0.06,0.16,0.1,0.16,Matches
526,Coke\Coke,es ESP,MF,Schalke 04,de Bundesliga,30,1987,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Emre Çolak\Emre-Colak,tr TUR,MFFW,La Coruña,es La Liga,26,1991,26,17,1447,1,2,0,0,4,0,0.06,0.12,0.19,0.06,0.19,1.6,1.6,3.2,0.1,0.2,0.29,0.1,0.29,Matches
528,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,28,1988,12,12,1035,0,1,0,0,0,0,0,0.09,0.09,0,0.09,0.8,0.8,0.4,0.07,0.04,0.11,0.07,0.11,Matches
