Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
2090,Jérémie Porsan-Clémenté\Jeremie-Porsan-Clemente,fr FRA,FW,Marseille,fr Ligue 1,17,1997,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
2091,Francisco Portillo\Francisco-Portillo,es ESP,MF,Betis,es La Liga,25,1990,19,11,972,0,0,0,0,4,0,0,0,0,0,0,Matches
2092,Josip Posavec\Josip-Posavec,hr CRO,GK,Palermo,it Serie A,19,1996,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
2093,Maxime Poundjé\Maxime-Poundje,fr FRA,DF,Bordeaux,fr Ligue 1,22,1992,14,14,1260,0,1,0,0,3,0,0,0.07,0.07,0,0.07,Matches
2094,Simon Pouplin\Simon-Pouplin,fr FRA,GK,Nice,fr Ligue 1,30,1985,1,1,36,0,0,0,0,0,0,0,0,0,0,0,Matches
2095,Nick Powell\Nick-Powell,eng ENG,MF,Manchester Utd,eng Premier League,21,1994,1,0,17,0,0,0,0,0,0,0,0,0,0,0,Matches
2096,Sanjin Prcić\Sanjin-Prcic,ba BIH,MF,Torino,it Serie A,21,1993,2,0,29,0,0,0,0,0,0,0,0,0,0,0,Matches
2097,Nicolas de Préville\Nicolas-de-Preville,fr FRA,FWMF,Reims,fr Ligue 1,24,1991,36,34,2915,6,9,0,0,4,0,0.19,0.28,0.46,0.19,0.46,Matches
2098,Edgar Prib\Edgar-Prib,de GER,MFDF,Hannover 96,de Bundesliga,25,1989,20,16,1329,0,2,0,0,3,0,0,0.14,0.14,0,0.14,Matches
2099,Xabi Prieto\Xabi-Prieto,es ESP,MF,Real Sociedad,es La Liga,31,1983,36,27,2382,3,3,1,1,3,0,0.11,0.11,0.23,0.08,0.19,Matches
2100,Jérôme Prior\Jerome-Prior,fr FRA,GK,Bordeaux,fr Ligue 1,19,1995,13,11,1076,0,0,0,0,0,0,0,0,0,0,0,Matches
2101,Alex Pritchard\Alex-Pritchard,eng ENG,FWMF,Tottenham,eng Premier League,22,1993,1,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches
2102,Alex Pritchard\Alex-Pritchard,eng ENG,FWMF,West Brom,eng Premier League,22,1993,2,0,63,0,0,0,0,0,0,0,0,0,0,0,Matches
2103,Sloan Privat\Sloan-Privat,fr FRA,FW,Guingamp,fr Ligue 1,26,1989,27,14,1253,7,1,0,1,3,0,0.5,0.07,0.57,0.5,0.57,Matches
2104,Sebastian Prödl\Sebastian-Prodl,at AUT,DF,Watford,eng Premier League,28,1987,21,19,1778,2,0,0,0,5,0,0.1,0,0.1,0.1,0.1,Matches
2105,Vasyl Pryima\Vasyl-Pryima,ua UKR,DF,Frosinone,it Serie A,24,1991,5,3,295,0,0,0,0,1,0,0,0,0,0,0,Matches
2106,Manuel Pucciarelli\Manuel-Pucciarelli,it ITA,FW,Empoli,it Serie A,24,1991,38,33,3033,6,3,0,0,1,0,0.18,0.09,0.27,0.18,0.27,Matches
2107,Paulin Puel\Paulin-Puel,fr FRA,FW,Nice,fr Ligue 1,18,1997,11,2,190,0,0,0,0,0,0,0,0,0,0,0,Matches
2108,Marc Pugh\Marc-Pugh,eng ENG,MF,Bournemouth,eng Premier League,28,1987,26,15,1337,3,2,0,0,1,0,0.2,0.13,0.34,0.2,0.34,Matches
2109,Maurizio Pugliesi\Maurizio-Pugliesi,it ITA,GK,Empoli,it Serie A,38,1976,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
2110,Grégory Pujol\Gregory-Pujol,fr FRA,FW,Gazélec Ajaccio,fr Ligue 1,35,1980,19,12,1139,5,0,0,0,2,0,0.4,0,0.4,0.4,0.4,Matches
2111,Erick Pulgar\Erick-Pulgar,cl CHI,MF,Bologna,it Serie A,21,1994,13,6,689,0,0,0,0,2,0,0,0,0,0,0,Matches
2112,Christian Pulisic\Christian-Pulisic,us USA,MFFW,Dortmund,de Bundesliga,16,1998,9,4,389,2,0,0,0,1,0,0.46,0,0.46,0.46,0.46,Matches
2113,Jason Puncheon\Jason-Puncheon,eng ENG,MFFW,Crystal Palace,eng Premier League,29,1986,31,31,2615,2,3,0,0,3,0,0.07,0.1,0.17,0.07,0.17,Matches
2114,Leandro Putaro\Leandro-Putaro,de GER,FWMF,Wolfsburg,de Bundesliga,18,1997,4,0,47,0,0,0,0,0,0,0,0,0,0,0,Matches
2115,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Torino,it Serie A,32,1983,16,16,1349,5,0,1,1,0,0,0.33,0,0.33,0.27,0.27,Matches
2116,Fabio Quagliarella\Fabio-Quagliarella,it ITA,FW,Sampdoria,it Serie A,32,1983,16,13,1223,3,0,0,0,1,0,0.22,0,0.22,0.22,0.22,Matches
2117,Robin Quaison\Robin-Quaison,se SWE,FWMF,Palermo,it Serie A,21,1993,30,14,1511,1,2,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches
2118,Josué Quijano\Josue-Quijano,ni NCA,DF,Rayo Vallecano,es La Liga,24,1991,27,22,2051,0,1,0,0,7,0,0,0.04,0.04,0,0.04,Matches
2119,Juan Quintero\Juan-Quintero,co COL,MFFW,Rennes,fr Ligue 1,22,1993,12,9,812,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
2120,Antoine Rabillard\Antoine-Rabillard,fr FRA,FW,Marseille,fr Ligue 1,19,1995,3,1,86,1,0,0,0,1,0,1.05,0,1.05,1.05,1.05,Matches
2121,Adrien Rabiot\Adrien-Rabiot,fr FRA,MF,Paris S-G,fr Ligue 1,20,1995,24,19,1610,1,1,0,0,4,1,0.06,0.06,0.11,0.06,0.11,Matches
2122,Nemanja Radoja\Nemanja-Radoja,rs SRB,MF,Celta Vigo,es La Liga,22,1993,30,15,1462,0,1,0,0,5,0,0,0.06,0.06,0,0.06,Matches
2123,Josip Radošević\Josip-Radosevic,hr CRO,MF,Eibar,es La Liga,21,1994,8,5,407,0,0,0,0,2,1,0,0,0,0,0,Matches
2124,Ivan Radovanović\Ivan-Radovanovic,rs SRB,MF,Chievo,it Serie A,26,1988,26,25,2076,0,0,0,0,9,0,0,0,0,0,0,Matches
2125,Ștefan Radu\Stefan-Radu,ro ROU,DF,Lazio,it Serie A,28,1986,13,13,1089,0,1,0,0,3,1,0,0.08,0.08,0,0.08,Matches
2126,Boris Radunović\Boris-Radunovic,rs SRB,GK,Atalanta,it Serie A,19,1996,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
2127,Rafael\Rafael,br BRA,DF,Lyon,fr Ligue 1,25,1990,21,18,1448,1,2,0,0,8,0,0.06,0.12,0.19,0.06,0.19,Matches
2128,Rafael\Rafael,br BRA,GK,Hellas Verona,it Serie A,33,1982,12,12,1010,0,0,0,0,0,1,0,0,0,0,0,Matches
2129,Juan Rafael Fuentes\Juan-Rafael-Fuentes,es ESP,DF,Espanyol,es La Liga,25,1990,10,9,754,0,0,0,0,2,0,0,0,0,0,0,Matches
2130,Albert Rafetraniaina\Albert-Rafetraniaina,mg MAD,DFMF,Nice,fr Ligue 1,18,1996,1,0,4,0,0,0,0,1,0,0,0,0,0,0,Matches
2131,Raffael\Raffael,br BRA,FWMF,M'Gladbach,de Bundesliga,30,1985,31,30,2676,13,10,1,1,2,0,0.44,0.34,0.77,0.4,0.74,Matches
2132,Rafinha\Rafinha,br BRA,FWMF,Barcelona,es La Liga,22,1993,6,3,283,1,0,0,0,0,0,0.32,0,0.32,0.32,0.32,Matches
2133,Rafinha\Rafinha,br BRA,DFMF,Bayern Munich,de Bundesliga,29,1985,25,18,1754,0,3,0,0,7,0,0,0.15,0.15,0,0.15,Matches
2134,Andrea Raggi\Andrea-Raggi,it ITA,DF,Monaco,fr Ligue 1,31,1984,31,29,2607,2,1,0,0,5,0,0.07,0.03,0.1,0.07,0.1,Matches
2135,Stéphan Raheriharimanana\Stephan-Raheriharimanana,mg MAD,MF,Nice,fr Ligue 1,21,1993,4,1,75,0,0,0,0,0,0,0,0,0,0,0,Matches
2136,Baba Rahman\Baba-Rahman,gh GHA,DF,Chelsea,eng Premier League,21,1994,15,11,1018,0,1,0,0,1,0,0,0.09,0.09,0,0.09,Matches
2137,Antonio Raillo\Antonio-Raillo,es ESP,DF,Espanyol,es La Liga,23,1991,5,5,450,1,0,0,0,1,0,0.2,0,0.2,0.2,0.2,Matches
2138,Cristian Raimondi\Cristian-Raimondi,it ITA,DFMF,Atalanta,it Serie A,34,1981,18,6,757,0,0,0,0,4,0,0,0,0,0,0,Matches
2139,Alexandre Raineau\Alexandre-Raineau,fr FRA,DF,Caen,fr Ligue 1,29,1986,7,3,324,0,0,0,0,0,0,0,0,0,0,0,Matches
2140,Slobodan Rajković\Slobodan-Rajkovic,rs SRB,DF,Darmstadt 98,de Bundesliga,26,1989,15,12,1010,1,1,0,0,4,0,0.09,0.09,0.18,0.09,0.18,Matches
2141,Ivan Rakitić\Ivan-Rakitic,hr CRO,MF,Barcelona,es La Liga,27,1988,36,30,2567,7,2,0,0,3,0,0.25,0.07,0.32,0.25,0.32,Matches
2142,André Ramalho\Andre-Ramalho,br BRA,DF,Leverkusen,de Bundesliga,23,1992,19,11,1128,0,0,0,0,5,0,0,0,0,0,0,Matches
2143,Adil Rami\Adil-Rami,fr FRA,DF,Sevilla,es La Liga,29,1985,28,28,2424,0,1,0,0,8,1,0,0.04,0.04,0,0.04,Matches
2144,Ramires\Ramires,br BRA,MF,Chelsea,eng Premier League,28,1987,12,7,609,2,0,0,0,1,0,0.3,0,0.3,0.3,0.3,Matches
2145,Gastón Ramírez\Gaston-Ramirez,uy URU,FWMF,Southampton,eng Premier League,24,1990,3,0,31,0,1,0,0,0,0,0,2.9,2.9,0,2.9,Matches
2146,Sandro Ramírez\Sandro-Ramirez,es ESP,FW,Barcelona,es La Liga,20,1995,10,4,350,0,1,0,0,0,0,0,0.26,0.26,0,0.26,Matches
2147,Iván Ramis\Ivan-Ramis,es ESP,DF,Eibar,es La Liga,30,1984,23,21,1790,0,1,0,0,7,1,0,0.05,0.05,0,0.05,Matches
2148,Adrián Ramos\Adrian-Ramos,co COL,FWMF,Dortmund,de Bundesliga,29,1986,27,9,945,9,4,0,0,0,0,0.86,0.38,1.24,0.86,1.24,Matches
2149,Sergio Ramos\Sergio-Ramos,es ESP,DF,Real Madrid,es La Liga,29,1986,23,23,1939,2,2,0,0,9,2,0.09,0.09,0.19,0.09,0.19,Matches
2150,Aaron Ramsey\Aaron-Ramsey,wal WAL,MF,Arsenal,eng Premier League,24,1990,31,29,2623,5,4,0,0,4,0,0.17,0.14,0.31,0.17,0.31,Matches
2151,Connor Randall\Connor-Randall,eng ENG,DF,Liverpool,eng Premier League,19,1995,3,2,163,0,0,0,0,0,0,0,0,0,0,0,Matches
2152,Darren Randolph\Darren-Randolph,ie IRL,GK,West Ham,eng Premier League,28,1987,6,6,540,0,0,0,0,0,0,0,0,0,0,0,Matches
2153,Àngel Rangel\Angel-Rangel,es ESP,DF,Swansea City,eng Premier League,32,1982,23,20,1820,0,0,0,0,6,0,0,0,0,0,0,Matches
2154,Antony Ranieri\Antony-Ranieri,fr FRA,FW,Nice,fr Ligue 1,18,1997,2,0,6,0,0,0,0,1,0,0,0,0,0,0,Matches
2155,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Sampdoria,it Serie A,27,1988,14,13,1143,0,0,0,0,6,1,0,0,0,0,0,Matches
2156,Andrea Ranocchia\Andrea-Ranocchia,it ITA,DF,Inter,it Serie A,27,1988,10,1,218,0,0,0,0,0,0,0,0,0,0,0,Matches
2157,Tokelo Rantie\Tokelo-Rantie,za RSA,FW,Bournemouth,eng Premier League,24,1990,3,0,41,0,0,0,0,0,0,0,0,0,0,0,Matches
2158,Marcus Rashford\Marcus-Rashford,eng ENG,FW,Manchester Utd,eng Premier League,17,1997,11,11,855,5,2,0,0,0,0,0.53,0.21,0.74,0.53,0.74,Matches
2159,Florian Raspentino\Florian-Raspentino,fr FRA,FWMF,Bastia,fr Ligue 1,26,1989,11,5,514,1,0,0,0,2,0,0.18,0,0.18,0.18,0.18,Matches
2160,Răzvan Raț\Razvan-Rat,ro ROU,DF,Rayo Vallecano,es La Liga,34,1981,10,8,737,0,0,0,0,3,0,0,0,0,0,0,Matches
2161,Konstantin Rausch\Konstantin-Rausch,ru RUS,MF,Darmstadt 98,de Bundesliga,25,1990,31,27,2109,2,5,0,0,7,0,0.09,0.21,0.3,0.09,0.3,Matches
2162,Ante Rebić\Ante-Rebic,hr CRO,MFFW,Hellas Verona,it Serie A,21,1993,10,6,571,0,0,0,0,1,1,0,0,0,0,0,Matches
2163,Ante Rebić\Ante-Rebic,hr CRO,FWMF,Fiorentina,it Serie A,21,1993,4,3,228,1,0,0,0,2,0,0.39,0,0.39,0.39,0.39,Matches
2164,Recio\Recio,es ESP,MF,Málaga,es La Liga,24,1991,33,32,2738,0,4,0,0,16,0,0,0.13,0.13,0,0.13,Matches
2165,Nathan Redmond\Nathan-Redmond,eng ENG,MF,Norwich City,eng Premier League,21,1994,35,24,2341,6,3,0,0,0,0,0.23,0.12,0.35,0.23,0.35,Matches
2166,Harrison Reed\Harrison-Reed,eng ENG,MF,Southampton,eng Premier League,20,1995,1,0,11,0,0,0,0,0,0,0,0,0,0,0,Matches
2167,Fabian Reese\Fabian-Reese,de GER,FWMF,Schalke 04,de Bundesliga,17,1997,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
2168,Yanni Regäsel\Yanni-Regasel,de GER,DF,Hertha BSC,de Bundesliga,19,1996,6,5,463,0,0,0,0,0,0,0,0,0,0,0,Matches
2169,Yanni Regäsel\Yanni-Regasel,de GER,DF,Eint Frankfurt,de Bundesliga,19,1996,10,9,812,0,0,0,0,1,0,0,0,0,0,0,Matches
2170,Adrien Regattin\Adrien-Regattin,ma MAR,MFFW,Toulouse,fr Ligue 1,23,1991,34,16,1517,1,4,0,0,5,0,0.06,0.24,0.3,0.06,0.3,Matches
2171,Vasco Regini\Vasco-Regini,it ITA,DF,Sampdoria,it Serie A,24,1990,14,14,1205,0,0,0,0,2,0,0,0,0,0,0,Matches
2172,Vasco Regini\Vasco-Regini,it ITA,DF,Napoli,it Serie A,24,1990,1,0,15,0,0,0,0,0,0,0,0,0,0,0,Matches
2173,Winston Reid\Winston-Reid,nz NZL,DF,West Ham,eng Premier League,27,1988,24,24,2135,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches
2174,Pepe Reina\Pepe-Reina,es ESP,GK,Napoli,it Serie A,32,1982,37,37,3330,0,0,0,0,1,0,0,0,0,0,0,Matches
2175,Stefan Reinartz\Stefan-Reinartz,de GER,MF,Eint Frankfurt,de Bundesliga,26,1989,15,14,1197,1,1,0,0,2,0,0.08,0.08,0.15,0.08,0.15,Matches
2176,Karim Rekik\Karim-Rekik,nl NED,DF,Marseille,fr Ligue 1,20,1994,24,23,2034,1,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,Matches
2177,Loïc Rémy\Loic-Remy,fr FRA,FW,Chelsea,eng Premier League,28,1987,13,3,291,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
2178,William Rémy\William-Remy,fr FRA,DFMF,Montpellier,fr Ligue 1,24,1991,28,27,2396,0,1,0,0,4,0,0,0.04,0.04,0,0.04,Matches
2179,Vincenzo Rennella\Vincenzo-Rennella,it ITA,FW,Betis,es La Liga,26,1988,6,2,195,1,0,0,0,1,0,0.46,0,0.46,0.46,0.46,Matches
2180,Marco Reus\Marco-Reus,de GER,MFFW,Dortmund,de Bundesliga,26,1989,26,24,1909,12,3,1,2,2,0,0.57,0.14,0.71,0.52,0.66,Matches
2181,Diego Reyes\Diego-Reyes,mx MEX,DFMF,Real Sociedad,es La Liga,22,1992,27,26,2310,2,0,0,0,4,1,0.08,0,0.08,0.08,0.08,Matches
2182,Anthony Ribelin\Anthony-Ribelin,fr FRA,FW,Montpellier,fr Ligue 1,19,1996,1,1,57,0,0,0,0,0,0,0,0,0,0,0,Matches
2183,Franck Ribéry\Franck-Ribery,fr FRA,MFFW,Bayern Munich,de Bundesliga,32,1983,13,6,685,2,3,0,0,1,0,0.26,0.39,0.66,0.26,0.66,Matches
2184,Federico Ricca\Federico-Ricca,uy URU,DFMF,Málaga,es La Liga,20,1994,8,7,639,1,1,0,0,3,0,0.14,0.14,0.28,0.14,0.28,Matches
2185,Micah Richards\Micah-Richards,eng ENG,DF,Aston Villa,eng Premier League,27,1988,24,23,2044,1,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,Matches
2186,Kieran Richardson\Kieran-Richardson,eng ENG,DFMF,Aston Villa,eng Premier League,30,1984,11,8,723,0,1,0,0,4,0,0,0.12,0.12,0,0.12,Matches
2187,Fran Rico\Fran-Rico,es ESP,MF,Granada,es La Liga,27,1987,28,15,1455,2,1,0,0,6,0,0.12,0.06,0.19,0.12,0.19,Matches
2188,Mikel Rico\Mikel-Rico,es ESP,MF,Athletic Club,es La Liga,30,1984,17,8,699,1,1,0,0,2,1,0.13,0.13,0.26,0.13,0.26,Matches
2189,Sergio Rico\Sergio-Rico,es ESP,GK,Sevilla,es La Liga,21,1993,34,34,3060,0,0,0,0,2,0,0,0,0,0,0,Matches
2190,Oriol Riera\Oriol-Riera,es ESP,FW,La Coruña,es La Liga,29,1986,22,7,808,2,0,0,0,3,0,0.22,0,0.22,0.22,0.22,Matches
2191,Asier Riesgo\Asier-Riesgo,es ESP,GK,Eibar,es La Liga,31,1983,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,Matches
2192,Sascha Riether\Sascha-Riether,de GER,DF,Schalke 04,de Bundesliga,32,1983,17,14,1332,0,0,0,0,3,0,0,0,0,0,0,Matches
2193,Luca Rigoni\Luca-Rigoni,it ITA,MF,Genoa,it Serie A,30,1984,18,14,1197,3,2,0,0,4,0,0.23,0.15,0.38,0.23,0.38,Matches
2194,Luca Rigoni\Luca-Rigoni,it ITA,MF,Palermo,it Serie A,30,1984,10,8,695,1,0,0,0,1,1,0.13,0,0.13,0.13,0.13,Matches
2195,Nicola Rigoni\Nicola-Rigoni,it ITA,MF,Chievo,it Serie A,24,1990,28,22,1986,3,1,0,0,7,0,0.14,0.05,0.18,0.14,0.18,Matches
2196,Kévin Rimane\Kevin-Rimane,gf GUF,DFMF,Paris S-G,fr Ligue 1,24,1991,1,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches
2197,Rincón\Rincon,br BRA,DF,Troyes,fr Ligue 1,28,1987,8,8,715,0,0,0,0,2,0,0,0,0,0,0,Matches
2198,Tomás Rincón\Tomas-Rincon,ve VEN,MF,Genoa,it Serie A,27,1988,33,33,2927,3,6,0,0,9,0,0.09,0.18,0.28,0.09,0.28,Matches
2199,Nico Rinderknecht\Nico-Rinderknecht,de GER,MF,Eint Frankfurt,de Bundesliga,17,1997,1,0,6,0,0,0,0,0,0,0,0,0,0,0,Matches
2200,Rémy Riou\Remy-Riou,fr FRA,GK,Nantes,fr Ligue 1,27,1987,31,31,2790,0,0,0,0,2,0,0,0,0,0,0,Matches
2201,Andrea Rispoli\Andrea-Rispoli,it ITA,MF,Palermo,it Serie A,26,1988,22,16,1423,0,4,0,0,3,0,0,0.25,0.25,0,0.25,Matches
2202,Marcel Risse\Marcel-Risse,de GER,MFDF,Köln,de Bundesliga,25,1989,33,33,2961,3,5,0,0,5,0,0.09,0.15,0.24,0.09,0.24,Matches
2203,Mart Ristl\Mart-Ristl,de GER,MF,Stuttgart,de Bundesliga,19,1996,3,0,48,0,0,0,0,1,0,0,0,0,0,0,Matches
2204,Matt Ritchie\Matt-Ritchie,sco SCO,MF,Bournemouth,eng Premier League,25,1989,37,33,2973,4,6,0,0,5,0,0.12,0.18,0.3,0.12,0.3,Matches
2205,Emmanuel Rivière\Emmanuel-Riviere,fr FRA,FW,Newcastle Utd,eng Premier League,25,1990,3,1,65,0,0,0,0,0,0,0,0,0,0,0,Matches
2206,Luca Rizzo\Luca-Rizzo,it ITA,FWMF,Bologna,it Serie A,23,1992,23,17,1447,0,2,0,0,3,1,0,0.12,0.12,0,0.12,Matches
2207,Arjen Robben\Arjen-Robben,nl NED,MF,Bayern Munich,de Bundesliga,31,1984,15,14,1094,4,1,1,1,1,0,0.33,0.08,0.41,0.25,0.33,Matches
2208,Rober\Rober,es ESP,DF,La Coruña,es La Liga,20,1995,2,0,54,0,0,0,0,0,0,0,0,0,0,0,Matches
2209,Sergi Roberto\Sergi-Roberto,es ESP,MFDF,Barcelona,es La Liga,23,1992,31,21,1915,0,5,0,0,1,0,0,0.23,0.23,0,0.23,Matches
2210,Patrick Roberts\Patrick-Roberts,eng ENG,FWMF,Manchester City,eng Premier League,18,1997,1,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches
2211,Tyler Roberts\Tyler-Roberts,wal WAL,FWMF,West Brom,eng Premier League,16,1999,1,0,18,0,0,0,0,1,0,0,0,0,0,0,Matches
2212,Joel Robles\Joel-Robles,es ESP,GK,Everton,eng Premier League,25,1990,13,13,1170,0,0,0,0,1,0,0,0,0,0,0,Matches
2213,Thomas Robson\Thomas-Robson,eng ENG,DF,Sunderland,eng Premier League,19,1995,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
2214,Michele Rocca\Michele-Rocca,it ITA,MF,Sampdoria,it Serie A,19,1996,1,0,30,0,0,0,0,0,0,0,0,0,0,0,Matches
2215,Rubén Rochina\Ruben-Rochina,es ESP,MFFW,Granada,es La Liga,24,1991,35,29,2473,6,6,0,0,10,0,0.22,0.22,0.44,0.22,0.44,Matches
2216,Enzo Roco\Enzo-Roco,cl CHI,DF,Espanyol,es La Liga,22,1992,33,26,2476,2,0,0,0,9,0,0.07,0,0.07,0.07,0.07,Matches
2217,Sebastian Rode\Sebastian-Rode,de GER,MF,Bayern Munich,de Bundesliga,24,1990,15,3,411,1,1,0,0,1,0,0.22,0.22,0.44,0.22,0.44,Matches
2218,Ronny Rodelin\Ronny-Rodelin,fr FRA,FWMF,Caen,fr Ligue 1,25,1989,34,33,2792,10,2,0,0,1,0,0.32,0.06,0.39,0.32,0.39,Matches
2219,Ronny Rodelin\Ronny-Rodelin,fr FRA,MF,Lille,fr Ligue 1,25,1989,1,1,67,0,2,0,0,0,0,0,2.69,2.69,0,2.69,Matches
2220,Rodri\Rodri,es ESP,MF,Villarreal,es La Liga,19,1996,3,1,95,0,0,0,0,1,0,0,0,0,0,0,Matches
2221,Rodrigo\Rodrigo,es ESP,FWMF,Valencia,es La Liga,24,1991,25,15,1365,2,3,0,0,1,1,0.13,0.2,0.33,0.13,0.33,Matches
2222,Francisco Rodríguez Araya\Francisco-Rodriguez-Araya,ch SUI,MF,Wolfsburg,de Bundesliga,19,1995,1,0,9,0,0,0,0,0,0,0,0,0,0,0,Matches
2223,Alejandro Rodríguez\Alejandro-Rodriguez,es ESP,FW,Sampdoria,it Serie A,24,1991,6,0,45,0,0,0,0,0,0,0,0,0,0,0,Matches
2224,Gonzalo Rodríguez\Gonzalo-Rodriguez,ar ARG,DF,Fiorentina,it Serie A,31,1984,35,35,3140,4,0,0,0,7,0,0.11,0,0.11,0.11,0.11,Matches
2225,Hugo Rodriguez\Hugo-Rodriguez,fr FRA,MF,Reims,fr Ligue 1,24,1991,3,2,171,0,0,0,0,0,0,0,0,0,0,0,Matches
2226,James Rodríguez\James-Rodriguez,co COL,MFFW,Real Madrid,es La Liga,24,1991,26,17,1516,7,8,0,0,1,0,0.42,0.47,0.89,0.42,0.89,Matches
2227,Jay Rodriguez\Jay-Rodriguez,eng ENG,MFFW,Southampton,eng Premier League,26,1989,12,3,351,0,0,0,0,1,0,0,0,0,0,0,Matches
2228,Jonathan Rodríguez\Jonathan-Rodriguez,uy URU,FW,La Coruña,es La Liga,22,1993,13,6,568,0,0,0,0,2,0,0,0,0,0,0,Matches
2229,Juan Rodríguez\Juan-Rodriguez,es ESP,MF,Getafe,es La Liga,33,1982,32,30,2502,0,1,0,0,11,0,0,0.04,0.04,0,0.04,Matches
2230,Ricardo Rodríguez\Ricardo-Rodriguez,ch SUI,DF,Wolfsburg,de Bundesliga,22,1992,24,23,2067,2,3,2,2,3,0,0.09,0.13,0.22,0,0.13,Matches
2231,Víctor Rodríguez\Victor-Rodriguez,es ESP,MF,Getafe,es La Liga,26,1989,33,26,2290,2,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
2232,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sunderland,eng Premier League,24,1991,22,9,1169,1,0,0,0,5,0,0.08,0,0.08,0.08,0.08,Matches
2233,Roger\Roger,br BRA,MF,Ingolstadt 04,de Bundesliga,29,1985,29,28,2500,1,1,0,0,3,0,0.04,0.04,0.07,0.04,0.07,Matches
2234,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,eng Premier League,25,1990,16,15,1249,0,1,0,0,3,0,0,0.07,0.07,0,0.07,Matches
2235,Diego Rolán\Diego-Rolan,uy URU,FWMF,Bordeaux,fr Ligue 1,22,1993,31,22,2124,7,4,0,0,4,0,0.3,0.17,0.47,0.3,0.47,Matches
2236,Rolando\Rolando,pt POR,DF,Marseille,fr Ligue 1,29,1985,19,18,1631,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06,Matches
2237,Alessio Romagnoli\Alessio-Romagnoli,it ITA,DF,Milan,it Serie A,20,1995,34,33,2944,0,0,0,0,9,1,0,0,0,0,0,Matches
2238,Simone Romagnoli\Simone-Romagnoli,it ITA,DF,Carpi,it Serie A,25,1990,30,30,2637,0,0,0,0,5,0,0,0,0,0,0,Matches
2239,Julien Romain\Julien-Romain,fr FRA,FW,Bastia,fr Ligue 1,19,1996,5,1,163,2,0,0,0,0,0,1.1,0,1.1,1.1,1.1,Matches
2240,Alaixys Romao\Alaixys-Romao,tg TOG,MF,Marseille,fr Ligue 1,31,1984,23,13,1251,1,1,0,0,5,2,0.07,0.07,0.14,0.07,0.14,Matches
2241,Sergio Romero\Sergio-Romero,ar ARG,GK,Manchester Utd,eng Premier League,28,1987,4,4,360,0,0,0,0,0,0,0,0,0,0,0,Matches
2242,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,eng Premier League,23,1991,29,17,1612,1,0,0,0,7,0,0.06,0,0.06,0.06,0.06,Matches
2243,Rômulo\Romulo,it ITA,DFMF,Hellas Verona,it Serie A,28,1987,9,0,266,0,1,0,0,0,0,0,0.34,0.34,0,0.34,Matches
2244,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FWMF,Real Madrid,es La Liga,30,1985,36,36,3182,35,11,6,9,3,0,0.99,0.31,1.3,0.82,1.13,Matches
2245,Facundo Roncaglia\Facundo-Roncaglia,ar ARG,DF,Fiorentina,it Serie A,28,1987,30,26,2435,1,0,0,0,9,0,0.04,0,0.04,0.04,0.04,Matches
2246,Salomón Rondón\Salomon-Rondon,ve VEN,FW,West Brom,eng Premier League,25,1989,34,30,2555,9,2,0,0,1,1,0.32,0.07,0.39,0.32,0.39,Matches
2247,Valentin Rongier\Valentin-Rongier,fr FRA,MF,Nantes,fr Ligue 1,20,1994,11,9,740,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,Matches
2248,Ronny\Ronny,br BRA,DFMF,Hertha BSC,de Bundesliga,29,1986,1,0,29,0,0,0,0,0,0,0,0,0,0,0,Matches
2249,Marten de Roon\Marten-de-Roon,nl NED,MF,Atalanta,it Serie A,24,1991,36,35,3089,1,2,0,0,10,1,0.03,0.06,0.09,0.03,0.09,Matches
