Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
425,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Levante,es La Liga,21,1994,34,21,2121,2,3,0,0,4,0,0.08,0.13,0.21,0.08,0.21,Matches
426,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,eng Premier League,30,1985,30,27,2359,0,0,0,0,0,1,0,0,0,0,0,Matches
427,Fraizer Campbell\Fraizer-Campbell,eng ENG,FW,Crystal Palace,eng Premier League,27,1987,11,4,362,0,0,0,0,1,0,0,0,0,0,0,Matches
428,Joel Campbell\Joel-Campbell,cr CRC,MF,Arsenal,eng Premier League,23,1992,19,11,884,3,2,0,0,0,0,0.31,0.2,0.51,0.31,0.51,Matches
429,Michele Camporese\Michele-Camporese,it ITA,DF,Empoli,it Serie A,23,1992,2,2,160,0,0,0,0,0,0,0,0,0,0,0,Matches
430,Fabien Camus\Fabien-Camus,tn TUN,MFFW,Troyes,fr Ligue 1,30,1985,35,28,2401,5,1,0,0,2,2,0.19,0.04,0.22,0.19,0.22,Matches
431,Emre Can\Emre-Can,de GER,MFDF,Liverpool,eng Premier League,21,1994,30,28,2491,1,0,0,0,9,0,0.04,0,0.04,0.04,0.04,Matches
432,Lorik Cana\Lorik-Cana,al ALB,DF,Nantes,fr Ligue 1,32,1983,21,20,1757,0,0,0,0,5,0,0,0,0,0,0,Matches
433,Sergio Canales\Sergio-Canales,es ESP,MFFW,Real Sociedad,es La Liga,24,1991,16,11,895,0,0,0,0,3,0,0,0,0,0,0,Matches
434,José Cañas\Jose-Canas,es ESP,MF,Espanyol,es La Liga,28,1987,13,7,693,0,0,0,0,5,0,0,0,0,0,0,Matches
435,João Cancelo\Joao-Cancelo,pt POR,DFFW,Valencia,es La Liga,21,1994,28,25,2117,1,4,0,0,6,1,0.04,0.17,0.21,0.04,0.21,Matches
436,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,Lazio,it Serie A,28,1987,30,28,2187,10,3,6,8,4,0,0.41,0.12,0.53,0.16,0.29,Matches
437,Roberto Canella\Roberto-Canella,es ESP,DF,Sporting Gijón,es La Liga,27,1988,9,8,703,0,0,0,0,4,0,0,0,0,0,0,Matches
438,Cani\Cani,es ESP,MF,La Coruña,es La Liga,33,1981,18,12,882,0,0,0,0,2,0,0,0,0,0,0,Matches
439,Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Sassuolo,it Serie A,34,1981,31,30,2643,0,1,0,0,8,0,0,0.03,0.03,0,0.03,Matches
440,Sergi Canós\Sergi-Canos,es ESP,FWMF,Liverpool,eng Premier League,18,1997,1,0,10,0,0,0,0,0,0,0,0,0,0,0,Matches
441,Russell Canouse\Russell-Canouse,us USA,MF,Hoffenheim,de Bundesliga,20,1995,1,0,24,0,0,0,0,0,0,0,0,0,0,0,Matches
442,Ander Capa\Ander-Capa,es ESP,DF,Eibar,es La Liga,23,1992,36,34,3120,2,5,0,0,12,0,0.06,0.14,0.2,0.06,0.2,Matches
443,Diego Capel\Diego-Capel,es ESP,FWMF,Genoa,it Serie A,27,1988,21,5,716,0,0,0,0,2,0,0,0,0,0,0,Matches
444,Pierrick Capelle\Pierrick-Capelle,fr FRA,FWMF,Angers,fr Ligue 1,28,1987,28,15,1258,4,0,0,0,4,1,0.29,0,0.29,0.29,0.29,Matches
445,Eneko Capilla\Eneko-Capilla,es ESP,MF,Real Sociedad,es La Liga,20,1995,1,0,9,0,0,0,0,0,0,0,0,0,0,0,Matches
446,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,27,1988,33,33,2814,0,1,0,0,7,0,0,0.03,0.03,0,0.03,Matches
447,Carlos Carbonero\Carlos-Carbonero,co COL,FWMF,Sampdoria,it Serie A,25,1990,14,11,1033,0,3,0,0,3,0,0,0.26,0.26,0,0.26,Matches
448,Yoan Cardinale\Yoan-Cardinale,fr FRA,GK,Nice,fr Ligue 1,21,1994,26,25,2307,0,0,0,0,3,0,0,0,0,0,0,Matches
449,Rui Miguel Rodrigues Cardoso\Rui-Miguel-Rodrigues-Cardoso,pt POR,DF,La Coruña,es La Liga,21,1994,3,0,49,0,1,0,0,0,0,0,1.84,1.84,0,1.84,Matches
450,Julien Cardy\Julien-Cardy,fr FRA,MF,Guingamp,fr Ligue 1,33,1981,14,4,511,0,0,0,0,1,0,0,0,0,0,0,Matches
451,Massimiliano Carlini\Massimiliano-Carlini,it ITA,MFFW,Frosinone,it Serie A,28,1986,14,2,385,0,0,0,0,0,0,0,0,0,0,0,Matches
452,Juan Carlos Paredes\Juan-Carlos-Paredes,ec ECU,DFMF,Watford,eng Premier League,28,1987,17,7,771,0,0,0,0,1,0,0,0,0,0,0,Matches
453,João Carlos Teixeira\Joao-Carlos-Teixeira,pt POR,MF,Liverpool,eng Premier League,22,1993,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Matches
454,Juan Carlos Valerón\Juan-Carlos-Valeron,es ESP,MF,Las Palmas,es La Liga,40,1975,13,3,389,0,0,0,0,0,0,0,0,0,0,0,Matches
455,Juan Carlos\Juan-Carlos,es ESP,GK,Rayo Vallecano,es La Liga,27,1988,21,19,1804,0,0,0,0,1,0,0,0,0,0,0,Matches
456,Carlos Carmona\Carlos-Carmona,cl CHI,MF,Atalanta,it Serie A,28,1987,8,5,471,0,0,0,0,3,1,0,0,0,0,0,Matches
457,Carlos Carmona\Carlos-Carmona,es ESP,MF,Sporting Gijón,es La Liga,28,1987,20,16,1208,2,3,0,0,4,0,0.15,0.22,0.37,0.15,0.37,Matches
458,David Carmona\David-Carmona,es ESP,DF,Sevilla,es La Liga,18,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
459,Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,21,1993,29,16,1494,4,1,0,0,5,0,0.24,0.06,0.3,0.24,0.3,Matches
460,Cédric Carrasso\Cedric-Carrasso,fr FRA,GK,Bordeaux,fr Ligue 1,33,1981,20,20,1714,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Johann Carrasso\Johann-Carrasso,fr FRA,GK,Reims,fr Ligue 1,27,1988,10,10,900,0,0,0,0,2,0,0,0,0,0,0,Matches
462,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,eng Premier League,34,1981,28,22,1972,0,0,0,0,4,0,0,0,0,0,0,Matches
463,Daniel Carriço\Daniel-Carrico,pt POR,DFMF,Sevilla,es La Liga,26,1988,14,11,1052,1,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
464,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Monaco,fr Ligue 1,24,1991,31,15,1602,4,2,0,0,3,0,0.22,0.11,0.34,0.22,0.34,Matches
465,Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,eng Premier League,26,1989,27,13,1440,9,2,1,1,2,0,0.56,0.12,0.69,0.5,0.62,Matches
466,Tom Carroll\Tom-Carroll,eng ENG,MF,Tottenham,eng Premier League,23,1992,19,4,515,1,0,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
467,Federico Cartabia\Federico-Cartabia,ar ARG,MFFW,La Coruña,es La Liga,22,1993,26,15,1349,3,3,0,0,3,0,0.2,0.2,0.4,0.2,0.4,Matches
468,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,23,1992,22,19,1632,0,4,0,0,6,0,0,0.22,0.22,0,0.22,Matches
469,Ricardo Carvalho\Ricardo-Carvalho,pt POR,DF,Monaco,fr Ligue 1,37,1978,33,33,2898,2,0,0,0,8,0,0.06,0,0.06,0.06,0.06,Matches
470,Víctor Casadesús\Victor-Casadesus,es ESP,FWMF,Levante,es La Liga,30,1985,23,8,961,3,1,0,0,3,0,0.28,0.09,0.37,0.28,0.37,Matches
471,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,23,1992,23,17,1534,1,3,0,0,7,0,0.06,0.18,0.23,0.06,0.23,Matches
472,Nacho Cases\Nacho-Cases,es ESP,MF,Sporting Gijón,es La Liga,27,1987,24,21,1967,1,0,0,0,11,2,0.05,0,0.05,0.05,0.05,Matches
473,Kiko Casilla\Kiko-Casilla,es ESP,GK,Real Madrid,es La Liga,28,1986,4,4,360,0,0,0,0,0,0,0,0,0,0,0,Matches
474,Mattia Cassani\Mattia-Cassani,it ITA,DF,Sampdoria,it Serie A,31,1983,25,23,2032,0,1,0,0,7,1,0,0.04,0.04,0,0.04,Matches
475,Antonio Cassano\Antonio-Cassano,it ITA,FWMF,Sampdoria,it Serie A,33,1982,24,14,1213,2,5,0,0,1,0,0.15,0.37,0.52,0.15,0.52,Matches
476,Luc Castaignos\Luc-Castaignos,nl NED,FW,Eint Frankfurt,de Bundesliga,22,1992,19,12,936,4,1,0,0,1,0,0.38,0.1,0.48,0.38,0.48,Matches
477,Leandro Castán\Leandro-Castan,br BRA,DF,Roma,it Serie A,28,1986,5,4,380,0,0,0,0,1,0,0,0,0,0,0,Matches
478,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,23,1992,13,13,1170,0,0,0,0,1,0,0,0,0,0,0,Matches
479,Dani Castellano\Dani-Castellano,es ESP,DF,Las Palmas,es La Liga,27,1987,27,25,2243,0,0,0,0,5,0,0,0,0,0,0,Matches
480,Javi Castellano\Javi-Castellano,es ESP,MF,Las Palmas,es La Liga,27,1987,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Samu Castillejo\Samu-Castillejo,es ESP,MF,Villarreal,es La Liga,20,1995,28,19,1695,1,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11,Matches
482,Nicolás Castillo\Nicolas-Castillo,cl CHI,FW,Frosinone,it Serie A,22,1993,6,3,308,0,0,0,0,1,0,0,0,0,0,0,Matches
483,Carlos Castro\Carlos-Castro,es ESP,FW,Sporting Gijón,es La Liga,20,1995,25,7,1021,7,0,0,0,1,0,0.62,0,0.62,0.62,0.62,Matches
484,Chory Castro\Chory-Castro,uy URU,MF,Málaga,es La Liga,30,1984,16,15,1237,1,4,0,0,1,0,0.07,0.29,0.36,0.07,0.36,Matches
485,Chory Castro\Chory-Castro,uy URU,MF,Real Sociedad,es La Liga,30,1984,8,1,164,0,4,0,0,0,0,0,2.2,2.2,0,2.2,Matches
486,Gonzalo Castro\Gonzalo-Castro,de GER,MF,Dortmund,de Bundesliga,28,1987,25,16,1483,3,7,0,0,1,0,0.18,0.42,0.61,0.18,0.61,Matches
487,Jonny Castro\Jonny-Castro,es ESP,DF,Celta Vigo,es La Liga,21,1994,36,34,2955,1,4,0,0,9,2,0.03,0.12,0.15,0.03,0.15,Matches
488,Lucas Castro\Lucas-Castro,ar ARG,MF,Chievo,it Serie A,26,1989,34,32,2785,3,1,0,0,9,0,0.1,0.03,0.13,0.1,0.13,Matches
489,Rubén Castro\Ruben-Castro,es ESP,FW,Betis,es La Liga,34,1981,38,38,3370,19,4,3,4,3,0,0.51,0.11,0.61,0.43,0.53,Matches
490,Zé Castro\Ze-Castro,pt POR,DF,Rayo Vallecano,es La Liga,32,1983,22,22,1712,2,0,0,0,7,1,0.11,0,0.11,0.11,0.11,Matches
491,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Lazio,it Serie A,20,1994,20,16,1346,1,3,0,0,9,1,0.07,0.2,0.27,0.07,0.27,Matches
492,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,26,1989,35,34,3034,1,0,0,0,3,0,0.03,0,0.03,0.03,0.03,Matches
493,Lee Cattermole\Lee-Cattermole,eng ENG,MF,Sunderland,eng Premier League,27,1988,31,27,2210,0,0,0,0,8,0,0,0,0,0,0,Matches
494,Steven Caulker\Steven-Caulker,eng ENG,DF,Southampton,eng Premier League,23,1991,3,1,146,0,0,0,0,0,0,0,0,0,0,0,Matches
495,Steven Caulker\Steven-Caulker,eng ENG,DF,Liverpool,eng Premier League,23,1991,3,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches
496,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,MFFW,Monaco,fr Ligue 1,21,1993,12,6,511,1,0,0,0,1,0,0.18,0,0.18,0.18,0.18,Matches
497,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,28,1987,32,24,2309,19,5,0,1,3,0,0.74,0.19,0.94,0.74,0.94,Matches
498,Santi Cazorla\Santi-Cazorla,es ESP,MF,Arsenal,eng Premier League,30,1984,15,15,1291,0,3,0,1,3,1,0,0.21,0.21,0,0.21,Matches
499,Dani Ceballos\Dani-Ceballos,es ESP,MF,Betis,es La Liga,18,1996,34,22,2127,0,2,0,0,10,1,0,0.08,0.08,0,0.08,Matches
500,Petr Čech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,33,1982,34,34,3060,0,0,0,0,0,0,0,0,0,0,0,Matches
501,Álvaro Cejudo\Alvaro-Cejudo,es ESP,MF,Betis,es La Liga,31,1984,30,21,1868,1,2,0,0,10,0,0.05,0.1,0.14,0.05,0.14,Matches
502,Bersant Celina\Bersant-Celina,xk KVX,FWMF,Manchester City,eng Premier League,18,1996,1,0,14,0,1,0,0,0,0,0,6.43,6.43,0,6.43,Matches
503,Alessio Cerci\Alessio-Cerci,it ITA,FW,Genoa,it Serie A,28,1987,11,6,546,4,2,3,3,1,0,0.66,0.33,0.99,0.16,0.49,Matches
504,Alessio Cerci\Alessio-Cerci,it ITA,FWMF,Milan,it Serie A,28,1987,13,8,757,0,0,0,0,0,0,0,0,0,0,0,Matches
505,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,33,1982,31,30,2717,1,0,0,0,10,1,0.03,0,0.03,0.03,0.03,Matches
506,Nacer Chadli\Nacer-Chadli,be BEL,MF,Tottenham,eng Premier League,25,1989,29,10,947,3,2,0,0,1,0,0.29,0.19,0.48,0.29,0.48,Matches
507,Ilyes Chaïbi\Ilyes-Chaibi,dz ALG,FW,Monaco,fr Ligue 1,18,1996,1,0,11,0,0,0,0,0,0,0,0,0,0,0,Matches
508,Florent Chaigneau\Florent-Chaigneau,fr FRA,GK,Lorient,fr Ligue 1,31,1984,2,1,178,0,0,0,0,0,0,0,0,0,0,0,Matches
509,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,DFMF,Napoli,it Serie A,20,1994,5,0,35,0,0,0,0,0,0,0,0,0,0,0,Matches
510,Marouane Chamakh\Marouane-Chamakh,ma MAR,FW,Crystal Palace,eng Premier League,31,1984,10,1,257,0,0,0,0,1,0,0,0,0,0,0,Matches
511,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Arsenal,eng Premier League,20,1995,12,2,322,0,0,0,0,2,0,0,0,0,0,0,Matches
512,Timothy Chandler\Timothy-Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,25,1990,12,5,667,0,0,0,0,4,0,0,0,0,0,0,Matches
513,Clément Chantôme\Clement-Chantome,fr FRA,MF,Bordeaux,fr Ligue 1,27,1987,26,25,2178,1,0,0,0,9,0,0.04,0,0.04,0.04,0.04,Matches
514,Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,FWMF,Reims,fr Ligue 1,26,1988,22,16,1261,4,1,0,0,3,0,0.29,0.07,0.36,0.29,0.36,Matches
515,Charles\Charles,br BRA,FW,Málaga,es La Liga,31,1984,35,33,3000,12,3,1,1,12,0,0.36,0.09,0.45,0.33,0.42,Matches
516,Luca Checchin\Luca-Checchin,it ITA,MF,Hellas Verona,it Serie A,18,1997,4,1,100,0,0,0,0,1,0,0,0,0,0,0,Matches
517,Chechu\Chechu,es ESP,DF,Rayo Vallecano,es La Liga,33,1982,10,4,474,0,0,0,0,2,0,0,0,0,0,0,Matches
518,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Celta Vigo,es La Liga,17,1997,6,0,71,0,0,0,0,0,0,0,0,0,0,0,Matches
519,Zhang Chengdong\Zhang-Chengdong,cn CHN,DFFW,Rayo Vallecano,es La Liga,26,1989,1,0,10,0,0,0,0,0,0,0,0,0,0,0,Matches
520,Amine Chermiti\Amine-Chermiti,tn TUN,MFFW,Gazélec Ajaccio,fr Ligue 1,27,1987,9,4,278,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Nicolò Cherubin\Nicolo-Cherubin,it ITA,DF,Atalanta,it Serie A,28,1986,14,10,1031,1,0,0,0,1,1,0.09,0,0.09,0.09,0.09,Matches
522,Denis Cheryshev\Denis-Cheryshev,ru RUS,FWMF,Real Madrid,es La Liga,24,1990,2,0,36,0,0,0,0,0,0,0,0,0,0,0,Matches
523,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,24,1990,7,6,475,3,1,0,0,2,0,0.57,0.19,0.76,0.57,0.76,Matches
524,James Chester\James-Chester,wal WAL,DF,West Brom,eng Premier League,26,1989,13,9,964,0,0,0,0,4,0,0,0,0,0,0,Matches
525,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Frosinone,it Serie A,22,1993,22,14,1159,0,2,0,0,2,1,0,0.16,0.16,0,0.16,Matches
526,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,30,1984,24,21,1787,1,0,0,0,5,1,0.05,0,0.05,0.05,0.05,Matches
527,Vlad Chiricheș\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,25,1989,8,8,697,1,0,0,0,2,0,0.13,0,0.13,0.13,0.13,Matches
528,Pedro Chirivella\Pedro-Chirivella,es ESP,MF,Liverpool,eng Premier League,18,1997,1,1,45,0,0,0,0,0,0,0,0,0,0,0,Matches
529,Ivaylo Chochev\Ivaylo-Chochev,bg BUL,MF,Palermo,it Serie A,22,1993,27,21,1744,0,2,0,0,6,0,0,0.1,0.1,0,0.1,Matches
530,Andreas Christensen\Andreas-Christensen,dk DEN,DF,M'Gladbach,de Bundesliga,19,1996,31,31,2790,3,1,0,0,1,0,0.1,0.03,0.13,0.1,0.13,Matches
531,Max Christiansen\Max-Christiansen,de GER,MF,Ingolstadt 04,de Bundesliga,18,1996,19,12,1031,0,1,0,0,3,0,0,0.09,0.09,0,0.09,Matches
532,Lazaros Christodoulopoulos\Lazaros-Christodoulopoulos,gr GRE,MFFW,Sampdoria,it Serie A,28,1986,10,3,354,1,0,0,0,3,0,0.25,0,0.25,0.25,0.25,Matches
533,Lee Chung-yong\Lee-Chung-yong,kr KOR,MF,Crystal Palace,eng Premier League,27,1988,13,4,390,1,0,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches
534,Michaël Ciani\Michael-Ciani,fr FRA,DF,Espanyol,es La Liga,31,1984,2,2,135,0,0,0,0,0,0,0,0,0,0,0,Matches
535,Luca Cigarini\Luca-Cigarini,it ITA,MF,Atalanta,it Serie A,29,1986,25,21,1820,2,2,1,1,10,0,0.1,0.1,0.2,0.05,0.15,Matches
536,Tolga Ciğerci\Tolga-Cigerci,tr TUR,MF,Hertha BSC,de Bundesliga,23,1992,18,13,1028,0,2,0,0,2,0,0,0.18,0.18,0,0.18,Matches
537,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,28,1987,31,31,2689,0,2,0,0,9,0,0,0.07,0.07,0,0.07,Matches
538,Daniel Ciofani\Daniel-Ciofani,it ITA,FW,Frosinone,it Serie A,30,1985,37,33,2908,9,1,2,2,1,0,0.28,0.03,0.31,0.22,0.25,Matches
539,Matteo Ciofani\Matteo-Ciofani,it ITA,DF,Frosinone,it Serie A,27,1988,17,14,1282,0,1,0,0,1,0,0,0.07,0.07,0,0.07,Matches
540,Thiago Cionek\Thiago-Cionek,pl POL,DF,Palermo,it Serie A,29,1986,5,5,450,0,1,0,0,2,0,0,0.2,0.2,0,0.2,Matches
541,Gilles Cioni\Gilles-Cioni,fr FRA,DF,Bastia,fr Ligue 1,31,1984,20,17,1587,0,0,0,0,2,1,0,0,0,0,0,Matches
542,Papiss Cissé\Papiss-Cisse,sn SEN,FW,Newcastle Utd,eng Premier League,30,1985,21,14,1067,3,0,0,0,1,0,0.25,0,0.25,0.25,0.25,Matches
543,Aly Cissokho\Aly-Cissokho,fr FRA,DF,Aston Villa,eng Premier League,27,1987,18,18,1603,0,0,0,0,3,1,0,0,0,0,0,Matches
544,Issa Cissokho\Issa-Cissokho,sn SEN,MF,Genoa,it Serie A,30,1985,13,6,646,0,1,0,0,1,1,0,0.14,0.14,0,0.14,Matches
545,Renato Civelli\Renato-Civelli,ar ARG,DF,Lille,fr Ligue 1,31,1983,32,32,2762,0,0,0,0,6,2,0,0,0,0,0,Matches
546,Ciaran Clark\Ciaran-Clark,ie IRL,DF,Aston Villa,eng Premier League,25,1989,18,16,1442,1,0,0,0,6,0,0.06,0,0.06,0.06,0.06,Matches
547,Jake Clarke-Salter\Jake-Clarke-Salter,eng ENG,DF,Chelsea,eng Premier League,17,1997,1,0,17,0,0,0,0,0,0,0,0,0,0,0,Matches
548,Jordy Clasie\Jordy-Clasie,nl NED,MF,Southampton,eng Premier League,24,1991,22,20,1538,0,0,0,0,5,0,0,0,0,0,0,Matches
549,Cléber\Cleber,br BRA,DF,Hamburger SV,de Bundesliga,24,1990,23,15,1473,1,0,0,0,2,0,0.06,0,0.06,0.06,0.06,Matches
550,Christian Clemens\Christian-Clemens,de GER,MF,Mainz 05,de Bundesliga,23,1991,28,20,1718,5,3,0,0,1,0,0.26,0.16,0.42,0.26,0.42,Matches
551,Jérémy Clément\Jeremy-Clement,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1984,27,25,2221,0,1,0,0,6,0,0,0.04,0.04,0,0.04,Matches
552,François Clerc\Francois-Clerc,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,32,1983,10,10,871,0,1,0,0,0,0,0,0.1,0.1,0,0.1,Matches
553,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Everton,eng Premier League,25,1989,22,17,1612,2,4,0,0,1,0,0.11,0.22,0.33,0.11,0.33,Matches
554,Gaël Clichy\Gael-Clichy,fr FRA,DF,Manchester City,eng Premier League,30,1985,14,12,1087,0,1,0,0,0,0,0,0.08,0.08,0,0.08,Matches
555,Nathaniel Clyne\Nathaniel-Clyne,eng ENG,DF,Liverpool,eng Premier League,24,1991,33,33,2970,1,0,0,0,6,0,0.03,0,0.03,0.03,0.03,Matches
556,Sebastián Coates\Sebastian-Coates,uy URU,DF,Sunderland,eng Premier League,24,1990,16,14,1229,0,3,0,0,4,0,0,0.22,0.22,0,0.22,Matches
557,Marcus Coco\Marcus-Coco,fr FRA,MF,Guingamp,fr Ligue 1,19,1996,30,20,1726,1,2,0,0,6,0,0.05,0.1,0.16,0.05,0.16,Matches
558,Andrea Coda\Andrea-Coda,it ITA,DF,Sampdoria,it Serie A,30,1985,4,2,123,0,0,0,0,1,0,0,0,0,0,0,Matches
559,Alexandre Coeff\Alexandre-Coeff,fr FRA,DF,Gazélec Ajaccio,fr Ligue 1,23,1992,24,22,1997,0,2,0,0,5,0,0,0.09,0.09,0,0.09,Matches
560,Fábio Coentrão\Fabio-Coentrao,pt POR,DFMF,Monaco,fr Ligue 1,27,1988,15,13,1081,3,2,0,0,4,0,0.25,0.17,0.42,0.25,0.42,Matches
561,Isaac Cofie\Isaac-Cofie,gh GHA,MF,Carpi,it Serie A,23,1991,29,26,2149,0,1,0,0,7,0,0,0.04,0.04,0,0.04,Matches
562,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1984,19,14,1143,0,2,0,0,3,0,0,0.16,0.16,0,0.16,Matches
563,Almog Cohen\Almog-Cohen,il ISR,MF,Ingolstadt 04,de Bundesliga,26,1988,20,8,832,0,2,0,0,2,0,0,0.22,0.22,0,0.22,Matches
564,Coke\Coke,es ESP,DF,Sevilla,es La Liga,28,1987,21,20,1735,1,1,0,0,3,0,0.05,0.05,0.1,0.05,0.1,Matches
565,Jack Colback\Jack-Colback,eng ENG,MF,Newcastle Utd,eng Premier League,25,1989,29,28,2387,1,1,0,0,11,0,0.04,0.04,0.08,0.04,0.08,Matches
566,Séamus Coleman\Seamus-Coleman,ie IRL,DF,Everton,eng Premier League,26,1988,28,27,2383,1,3,0,0,4,0,0.04,0.11,0.15,0.04,0.15,Matches
567,James Collins\James-Collins,wal WAL,DF,West Ham,eng Premier League,31,1983,19,16,1441,0,0,0,0,3,1,0,0,0,0,0,Matches
568,Fabricio Coloccini\Fabricio-Coloccini,ar ARG,DF,Newcastle Utd,eng Premier League,33,1982,26,26,2292,1,0,0,0,1,1,0.04,0,0.04,0.04,0.04,Matches
569,Simone Colombi\Simone-Colombi,it ITA,GK,Carpi,it Serie A,24,1991,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
570,Simone Colombi\Simone-Colombi,it ITA,GK,Palermo,it Serie A,24,1991,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
571,Kingsley Coman\Kingsley-Coman,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1996,23,20,1685,4,6,0,0,0,0,0.21,0.32,0.53,0.21,0.53,Matches
572,Kingsley Coman\Kingsley-Coman,fr FRA,FW,Juventus,it Serie A,19,1996,1,1,63,0,0,0,0,0,0,0,0,0,0,0,Matches
573,Alois Confais\Alois-Confais,fr FRA,DFMF,Troyes,fr Ligue 1,18,1996,15,13,1208,0,1,0,0,3,0,0,0.07,0.07,0,0.07,Matches
574,Daniel Congré\Daniel-Congre,fr FRA,DF,Montpellier,fr Ligue 1,30,1985,35,35,3128,2,0,0,0,2,1,0.06,0,0.06,0.06,0.06,Matches
575,Callum Connolly\Callum-Connolly,eng ENG,DFMF,Everton,eng Premier League,17,1997,1,0,37,0,0,0,0,0,0,0,0,0,0,0,Matches
576,Andrea Consigli\Andrea-Consigli,it ITA,GK,Sassuolo,it Serie A,28,1987,37,37,3270,0,0,0,0,3,1,0,0,0,0,0,Matches
577,Kévin Constant\Kevin-Constant,gn GUI,MF,Bologna,it Serie A,28,1987,7,3,281,0,0,0,0,0,0,0,0,0,0,0,Matches
578,Antoine Conte\Antoine-Conte,fr FRA,DF,Reims,fr Ligue 1,21,1994,11,11,918,0,0,0,0,4,0,0,0,0,0,0,Matches
579,Diego Contento\Diego-Contento,de GER,DF,Bordeaux,fr Ligue 1,25,1990,25,24,2113,2,0,0,0,4,0,0.09,0,0.09,0.09,0.09,Matches
580,Andrea Conti\Andrea-Conti,it ITA,MFDF,Atalanta,it Serie A,21,1994,14,10,814,2,1,0,0,2,1,0.22,0.11,0.33,0.22,0.33,Matches
581,Steve Cook\Steve-Cook,eng ENG,DF,Bournemouth,eng Premier League,24,1991,36,36,3195,4,0,0,0,5,0,0.11,0,0.11,0.11,0.11,Matches
582,Duje Čop\Duje-Cop,hr CRO,FWMF,Málaga,es La Liga,25,1990,31,25,2030,7,3,1,1,3,0,0.31,0.13,0.44,0.27,0.4,Matches
583,Ferdinando Coppola\Ferdinando-Coppola,it ITA,GK,Hellas Verona,it Serie A,37,1978,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
584,Francis Coquelin\Francis-Coquelin,fr FRA,MF,Arsenal,eng Premier League,24,1991,26,21,1644,0,0,0,0,6,1,0,0,0,0,0,Matches
585,Sébastien Corchia\Sebastien-Corchia,fr FRA,DFMF,Lille,fr Ligue 1,24,1990,33,30,2630,2,2,0,0,6,0,0.07,0.07,0.14,0.07,0.14,Matches
586,Jhon Córdoba\Jhon-Cordoba,co COL,FW,Mainz 05,de Bundesliga,22,1993,22,14,1391,5,2,0,0,2,0,0.32,0.13,0.45,0.32,0.45,Matches
