Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
150,Ludovic Baal\Ludovic-Baal,gf GUF,DFMF,Rennes,fr Ligue 1,30,1986,33,33,2880,0,4,0,0,3,1,0,0.12,0.12,0,0.12,Matches
151,Mame Baba Thiam\Mame-Baba-Thiam,sn SEN,FW,Empoli,it Serie A,23,1992,15,9,876,1,1,0,0,1,0,0.1,0.1,0.21,0.1,0.21,Matches
152,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Fiorentina,it Serie A,23,1993,22,13,1326,10,1,1,1,0,0,0.68,0.07,0.75,0.61,0.68,Matches
153,Ryan Babel\Ryan-Babel,nl NED,MFFW,La Coruña,es La Liga,29,1986,11,5,566,4,1,0,1,3,0,0.64,0.16,0.8,0.64,0.8,Matches
154,Jean-Sylvain Babin\Jean-Sylvain-Babin,mq MTQ,DF,Sporting Gijón,es La Liga,29,1986,22,20,1712,1,1,0,0,2,0,0.05,0.05,0.11,0.05,0.11,Matches
155,Carlos Bacca\Carlos-Bacca,co COL,FW,Milan,it Serie A,29,1986,32,26,2112,13,3,4,6,3,0,0.55,0.13,0.68,0.38,0.51,Matches
156,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,27,1989,33,29,2508,2,2,0,0,9,0,0.07,0.07,0.14,0.07,0.14,Matches
157,Loic Badiashile\Loic-Badiashile,fr FRA,GK,Monaco,fr Ligue 1,18,1998,1,0,45,0,0,0,0,0,0,0,0,0,0,0,Matches
158,Tobias Badila\Tobias-Badila,cg CGO,DF,Nancy,fr Ligue 1,23,1993,26,24,2252,1,0,0,0,7,0,0.04,0,0.04,0.04,0.04,Matches
159,Holger Badstuber\Holger-Badstuber,de GER,DF,Bayern Munich,de Bundesliga,27,1989,1,0,29,0,0,0,0,0,0,0,0,0,0,0,Matches
160,Holger Badstuber\Holger-Badstuber,de GER,DF,Schalke 04,de Bundesliga,27,1989,10,10,862,0,0,0,0,1,0,0,0,0,0,0,Matches
161,Dylan Bahamboula\Dylan-Bahamboula,cg CGO,FW,Dijon,fr Ligue 1,21,1995,11,4,526,1,0,0,0,1,0,0.17,0,0.17,0.17,0.17,Matches
162,Jean-Christophe Bahebeck\Jean-Christophe-Bahebeck,fr FRA,FW,Pescara,it Serie A,23,1993,15,11,815,4,1,0,0,0,0,0.44,0.11,0.55,0.44,0.55,Matches
163,Farès Bahlouli\Fares-Bahlouli,fr FRA,MF,Lille,fr Ligue 1,21,1995,3,1,98,0,0,0,0,0,0,0,0,0,0,0,Matches
164,Nabil Bahoui\Nabil-Bahoui,se SWE,MF,Hamburger SV,de Bundesliga,25,1991,1,1,66,0,0,0,0,0,0,0,0,0,0,0,Matches
165,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,32,1984,27,27,2393,1,3,0,0,5,0,0.04,0.11,0.15,0.04,0.15,Matches
166,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,18,1997,8,0,140,0,0,0,0,1,0,0,0,0,0,0,Matches
167,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,22,1994,25,24,2058,0,0,0,0,4,0,0,0,0,0,0,Matches
168,Leighton Baines\Leighton-Baines,eng ENG,DFMF,Everton,eng Premier League,31,1984,32,32,2819,2,3,2,3,4,0,0.06,0.1,0.16,0,0.1,Matches
169,Cédric Bakambu\Cedric-Bakambu,cd COD,FW,Villarreal,es La Liga,25,1991,26,17,1570,11,1,0,0,5,0,0.63,0.06,0.69,0.63,0.69,Matches
170,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,21,1994,32,25,2223,2,1,0,0,2,1,0.08,0.04,0.12,0.08,0.12,Matches
171,Zakaria Bakkali\Zakaria-Bakkali,be BEL,FW,Valencia,es La Liga,20,1996,18,1,303,1,0,0,0,2,0,0.3,0,0.3,0.3,0.3,Matches
172,Keita Baldé\Keita-Balde,sn SEN,FW,Lazio,it Serie A,21,1995,31,21,1926,16,4,2,2,5,2,0.75,0.19,0.93,0.65,0.84,Matches
173,Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,es La Liga,27,1989,19,17,1419,7,2,0,0,3,1,0.44,0.13,0.57,0.44,0.57,Matches
174,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,28,1988,33,33,2845,1,1,0,0,3,1,0.03,0.03,0.06,0.03,0.06,Matches
175,Andrija Balić\Andrija-Balic,hr CRO,MFFW,Udinese,it Serie A,18,1997,4,3,239,1,0,0,0,1,0,0.38,0,0.38,0.38,0.38,Matches
176,Iván Balliu\Ivan-Balliu,al ALB,DF,Metz,fr Ligue 1,24,1992,27,26,2331,0,4,0,0,4,0,0,0.15,0.15,0,0.15,Matches
177,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,36,1980,23,20,1714,0,2,0,0,7,0,0,0.11,0.11,0,0.11,Matches
178,Norbert Balogh\Norbert-Balogh,hu HUN,MFFW,Palermo,it Serie A,20,1996,16,6,532,0,0,0,0,2,2,0,0,0,0,0,Matches
179,Leon Balogun\Leon-Balogun,ng NGA,DF,Mainz 05,de Bundesliga,28,1988,17,13,1023,0,0,0,0,3,0,0,0,0,0,0,Matches
180,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,25,1990,23,20,1741,15,1,3,4,6,4,0.78,0.05,0.83,0.62,0.67,Matches
181,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,26,1990,8,7,593,0,1,0,0,2,0,0,0.15,0.15,0,0.15,Matches
182,Jonathan Bamba\Jonathan-Bamba,fr FRA,FW,Angers,fr Ligue 1,20,1996,16,9,833,3,2,0,0,0,0,0.32,0.22,0.54,0.32,0.54,Matches
183,Patrick Bamford\Patrick-Bamford,eng ENG,FW,Middlesbrough,eng Premier League,22,1993,8,2,287,1,0,0,0,1,0,0.31,0,0.31,0.31,0.31,Matches
184,Patrick Bamford\Patrick-Bamford,eng ENG,FWMF,Burnley,eng Premier League,22,1993,6,0,39,0,0,0,0,0,0,0,0,0,0,0,Matches
185,Yacine Bammou\Yacine-Bammou,ma MAR,FWMF,Nantes,fr Ligue 1,24,1991,32,18,1778,4,3,0,0,7,0,0.2,0.15,0.35,0.2,0.35,Matches
186,Éver Banega\Ever-Banega,ar ARG,MF,Inter,it Serie A,28,1988,28,20,1555,6,6,0,0,3,2,0.35,0.35,0.69,0.35,0.69,Matches
187,Patrick Banggaard\Patrick-Banggaard,dk DEN,DF,Darmstadt 98,de Bundesliga,22,1994,9,9,810,0,0,0,0,4,0,0,0,0,0,0,Matches
188,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,23,1992,21,16,1433,6,4,0,0,1,0,0.38,0.25,0.63,0.38,0.63,Matches
189,Federico Barba\Federico-Barba,it ITA,DF,Empoli,it Serie A,22,1993,11,9,812,0,0,0,0,3,0,0,0,0,0,0,Matches
190,Andrea Barberis\Andrea-Barberis,it ITA,MF,Crotone,it Serie A,22,1993,26,23,2059,0,3,0,0,3,0,0,0.13,0.13,0,0.13,Matches
191,Gabriel Barbosa\Gabriel-Barbosa,br BRA,FWMF,Inter,it Serie A,19,1996,9,0,120,1,0,0,0,3,0,0.75,0,0.75,0.75,0.75,Matches
192,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Stoke City,eng Premier League,31,1985,15,14,1168,0,0,0,0,5,2,0,0,0,0,0,Matches
193,Nicolò Barella\Nicolo-Barella,it ITA,MF,Cagliari,it Serie A,19,1997,28,22,1908,0,1,0,0,10,2,0,0.05,0.05,0,0.05,Matches
194,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,27,1989,11,4,455,1,1,0,0,3,0,0.2,0.2,0.4,0.2,0.4,Matches
195,Ross Barkley\Ross-Barkley,eng ENG,MFFW,Everton,eng Premier League,22,1993,36,32,2899,5,8,0,0,5,0,0.16,0.25,0.4,0.16,0.4,Matches
196,Aymen Barkok\Aymen-Barkok,ma MAR,MF,Eint Frankfurt,de Bundesliga,18,1998,18,6,659,2,2,0,0,1,0,0.27,0.27,0.55,0.27,0.55,Matches
197,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,26,1989,28,20,1773,6,2,2,2,7,2,0.3,0.1,0.41,0.2,0.3,Matches
198,Antonio Barragán\Antonio-Barragan,es ESP,DF,Middlesbrough,eng Premier League,29,1987,26,26,2193,0,0,0,0,5,0,0,0,0,0,0,Matches
199,David Barral\David-Barral,es ESP,FW,Granada,es La Liga,33,1983,8,2,319,0,1,0,0,1,0,0,0.28,0.28,0,0.28,Matches
200,Antonio Barreca\Antonio-Barreca,it ITA,DF,Torino,it Serie A,21,1995,28,25,2362,0,2,0,0,2,0,0,0.08,0.08,0,0.08,Matches
201,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,32,1984,32,32,2679,2,0,0,0,4,1,0.07,0,0.07,0.07,0.07,Matches
202,Diego Barrios\Diego-Barrios,es ESP,GK,Leganés,es La Liga,22,1994,1,0,63,0,0,0,0,0,0,0,0,0,0,0,Matches
203,Modou Barrow\Modou-Barrow,gm GAM,MFFW,Swansea City,eng Premier League,23,1992,18,12,1145,0,2,0,0,1,0,0,0.16,0.16,0,0.16,Matches
204,Gareth Barry\Gareth-Barry,eng ENG,MF,Everton,eng Premier League,35,1981,33,23,2108,2,1,0,0,10,0,0.09,0.04,0.13,0.09,0.13,Matches
205,Fin Bartels\Fin-Bartels,de GER,FWMF,Werder Bremen,de Bundesliga,29,1987,31,23,2219,8,6,0,0,4,0,0.32,0.24,0.57,0.32,0.57,Matches
206,Maxime Barthelmé\Maxime-Barthelme,fr FRA,FWMF,Lorient,fr Ligue 1,27,1988,9,3,327,0,1,0,0,1,0,0,0.28,0.28,0,0.28,Matches
207,Joey Barton\Joey-Barton,eng ENG,MF,Burnley,eng Premier League,33,1982,14,12,1105,1,0,0,0,4,0,0.08,0,0.08,0.08,0.08,Matches
208,Marc Bartra\Marc-Bartra,es ESP,DF,Dortmund,de Bundesliga,25,1991,19,18,1560,0,0,0,0,5,0,0,0,0,0,0,Matches
209,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,35,1981,23,17,1532,0,0,0,0,2,0,0,0,0,0,0,Matches
210,Marko Baša\Marko-Basa,me MNE,DF,Lille,fr Ligue 1,33,1982,23,23,1949,1,0,0,0,0,0,0.05,0,0.05,0.05,0.05,Matches
211,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,24,1992,37,28,2288,6,5,0,0,6,0,0.24,0.2,0.43,0.24,0.43,Matches
212,Nicolas Basin\Nicolas-Basin,fr FRA,DF,Metz,fr Ligue 1,18,1998,1,0,26,0,0,0,0,0,0,0,0,0,0,0,Matches
213,Amine Bassi\Amine-Bassi,fr FRA,MF,Nancy,fr Ligue 1,18,1997,1,1,90,0,0,0,0,0,0,0,0,0,0,0,Matches
214,Dušan Basta\Dusan-Basta,rs SRB,DFMF,Lazio,it Serie A,31,1984,27,24,2120,1,2,0,0,2,0,0.04,0.08,0.13,0.04,0.13,Matches
215,Samuel Bastien\Samuel-Bastien,be BEL,MFFW,Chievo,it Serie A,19,1996,12,8,799,1,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches
216,Borja Bastón\Borja-Baston,es ESP,FW,Swansea City,eng Premier League,23,1992,18,4,561,1,0,0,0,0,0,0.16,0,0.16,0.16,0.16,Matches
217,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Atalanta,it Serie A,17,1999,3,1,155,0,0,0,0,0,0,0,0,0,0,0,Matches
218,Bastos\Bastos,ao ANG,DFMF,Lazio,it Serie A,25,1991,11,10,774,0,0,0,0,5,2,0,0,0,0,0,Matches
219,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,eng Premier League,22,1993,20,1,254,5,1,0,0,0,0,1.77,0.35,2.13,1.77,2.13,Matches
220,Robert Bauer\Robert-Bauer,de GER,DFMF,Werder Bremen,de Bundesliga,21,1995,27,25,2122,1,3,0,0,5,0,0.04,0.13,0.17,0.04,0.17,Matches
221,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,26,1990,34,34,3060,0,0,0,0,1,0,0,0,0,0,0,Matches
222,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,28,1988,22,19,1561,0,1,0,0,1,0,0,0.06,0.06,0,0.06,Matches
223,Éric Bauthéac\Eric-Bautheac,fr FRA,MFFW,Lille,fr Ligue 1,28,1987,13,9,725,0,0,0,0,4,0,0,0,0,0,0,Matches
224,Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,es La Liga,21,1995,12,2,320,3,0,0,0,0,0,0.84,0,0.84,0.84,0.84,Matches
225,Paul Baysse\Paul-Baysse,fr FRA,DF,Nice,fr Ligue 1,28,1988,22,20,1858,2,1,0,0,1,0,0.1,0.05,0.15,0.1,0.15,Matches
226,Hervé Bazile\Herve-Bazile,ht HAI,MFFW,Caen,fr Ligue 1,26,1990,19,7,732,2,2,0,0,1,0,0.25,0.25,0.49,0.25,0.49,Matches
227,Riechedly Bazoer\Riechedly-Bazoer,nl NED,MF,Wolfsburg,de Bundesliga,19,1996,12,12,969,0,1,0,0,5,0,0,0.09,0.09,0,0.09,Matches
228,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Celta Vigo,es La Liga,28,1988,13,5,664,1,2,0,0,1,0,0.14,0.27,0.41,0.14,0.41,Matches
229,Bebé\Bebe,pt POR,MFFW,Eibar,es La Liga,26,1990,20,8,696,3,2,0,0,2,0,0.39,0.26,0.65,0.39,0.65,Matches
230,Henri Bedimo\Henri-Bedimo,cm CMR,DF,Marseille,fr Ligue 1,32,1984,16,13,1173,0,0,0,0,2,0,0,0,0,0,0,Matches
231,Andrea Beghetto\Andrea-Beghetto,it ITA,MF,Genoa,it Serie A,21,1994,3,1,152,0,0,0,0,0,0,0,0,0,0,0,Matches
232,Asmir Begović\Asmir-Begovic,ba BIH,GK,Chelsea,eng Premier League,29,1987,2,2,180,0,0,0,0,0,0,0,0,0,0,0,Matches
233,Valon Behrami\Valon-Behrami,ch SUI,MF,Watford,eng Premier League,31,1985,27,26,2030,0,2,0,0,7,0,0,0.09,0.09,0,0.09,Matches
234,Jérémie Bela\Jeremie-Bela,ao ANG,MFFW,Dijon,fr Ligue 1,23,1993,14,2,375,0,1,0,0,0,0,0,0.24,0.24,0,0.24,Matches
235,Younès Belhanda\Younes-Belhanda,ma MAR,FWMF,Nice,fr Ligue 1,26,1990,31,28,2541,3,5,0,0,8,1,0.11,0.18,0.28,0.11,0.28,Matches
236,Stefan Bell\Stefan-Bell,de GER,DF,Mainz 05,de Bundesliga,24,1991,31,30,2744,5,1,0,0,10,2,0.16,0.03,0.2,0.16,0.2,Matches
237,Karim Bellarabi\Karim-Bellarabi,de GER,MF,Leverkusen,de Bundesliga,26,1990,16,14,1113,2,5,0,0,4,0,0.16,0.4,0.57,0.16,0.57,Matches
238,Héctor Bellerín\Hector-Bellerin,es ESP,DFMF,Arsenal,eng Premier League,21,1995,33,27,2503,1,4,0,0,4,0,0.04,0.14,0.18,0.04,0.18,Matches
239,François Bellugou\Francois-Bellugou,fr FRA,MFDF,Lorient,fr Ligue 1,29,1987,26,16,1422,0,0,0,0,5,1,0,0,0,0,0,Matches
240,Giuseppe Bellusci\Giuseppe-Bellusci,it ITA,DF,Empoli,it Serie A,26,1989,33,33,2970,1,0,0,0,15,0,0.03,0,0.03,0.03,0.03,Matches
241,Anthony Belmonte\Anthony-Belmonte,fr FRA,MF,Dijon,fr Ligue 1,20,1995,8,4,261,0,0,0,0,0,0,0,0,0,0,0,Matches
242,Andrea Belotti\Andrea-Belotti,it ITA,FW,Torino,it Serie A,22,1993,35,34,3070,26,7,2,2,5,0,0.76,0.21,0.97,0.7,0.91,Matches
243,Hatem Ben Arfa\Hatem-Ben-Arfa,fr FRA,MFFW,Paris S-G,fr Ligue 1,29,1987,23,5,643,0,1,0,0,1,0,0,0.14,0.14,0,0.14,Matches
244,Issam Ben Khémis\Issam-Ben-Khemis,tn TUN,MF,Lorient,fr Ligue 1,20,1996,2,0,27,0,0,0,0,0,0,0,0,0,0,0,Matches
245,Wissam Ben Yedder\Wissam-Ben-Yedder,fr FRA,FW,Sevilla,es La Liga,25,1990,31,20,1652,11,4,1,1,0,0,0.6,0.22,0.82,0.54,0.76,Matches
246,Syam Ben Youssef\Syam-Ben-Youssef,tn TUN,DF,Caen,fr Ligue 1,27,1989,17,14,1293,0,0,0,0,6,0,0,0,0,0,0,Matches
247,Änis Ben-Hatira\Anis-Ben-Hatira,tn TUN,MF,Darmstadt 98,de Bundesliga,28,1988,11,8,586,1,0,0,0,3,0,0.15,0,0.15,0.15,0.15,Matches
248,Diego Benaglio\Diego-Benaglio,ch SUI,GK,Wolfsburg,de Bundesliga,32,1983,14,14,1260,0,0,0,0,1,0,0,0,0,0,0,Matches
249,Ahmad Benali\Ahmad-Benali,ly LBY,FWMF,Pescara,it Serie A,24,1992,33,31,2490,6,2,0,0,5,2,0.22,0.07,0.29,0.22,0.29,Matches
250,Yohan Benalouane\Yohan-Benalouane,tn TUN,DF,Leicester City,eng Premier League,29,1987,11,11,917,0,0,0,0,4,0,0,0,0,0,0,Matches
251,Marco Benassi\Marco-Benassi,it ITA,MF,Torino,it Serie A,21,1994,28,24,2044,5,3,0,0,5,0,0.22,0.13,0.35,0.22,0.35,Matches
252,Medhi Benatia\Medhi-Benatia,ma MAR,DF,Juventus,it Serie A,29,1987,15,14,1179,1,0,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
253,Lars Bender\Lars-Bender,de GER,MFDF,Leverkusen,de Bundesliga,27,1989,9,9,602,0,1,0,0,4,0,0,0.15,0.15,0,0.15,Matches
254,Sven Bender\Sven-Bender,de GER,DF,Dortmund,de Bundesliga,27,1989,6,3,272,0,0,0,0,0,0,0,0,0,0,0,Matches
255,László Bénes\Laszlo-Benes,sk SVK,MF,M'Gladbach,de Bundesliga,18,1997,8,3,288,1,0,0,0,0,0,0.31,0,0.31,0.31,0.31,Matches
256,Nicolas Benezet\Nicolas-Benezet,fr FRA,FW,Guingamp,fr Ligue 1,25,1991,5,3,169,1,1,0,0,0,0,0.53,0.53,1.07,0.53,1.07,Matches
257,Pierre Bengtsson\Pierre-Bengtsson,se SWE,DFMF,Bastia,fr Ligue 1,28,1988,30,29,2626,1,1,0,0,0,0,0.03,0.03,0.07,0.03,0.07,Matches
258,Walter Benítez\Walter-Benitez,ar ARG,GK,Nice,fr Ligue 1,23,1993,3,2,215,0,0,0,0,0,0,0,0,0,0,0,Matches
259,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,21,1995,25,22,1838,0,0,0,0,4,2,0,0,0,0,0,Matches
260,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,21,1994,32,28,2548,5,4,1,1,12,0,0.18,0.14,0.32,0.14,0.28,Matches
261,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,25,1990,36,36,3131,15,2,2,4,10,0,0.43,0.06,0.49,0.37,0.43,Matches
262,Jonathan Benteke\Jonathan-Benteke,be BEL,FW,Crystal Palace,eng Premier League,21,1995,1,0,7,0,0,0,0,0,0,0,0,0,0,0,Matches
263,Accursio Bentivegna\Accursio-Bentivegna,it ITA,MFFW,Palermo,it Serie A,20,1996,3,2,89,0,0,0,0,0,0,0,0,0,0,0,Matches
264,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,28,1987,29,23,1898,11,5,0,0,0,0,0.52,0.24,0.76,0.52,0.76,Matches
265,Yassine Benzia\Yassine-Benzia,dz ALG,MF,Lille,fr Ligue 1,21,1994,25,21,1627,3,3,1,1,3,0,0.17,0.17,0.33,0.11,0.28,Matches
266,Saido Berahino\Saido-Berahino,bi BDI,FW,Stoke City,eng Premier League,22,1993,13,8,720,0,0,0,0,0,0,0,0,0,0,0,Matches
267,Saido Berahino\Saido-Berahino,bi BDI,FW,West Brom,eng Premier League,22,1993,4,3,243,0,0,0,0,1,0,0,0,0,0,0,Matches
268,Domenico Berardi\Domenico-Berardi,it ITA,FW,Sassuolo,it Serie A,21,1994,21,20,1732,5,9,2,3,6,0,0.26,0.47,0.73,0.16,0.62,Matches
269,Yuri Berchiche\Yuri-Berchiche,es ESP,DF,Real Sociedad,es La Liga,26,1990,35,35,3086,3,2,0,0,9,0,0.09,0.06,0.15,0.09,0.15,Matches
270,Álex Berenguer\Alex-Berenguer,es ESP,DFMF,Osasuna,es La Liga,21,1995,29,22,2176,1,6,0,0,3,0,0.04,0.25,0.29,0.04,0.29,Matches
271,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,24,1992,13,11,1051,0,0,0,0,1,0,0,0,0,0,0,Matches
272,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MF,Burnley,eng Premier League,25,1990,20,10,998,1,2,0,0,1,0,0.09,0.18,0.27,0.09,0.27,Matches
273,Álex Bergantiños\Alex-Bergantinos,es ESP,MFDF,La Coruña,es La Liga,31,1985,8,6,554,1,0,0,0,2,0,0.16,0,0.16,0.16,0.16,Matches
274,Markel Bergara\Markel-Bergara,es ESP,MF,Real Sociedad,es La Liga,30,1986,6,3,289,0,0,0,0,0,0,0,0,0,0,0,Matches
275,Franck Béria\Franck-Beria,fr FRA,DF,Lille,fr Ligue 1,33,1983,28,27,2326,1,0,0,0,7,2,0.04,0,0.04,0.04,0.04,Matches
276,Robert Berić\Robert-Beric,si SVN,FW,Saint-Étienne,fr Ligue 1,25,1991,22,18,1444,6,0,0,1,0,0,0.37,0,0.37,0.37,0.37,Matches
277,Kévin Bérigaud\Kevin-Berigaud,fr FRA,MFFW,Montpellier,fr Ligue 1,28,1988,13,6,625,0,1,0,0,0,0,0,0.14,0.14,0,0.14,Matches
278,Kévin Bérigaud\Kevin-Berigaud,fr FRA,FW,Angers,fr Ligue 1,28,1988,13,4,470,0,0,0,0,1,0,0,0,0,0,0,Matches
279,Etrit Berisha\Etrit-Berisha,al ALB,GK,Atalanta,it Serie A,27,1989,26,26,2340,0,0,0,0,2,0,0,0,0,0,0,Matches
280,Quentin Bernard\Quentin-Bernard,fr FRA,DF,Dijon,fr Ligue 1,27,1989,7,6,554,0,0,0,0,1,0,0,0,0,0,0,Matches
281,Federico Bernardeschi\Federico-Bernardeschi,it ITA,MFFW,Fiorentina,it Serie A,22,1994,32,27,2292,11,4,3,4,5,1,0.43,0.16,0.59,0.31,0.47,Matches
282,Bernardo\Bernardo,br BRA,DF,RB Leipzig,de Bundesliga,21,1995,22,21,1892,0,1,0,0,3,0,0,0.05,0.05,0,0.05,Matches
283,Juan Bernat\Juan-Bernat,es ESP,DF,Bayern Munich,de Bundesliga,23,1993,18,13,1238,2,2,0,0,1,0,0.15,0.15,0.29,0.15,0.29,Matches
284,Andrea Bertolacci\Andrea-Bertolacci,it ITA,MF,Milan,it Serie A,25,1991,15,9,820,1,0,0,0,3,0,0.11,0,0.11,0.11,0.11,Matches
285,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,eng Premier League,26,1989,28,28,2507,2,3,0,0,3,0,0.07,0.11,0.18,0.07,0.18,Matches
286,Vincent Bessat\Vincent-Bessat,fr FRA,DFMF,Caen,fr Ligue 1,30,1985,37,31,2815,0,5,0,0,3,0,0,0.16,0.16,0,0.16,Matches
287,Max Besuschkow\Max-Besuschkow,de GER,MF,Eint Frankfurt,de Bundesliga,19,1997,3,1,87,0,0,0,0,1,0,0,0,0,0,0,Matches
288,Roman Bezjak\Roman-Bezjak,si SVN,MF,Darmstadt 98,de Bundesliga,27,1989,11,7,588,0,0,0,0,0,0,0,0,0,0,0,Matches
289,Jonathan Biabiany\Jonathan-Biabiany,fr FRA,FWMF,Inter,it Serie A,28,1988,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
290,Roberto Biancu\Roberto-Biancu,it ITA,MF,Cagliari,it Serie A,16,2000,1,0,11,0,0,0,0,0,0,0,0,0,0,0,Matches
291,Ermin Bičakčić\Ermin-Bicakcic,ba BIH,DFMF,Hoffenheim,de Bundesliga,26,1990,18,11,1055,1,0,0,0,4,0,0.09,0,0.09,0.09,0.09,Matches
292,Thievy Bifouma\Thievy-Bifouma,cg CGO,FWMF,Bastia,fr Ligue 1,24,1992,14,9,707,2,1,0,0,3,0,0.25,0.13,0.38,0.25,0.38,Matches
293,Pedro Bigas\Pedro-Bigas,es ESP,DF,Las Palmas,es La Liga,25,1990,32,31,2647,4,1,0,0,5,2,0.14,0.03,0.17,0.14,0.17,Matches
294,Lucas Biglia\Lucas-Biglia,ar ARG,MF,Lazio,it Serie A,30,1986,29,28,2264,4,3,3,5,8,0,0.16,0.12,0.28,0.04,0.16,Matches
295,Davide Biondini\Davide-Biondini,it ITA,MF,Sassuolo,it Serie A,33,1983,14,9,854,0,1,0,0,6,0,0,0.11,0.11,0,0.11,Matches
296,Cristiano Biraghi\Cristiano-Biraghi,it ITA,DF,Pescara,it Serie A,23,1992,35,33,2987,1,4,1,2,11,0,0.03,0.12,0.15,0,0.12,Matches
297,Mame Biram Diouf\Mame-Biram-Diouf,sn SEN,MFFW,Stoke City,eng Premier League,28,1987,27,15,1385,1,2,0,0,3,0,0.06,0.13,0.19,0.06,0.19,Matches
298,Davide Biraschi\Davide-Biraschi,it ITA,DFMF,Genoa,it Serie A,22,1994,7,4,395,0,0,0,0,2,0,0,0,0,0,0,Matches
299,Valter Birsa\Valter-Birsa,si SVN,MFFW,Chievo,it Serie A,29,1986,35,34,2761,7,9,0,0,5,0,0.23,0.29,0.52,0.23,0.52,Matches
300,Milan Biševac\Milan-Bisevac,rs SRB,DF,Metz,fr Ligue 1,32,1983,21,21,1834,0,0,0,0,4,1,0,0,0,0,0,Matches
301,Yves Bissouma\Yves-Bissouma,ml MLI,MFFW,Lille,fr Ligue 1,19,1996,23,5,766,1,0,0,0,4,1,0.12,0,0.12,0.12,0.12,Matches
302,Luca Bittante\Luca-Bittante,it ITA,DF,Cagliari,it Serie A,22,1993,5,3,312,0,0,0,0,3,0,0,0,0,0,0,Matches
303,Leonardo Bittencourt\Leonardo-Bittencourt,de GER,MFFW,Köln,de Bundesliga,22,1993,16,12,968,3,5,0,0,3,0,0.28,0.46,0.74,0.28,0.74,Matches
304,Albano Bizzarri\Albano-Bizzarri,ar ARG,GK,Pescara,it Serie A,38,1977,29,29,2610,0,0,0,0,2,0,0,0,0,0,0,Matches
305,Rubén Blanco\Ruben-Blanco,es ESP,GK,Celta Vigo,es La Liga,21,1995,11,11,990,0,0,0,0,2,0,0,0,0,0,0,Matches
306,Ludovic Blas\Ludovic-Blas,fr FRA,MF,Guingamp,fr Ligue 1,18,1997,24,10,1160,1,1,0,0,5,0,0.08,0.08,0.16,0.08,0.16,Matches
307,Pablo de Blasis\Pablo-de-Blasis,ar ARG,MF,Mainz 05,de Bundesliga,28,1988,31,17,1661,5,3,1,1,5,0,0.27,0.16,0.43,0.22,0.38,Matches
308,Alexis Blin\Alexis-Blin,fr FRA,MF,Toulouse,fr Ligue 1,19,1996,26,26,2148,0,0,0,0,5,2,0,0,0,0,0,Matches
