Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
1528,Riyad Mahrez\Riyad-Mahrez,dz ALG,MF,Leicester City,eng Premier League,25,1991,36,33,2825,6,4,3,5,4,0,0.19,0.13,0.32,0.1,0.22,Matches
1529,Raffaele Maiello\Raffaele-Maiello,it ITA,MF,Empoli,it Serie A,25,1991,1,1,59,0,0,0,0,0,0,0,0,0,0,0,Matches
1530,Arne Maier\Arne-Maier,de GER,MF,Hertha BSC,de Bundesliga,17,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
1531,Domenico Maietta\Domenico-Maietta,it ITA,DF,Bologna,it Serie A,33,1982,29,29,2373,0,1,0,0,8,0,0,0.04,0.04,0,0.04,Matches
1532,Habib Maïga\Habib-Maiga,ci CIV,DFMF,Saint-Étienne,fr Ligue 1,20,1996,5,4,295,0,0,0,0,0,0,0,0,0,0,0,Matches
1533,Mike Maignan\Mike-Maignan,fr FRA,GK,Lille,fr Ligue 1,20,1995,7,6,566,0,0,0,0,0,0,0,0,0,0,0,Matches
1534,Anthony Maisonnial\Anthony-Maisonnial,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,1998,2,1,168,0,0,0,0,0,0,0,0,0,0,0,Matches
1535,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,DFFW,Arsenal,eng Premier League,18,1997,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Matches
1536,Abdul Majeed Waris\Abdul-Majeed-Waris,gh GHA,FWMF,Lorient,fr Ligue 1,24,1991,35,31,2840,9,5,1,3,5,0,0.29,0.16,0.44,0.25,0.41,Matches
1537,Jean-Victor Makengo\Jean-Victor-Makengo,fr FRA,MF,Caen,fr Ligue 1,18,1998,17,9,877,0,0,0,0,2,0,0,0,0,0,0,Matches
1538,Nikola Maksimović\Nikola-Maksimovic,rs SRB,DF,Napoli,it Serie A,24,1991,8,7,678,1,0,0,0,1,0,0.13,0,0.13,0.13,0.13,Matches
1539,Steed Malbranque\Steed-Malbranque,fr FRA,MF,Caen,fr Ligue 1,36,1980,13,3,370,0,0,0,0,2,0,0,0,0,0,0,Matches
1540,Malcom\Malcom,br BRA,FWMF,Bordeaux,fr Ligue 1,19,1997,37,33,2728,7,4,0,1,2,0,0.23,0.13,0.36,0.23,0.36,Matches
1541,Kévin Malcuit\Kevin-Malcuit,ma MAR,DFMF,Saint-Étienne,fr Ligue 1,25,1991,25,23,2092,0,2,0,0,4,2,0,0.09,0.09,0,0.09,Matches
1542,Aly Mallé\Aly-Malle,ml MLI,MFFW,Granada,es La Liga,18,1998,11,6,506,0,0,0,0,2,0,0,0,0,0,0,Matches
1543,Yunus Mallı\Yunus-Malli,tr TUR,MFFW,Wolfsburg,de Bundesliga,24,1992,16,13,1175,1,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,Matches
1544,Yunus Mallı\Yunus-Malli,tr TUR,MF,Mainz 05,de Bundesliga,24,1992,16,15,1376,6,6,3,3,0,0,0.39,0.39,0.78,0.2,0.59,Matches
1545,Hugo Mallo\Hugo-Mallo,es ESP,DF,Celta Vigo,es La Liga,25,1991,23,22,1990,2,1,0,0,10,1,0.09,0.05,0.14,0.09,0.14,Matches
1546,Shaun Maloney\Shaun-Maloney,sco SCO,MF,Hull City,eng Premier League,33,1983,9,2,283,1,2,0,0,0,0,0.32,0.64,0.95,0.32,0.95,Matches
1547,Emanuel Mammana\Emanuel-Mammana,ar ARG,DF,Lyon,fr Ligue 1,20,1996,17,17,1514,1,0,0,0,3,0,0.06,0,0.06,0.06,0.06,Matches
1548,Rey Manaj\Rey-Manaj,al ALB,FW,Pescara,it Serie A,19,1997,12,4,474,2,0,0,0,2,0,0.38,0,0.38,0.38,0.38,Matches
1549,Vincent Manceau\Vincent-Manceau,fr FRA,DF,Angers,fr Ligue 1,27,1989,33,32,2865,1,0,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
1550,Steve Mandanda\Steve-Mandanda,fr FRA,GK,Crystal Palace,eng Premier League,31,1985,9,9,810,0,0,0,0,0,0,0,0,0,0,0,Matches
1551,Christophe Mandanne\Christophe-Mandanne,fr FRA,FW,Nancy,fr Ligue 1,31,1985,20,9,932,1,1,0,0,2,0,0.1,0.1,0.19,0.1,0.19,Matches
1552,Aïssa Mandi\Aissa-Mandi,dz ALG,DF,Betis,es La Liga,24,1991,26,25,2214,2,1,0,0,4,0,0.08,0.04,0.12,0.08,0.12,Matches
1553,Georges Mandjeck\Georges-Mandjeck,cm CMR,MF,Metz,fr Ligue 1,27,1988,29,27,2336,3,0,0,0,7,0,0.12,0,0.12,0.12,0.12,Matches
1554,Rolando Mandragora\Rolando-Mandragora,it ITA,MF,Juventus,it Serie A,19,1997,1,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches
1555,Mario Mandžukić\Mario-Mandzukic,hr CRO,FWMF,Juventus,it Serie A,30,1986,34,28,2483,7,4,0,0,5,0,0.25,0.14,0.4,0.25,0.4,Matches
1556,Alexis Mané\Alexis-Mane,sn SEN,MF,Guingamp,fr Ligue 1,19,1997,4,0,41,0,0,0,0,0,0,0,0,0,0,0,Matches
1557,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,eng Premier League,24,1992,27,26,2235,13,5,0,0,4,0,0.52,0.2,0.72,0.52,0.72,Matches
1558,Eliaquim Mangala\Eliaquim-Mangala,fr FRA,DF,Valencia,es La Liga,25,1991,30,30,2644,2,0,0,0,11,1,0.07,0,0.07,0.07,0.07,Matches
1559,Thomas Mangani\Thomas-Mangani,fr FRA,MF,Angers,fr Ligue 1,29,1987,34,33,2844,3,6,2,2,3,0,0.09,0.19,0.28,0.03,0.22,Matches
1560,Ousman Manneh\Ousman-Manneh,gm GAM,FW,Werder Bremen,de Bundesliga,19,1997,6,6,486,1,0,0,0,2,0,0.19,0,0.19,0.19,0.19,Matches
1561,Vito Mannone\Vito-Mannone,it ITA,GK,Sunderland,eng Premier League,28,1988,9,9,810,0,0,0,0,0,0,0,0,0,0,0,Matches
1562,Kostas Manolas\Kostas-Manolas,gr GRE,DF,Roma,it Serie A,25,1991,33,32,2771,0,2,0,0,7,0,0,0.06,0.06,0,0.06,Matches
1563,Javier Manquillo\Javier-Manquillo,es ESP,DFMF,Sunderland,eng Premier League,22,1994,20,15,1430,1,0,0,0,2,0,0.06,0,0.06,0.06,0.06,Matches
1564,Martín Mantovani\Martin-Mantovani,ar ARG,DF,Leganés,es La Liga,32,1984,31,30,2692,1,0,0,0,10,0,0.03,0,0.03,0.03,0.03,Matches
1565,José Manuel Jurado\Jose-Manuel-Jurado,es ESP,MF,Espanyol,es La Liga,30,1986,31,27,2454,3,3,0,0,1,0,0.11,0.11,0.22,0.11,0.22,Matches
1566,Faitout Maouassa\Faitout-Maouassa,fr FRA,MFFW,Nancy,fr Ligue 1,18,1998,14,13,1039,3,3,0,0,4,2,0.26,0.26,0.52,0.26,0.52,Matches
1567,Mohamed Mara\Mohamed-Mara,gn GUI,MFFW,Lorient,fr Ligue 1,19,1996,9,7,626,0,1,0,0,2,0,0,0.14,0.14,0,0.14,Matches
1568,Florian Marange\Florian-Marange,fr FRA,DF,Bastia,fr Ligue 1,30,1986,19,16,1452,0,0,0,0,3,1,0,0,0,0,0,Matches
1569,Fernando Marçal\Fernando-Marcal,br BRA,DF,Guingamp,fr Ligue 1,27,1989,31,31,2688,0,6,0,0,4,2,0,0.2,0.2,0,0.2,Matches
1570,Vincent Marcel\Vincent-Marcel,fr FRA,FWMF,Nice,fr Ligue 1,19,1997,6,3,230,0,0,0,0,0,0,0,0,0,0,0,Matches
1571,Marcelo\Marcelo,br BRA,DF,Real Madrid,es La Liga,28,1988,30,26,2277,2,8,0,0,2,0,0.08,0.32,0.4,0.08,0.4,Matches
1572,Giovanni Marchese\Giovanni-Marchese,it ITA,DF,Genoa,it Serie A,31,1984,1,0,9,0,0,0,0,0,0,0,0,0,0,0,Matches
1573,Federico Marchetti\Federico-Marchetti,it ITA,GK,Lazio,it Serie A,33,1983,17,17,1485,0,0,0,0,0,0,0,0,0,0,0,Matches
1574,Vincent Marchetti\Vincent-Marchetti,fr FRA,MF,Nancy,fr Ligue 1,19,1997,17,10,977,0,1,0,0,3,0,0,0.09,0.09,0,0.09,Matches
1575,Claudio Marchisio\Claudio-Marchisio,it ITA,MF,Juventus,it Serie A,30,1986,18,15,1253,1,3,0,0,2,0,0.07,0.22,0.29,0.07,0.29,Matches
1576,Gian Marco Ferrari\Gian-Marco-Ferrari,it ITA,DF,Crotone,it Serie A,24,1992,37,37,3330,3,1,0,0,8,0,0.08,0.03,0.11,0.08,0.11,Matches
1577,Óscar de Marcos\Oscar-de-Marcos,es ESP,DF,Athletic Club,es La Liga,27,1989,27,24,2153,1,4,0,0,3,0,0.04,0.17,0.21,0.04,0.21,Matches
1578,José María Giménez\Jose-Maria-Gimenez,uy URU,DFMF,Atlético Madrid,es La Liga,21,1995,17,12,1015,0,0,0,0,5,0,0,0,0,0,0,Matches
1579,Mariano\Mariano,do DOM,FW,Real Madrid,es La Liga,22,1993,8,0,128,1,0,0,0,0,0,0.7,0,0.7,0.7,0.7,Matches
1580,Mariano\Mariano,br BRA,DFMF,Sevilla,es La Liga,30,1986,31,29,2643,0,2,0,0,9,0,0,0.07,0.07,0,0.07,Matches
1581,Adrian Mariappa\Adrian-Mariappa,jm JAM,DF,Watford,eng Premier League,29,1986,7,6,562,0,0,0,0,0,0,0,0,0,0,0,Matches
1582,Jordan Marié\Jordan-Marie,fr FRA,MF,Dijon,fr Ligue 1,24,1991,24,17,1437,1,1,0,0,4,2,0.06,0.06,0.13,0.06,0.13,Matches
1583,Guido Marilungo\Guido-Marilungo,it ITA,FW,Empoli,it Serie A,26,1989,20,11,942,0,4,0,0,2,0,0,0.38,0.38,0,0.38,Matches
1584,Adrián Marín\Adrian-Marin,es ESP,DF,Leganés,es La Liga,19,1997,13,11,909,0,0,0,0,3,0,0,0,0,0,0,Matches
1585,Diego Mariño\Diego-Marino,es ESP,GK,Sporting Gijón,es La Liga,26,1990,2,2,180,0,0,0,0,0,0,0,0,0,0,0,Matches
1586,João Mário\Joao-Mario,pt POR,MF,Inter,it Serie A,23,1993,30,22,2003,3,5,0,0,5,0,0.13,0.22,0.36,0.13,0.36,Matches
1587,Lazar Marković\Lazar-Markovic,rs SRB,MF,Hull City,eng Premier League,22,1994,12,12,1005,2,0,0,0,4,0,0.18,0,0.18,0.18,0.18,Matches
1588,Marlon\Marlon,br BRA,DF,Barcelona,es La Liga,20,1995,2,2,180,0,0,0,0,0,0,0,0,0,0,0,Matches
1589,Dean Marney\Dean-Marney,eng ENG,MF,Burnley,eng Premier League,32,1984,21,21,1764,1,2,0,0,7,0,0.05,0.1,0.15,0.05,0.15,Matches
1590,Dominic Maroh\Dominic-Maroh,si SVN,DF,Köln,de Bundesliga,29,1987,12,8,645,0,0,0,0,3,0,0,0,0,0,0,Matches
1591,Iván Márquez\Ivan-Marquez,es ESP,DF,Osasuna,es La Liga,22,1994,4,4,360,0,0,0,0,4,0,0,0,0,0,0,Matches
1592,Javi Márquez\Javi-Marquez,es ESP,MF,Granada,es La Liga,30,1986,7,4,400,0,1,0,0,2,0,0,0.23,0.23,0,0.23,Matches
1593,Marquinhos\Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,22,1994,29,27,2501,3,0,0,0,1,0,0.11,0,0.11,0.11,0.11,Matches
1594,David Marshall\David-Marshall,sco SCO,GK,Hull City,eng Premier League,31,1985,16,16,1440,0,0,0,0,0,0,0,0,0,0,0,Matches
1595,Bruno Martella\Bruno-Martella,it ITA,DFMF,Crotone,it Serie A,23,1992,29,26,2319,0,0,0,0,4,0,0,0,0,0,0,Matches
1596,Anthony Martial\Anthony-Martial,fr FRA,MFFW,Manchester Utd,eng Premier League,20,1995,25,18,1554,4,5,0,0,2,0,0.23,0.29,0.52,0.23,0.52,Matches
1597,Aarón Martín\Aaron-Martin,es ESP,DF,Espanyol,es La Liga,19,1997,30,28,2590,0,0,0,0,5,0,0,0,0,0,0,Matches
1598,Alberto Martín\Alberto-Martin,es ESP,MF,Leganés,es La Liga,27,1989,16,14,1189,0,0,0,0,6,2,0,0,0,0,0,Matches
1599,Jonas Martin\Jonas-Martin,fr FRA,MF,Betis,es La Liga,26,1990,20,15,1145,2,0,0,0,5,0,0.16,0,0.16,0.16,0.16,Matches
1600,Marvin Martin\Marvin-Martin,fr FRA,FWMF,Dijon,fr Ligue 1,28,1988,12,4,499,0,1,0,0,0,0,0,0.18,0.18,0,0.18,Matches
1601,Cuco Martina\Cuco-Martina,cw CUW,DF,Southampton,eng Premier League,26,1989,9,6,592,0,0,0,0,0,0,0,0,0,0,0,Matches
1602,Álex Martínez\Alex-Martinez,es ESP,DF,Betis,es La Liga,25,1990,14,11,968,0,0,0,0,2,0,0,0,0,0,0,Matches
1603,Carlos Martínez\Carlos-Martinez,es ESP,DF,Real Sociedad,es La Liga,30,1986,10,10,868,0,3,0,0,2,0,0,0.31,0.31,0,0.31,Matches
1604,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Arsenal,eng Premier League,23,1992,2,2,180,0,0,0,0,0,0,0,0,0,0,0,Matches
1605,Iñigo Martínez\Inigo-Martinez,es ESP,DF,Real Sociedad,es La Liga,25,1991,34,34,2998,3,2,0,0,10,2,0.09,0.06,0.15,0.09,0.15,Matches
1606,Javi Martínez\Javi-Martinez,es ESP,DF,Bayern Munich,de Bundesliga,27,1988,25,25,2131,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,Matches
1607,Josef Martínez\Josef-Martinez,ve VEN,FW,Torino,it Serie A,23,1993,11,4,533,1,0,0,0,3,0,0.17,0,0.17,0.17,0.17,Matches
1608,Pablo Martinez\Pablo-Martinez,fr FRA,DF,Angers,fr Ligue 1,27,1989,9,6,622,0,0,0,0,4,0,0,0,0,0,0,Matches
1609,Bruno Martins Indi\Bruno-Martins-Indi,nl NED,DF,Stoke City,eng Premier League,24,1992,35,35,3146,1,0,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
1610,Jonathan Martins Pereira\Jonathan-Martins-Pereira,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,13,12,1010,0,0,0,0,4,2,0,0,0,0,0,Matches
1611,Luís Martins\Luis-Martins,pt POR,DF,Granada,es La Liga,24,1992,2,1,73,0,0,0,0,0,0,0,0,0,0,0,Matches
1612,Joris Marveaux\Joris-Marveaux,mq MTQ,MF,Montpellier,fr Ligue 1,33,1982,8,4,366,0,0,0,0,0,0,0,0,0,0,0,Matches
1613,Sylvain Marveaux\Sylvain-Marveaux,fr FRA,MFFW,Lorient,fr Ligue 1,30,1986,24,24,1907,5,7,0,0,1,0,0.24,0.33,0.57,0.24,0.57,Matches
1614,Omar Mascarell\Omar-Mascarell,es ESP,MF,Eint Frankfurt,de Bundesliga,23,1993,28,27,2450,0,0,0,0,13,0,0,0,0,0,0,Matches
1615,Javier Mascherano\Javier-Mascherano,ar ARG,DF,Barcelona,es La Liga,32,1984,25,20,1928,1,3,1,1,6,0,0.05,0.14,0.19,0,0.14,Matches
1616,Andrea Masiello\Andrea-Masiello,it ITA,DF,Atalanta,it Serie A,30,1986,35,34,2926,3,1,0,0,9,0,0.09,0.03,0.12,0.09,0.12,Matches
1617,Adam Masina\Adam-Masina,it ITA,DF,Bologna,it Serie A,22,1994,32,28,2428,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,Matches
1618,Brandon Mason\Brandon-Mason,eng ENG,DF,Watford,eng Premier League,18,1997,2,1,113,0,0,0,0,0,0,0,0,0,0,0,Matches
1619,Ryan Mason\Ryan-Mason,eng ENG,MF,Hull City,eng Premier League,25,1991,16,11,927,1,1,0,0,4,0,0.1,0.1,0.19,0.1,0.19,Matches
1620,Arthur Masuaku\Arthur-Masuaku,cd COD,DFMF,West Ham,eng Premier League,22,1993,13,11,972,0,1,0,0,1,0,0,0.09,0.09,0,0.09,Matches
1621,Juan Mata\Juan-Mata,es ESP,MFFW,Manchester Utd,eng Premier League,28,1988,25,19,1614,6,3,0,0,3,0,0.33,0.17,0.5,0.33,0.5,Matches
1622,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Lyon,fr Ligue 1,19,1997,2,1,86,0,0,0,0,0,0,0,0,0,0,0,Matches
1623,Christian Mathenia\Christian-Mathenia,de GER,GK,Hamburger SV,de Bundesliga,24,1992,14,14,1260,0,0,0,0,1,0,0,0,0,0,0,Matches
1624,Jérémy Mathieu\Jeremy-Mathieu,fr FRA,DF,Barcelona,es La Liga,32,1983,13,12,1037,1,0,0,0,0,0,0.09,0,0.09,0.09,0.09,Matches
1625,Boris Mathis\Boris-Mathis,fr FRA,FW,Metz,fr Ligue 1,18,1997,2,0,22,0,0,0,0,0,0,0,0,0,0,0,Matches
1626,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Chelsea,eng Premier League,27,1988,35,30,2694,1,7,0,0,4,0,0.03,0.23,0.27,0.03,0.27,Matches
1627,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,eng Premier League,24,1991,29,27,2457,1,0,0,0,3,0,0.04,0,0.04,0.04,0.04,Matches
1628,Marvin Matip\Marvin-Matip,cm CMR,DF,Ingolstadt 04,de Bundesliga,30,1985,33,33,2969,0,0,0,0,5,0,0,0,0,0,0,Matches
1629,Ryder Matos\Ryder-Matos,br BRA,FWMF,Udinese,it Serie A,23,1993,20,4,556,0,0,0,0,0,0,0,0,0,0,0,Matches
1630,Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,it Serie A,31,1984,31,16,1456,8,0,0,0,1,0,0.49,0,0.49,0.49,0.49,Matches
1631,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Paris S-G,fr Ligue 1,29,1987,34,26,2415,4,4,0,0,4,0,0.15,0.15,0.3,0.15,0.3,Matches
1632,José Mauri\Jose-Mauri,it ITA,MF,Empoli,it Serie A,20,1996,14,10,869,0,0,0,0,4,0,0,0,0,0,0,Matches
1633,Mërgim Mavraj\Mergim-Mavraj,al ALB,DF,Hamburger SV,de Bundesliga,30,1986,14,14,1260,0,0,0,0,3,0,0,0,0,0,0,Matches
1634,Mërgim Mavraj\Mergim-Mavraj,al ALB,DF,Köln,de Bundesliga,30,1986,16,16,1440,0,0,0,0,2,0,0,0,0,0,0,Matches
1635,Rio Mavuba\Rio-Mavuba,fr FRA,MF,Lille,fr Ligue 1,32,1984,18,14,1117,0,0,0,0,4,1,0,0,0,0,0,Matches
1636,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Swansea City,eng Premier League,22,1994,27,27,2430,4,0,0,0,1,0,0.15,0,0.15,0.15,0.15,Matches
1637,Philipp Max\Philipp-Max,de GER,MFDF,Augsburg,de Bundesliga,22,1993,25,20,1813,1,2,0,0,4,0,0.05,0.1,0.15,0.05,0.15,Matches
1638,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,MFFW,Schalke 04,de Bundesliga,27,1989,23,19,1686,3,4,1,2,1,0,0.16,0.21,0.37,0.11,0.32,Matches
1639,Maxwell\Maxwell,br BRA,DF,Paris S-G,fr Ligue 1,34,1981,20,19,1713,0,6,0,0,0,0,0,0.32,0.32,0,0.32,Matches
1640,Borja Mayoral\Borja-Mayoral,es ESP,FW,Wolfsburg,de Bundesliga,19,1997,19,3,388,2,0,0,0,1,0,0.46,0,0.46,0.46,0.46,Matches
1641,Youssef Maziz\Youssef-Maziz,fr FRA,MF,Metz,fr Ligue 1,18,1998,1,0,15,0,0,0,0,0,0,0,0,0,0,0,Matches
1642,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,20,1995,17,12,1044,1,2,0,0,8,0,0.09,0.17,0.26,0.09,0.26,Matches
1643,Kylian Mbappé\Kylian-Mbappe,fr FRA,FWMF,Monaco,fr Ligue 1,17,1998,29,17,1498,15,7,0,0,2,0,0.9,0.42,1.32,0.9,1.32,Matches
1644,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,21,1994,16,11,1068,0,1,0,0,4,0,0,0.08,0.08,0,0.08,Matches
1645,Isaac Mbenza\Isaac-Mbenza,be BEL,MF,Montpellier,fr Ligue 1,20,1996,16,12,945,3,1,0,0,0,0,0.29,0.1,0.38,0.29,0.38,Matches
1646,Dieumerci Mbokani\Dieumerci-Mbokani,cd COD,FW,Hull City,eng Premier League,30,1985,12,8,764,0,1,0,0,0,0,0,0.12,0.12,0,0.12,Matches
1647,James McArthur\James-McArthur,sco SCO,MF,Crystal Palace,eng Premier League,28,1987,29,24,1999,5,3,0,0,5,0,0.23,0.14,0.36,0.23,0.36,Matches
1648,Gareth McAuley\Gareth-McAuley,nir NIR,DF,West Brom,eng Premier League,36,1979,36,36,3140,6,1,0,0,5,0,0.17,0.03,0.2,0.17,0.2,Matches
1649,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Swansea City,eng Premier League,20,1996,5,0,82,0,0,0,0,0,0,0,0,0,0,0,Matches
1650,James McCarthy\James-McCarthy,ie IRL,MF,Everton,eng Premier League,25,1990,12,7,613,1,1,0,0,2,0,0.15,0.15,0.29,0.15,0.29,Matches
1651,James McClean\James-McClean,ie IRL,MFFW,West Brom,eng Premier League,27,1989,34,13,1477,1,2,0,0,9,0,0.06,0.12,0.18,0.06,0.18,Matches
1652,Levan Mchedlidze\Levan-Mchedlidze,ge GEO,FW,Empoli,it Serie A,26,1990,15,11,944,6,0,0,0,3,0,0.57,0,0.57,0.57,0.57,Matches
1653,Weston McKennie\Weston-McKennie,us USA,MF,Schalke 04,de Bundesliga,17,1998,1,0,13,0,0,0,0,0,0,0,0,0,0,0,Matches
1654,Paddy McNair\Paddy-McNair,nir NIR,MF,Sunderland,eng Premier League,21,1995,9,5,353,0,0,0,0,0,0,0,0,0,0,0,Matches
1655,Sam McQueen\Sam-McQueen,eng ENG,DF,Southampton,eng Premier League,21,1995,13,5,616,0,0,0,0,0,0,0,0,0,0,0,Matches
1656,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,19,1996,2,1,97,0,0,0,0,1,0,0,0,0,0,0,Matches
1657,Gary Medel\Gary-Medel,cl CHI,DFMF,Inter,it Serie A,28,1987,26,26,2163,0,0,0,0,5,0,0,0,0,0,0,Matches
1658,Carl Medjani\Carl-Medjani,dz ALG,DF,Leganés,es La Liga,31,1985,8,7,597,0,0,0,0,2,0,0,0,0,0,0,Matches
1659,Álvaro Medrán\Alvaro-Medran,es ESP,MF,Valencia,es La Liga,22,1994,16,10,950,2,0,0,0,3,0,0.19,0,0.19,0.19,0.19,Matches
1660,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,26,1989,34,34,3015,1,0,0,0,5,0,0.03,0,0.03,0.03,0.03,Matches
1661,Jonas Meffert\Jonas-Meffert,de GER,MF,Freiburg,de Bundesliga,21,1994,1,1,57,0,0,0,0,0,0,0,0,0,0,0,Matches
1662,Riccardo Meggiorini\Riccardo-Meggiorini,it ITA,FW,Chievo,it Serie A,30,1985,27,20,1769,3,0,0,0,6,0,0.15,0,0.15,0.15,0.15,Matches
1663,Admir Mehmedi\Admir-Mehmedi,ch SUI,MFFW,Leverkusen,de Bundesliga,25,1991,22,16,1258,3,1,0,0,1,0,0.21,0.07,0.29,0.21,0.29,Matches
1664,Alexander Meier\Alexander-Meier,de GER,FWMF,Eint Frankfurt,de Bundesliga,33,1983,21,15,1393,5,2,0,2,1,0,0.32,0.13,0.45,0.32,0.45,Matches
1665,Federico Melchiorri\Federico-Melchiorri,it ITA,FW,Cagliari,it Serie A,29,1987,10,4,467,3,0,0,0,1,0,0.58,0,0.58,0.58,0.58,Matches
1666,Filippo Melegoni\Filippo-Melegoni,it ITA,MF,Atalanta,it Serie A,17,1999,1,1,45,0,0,0,0,0,0,0,0,0,0,0,Matches
1667,Óscar Melendo\Oscar-Melendo,es ESP,MF,Espanyol,es La Liga,18,1997,11,2,316,0,0,0,0,0,0,0,0,0,0,0,Matches
1668,Felipe Melo\Felipe-Melo,br BRA,MF,Inter,it Serie A,33,1983,5,1,179,0,0,0,0,2,2,0,0,0,0,0,Matches
1669,Ledian Memushaj\Ledian-Memushaj,al ALB,MF,Pescara,it Serie A,29,1986,36,35,2952,1,3,0,2,3,0,0.03,0.09,0.12,0.03,0.12,Matches
1670,Pedro Mendes\Pedro-Mendes,pt POR,DF,Rennes,fr Ligue 1,25,1990,19,19,1664,0,0,0,0,7,0,0,0,0,0,0,Matches
1671,Ryan Mendes\Ryan-Mendes,cv CPV,MFFW,Lille,fr Ligue 1,26,1990,7,2,236,0,0,0,0,0,0,0,0,0,0,0,Matches
1672,Tiago Mendes\Tiago-Mendes,pt POR,MF,Atlético Madrid,es La Liga,35,1981,12,5,457,1,1,0,0,2,0,0.2,0.2,0.39,0.2,0.39,Matches
1673,Edgar Mendez\Edgar-Mendez,es ESP,MF,Alavés,es La Liga,26,1990,27,18,1605,4,1,1,1,6,0,0.22,0.06,0.28,0.17,0.22,Matches
1674,Alexandre Mendy\Alexandre-Mendy,gw GNB,FW,Guingamp,fr Ligue 1,22,1994,22,5,814,3,0,0,0,2,0,0.33,0,0.33,0.33,0.33,Matches
1675,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Monaco,fr Ligue 1,22,1994,25,24,2056,0,5,0,0,6,1,0,0.22,0.22,0,0.22,Matches
1676,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Leicester City,eng Premier League,24,1992,4,4,269,0,0,0,0,1,0,0,0,0,0,0,Matches
1677,Hamza Mendyl\Hamza-Mendyl,ma MAR,DF,Lille,fr Ligue 1,18,1997,1,0,12,0,0,0,0,0,0,0,0,0,0,0,Matches
1678,Jérémy Ménez\Jeremy-Menez,fr FRA,FW,Bordeaux,fr Ligue 1,29,1987,26,17,1472,3,3,0,1,4,1,0.18,0.18,0.37,0.18,0.37,Matches
1679,Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,Sevilla,es La Liga,29,1987,29,26,2186,3,1,0,0,10,0,0.12,0.04,0.16,0.12,0.16,Matches
1680,Jorge Meré\Jorge-Mere,es ESP,DF,Sporting Gijón,es La Liga,19,1997,31,31,2774,0,0,0,0,7,1,0,0,0,0,0,Matches
1681,Fran Mérida\Fran-Merida,es ESP,MF,Osasuna,es La Liga,26,1990,15,9,816,1,0,0,0,5,0,0.11,0,0.11,0.11,0.11,Matches
1682,Mikel Merino\Mikel-Merino,es ESP,DF,Dortmund,de Bundesliga,20,1996,8,2,298,0,0,0,0,1,0,0,0,0,0,0,Matches
1683,Sabin Merino\Sabin-Merino,es ESP,FWMF,Athletic Club,es La Liga,24,1992,13,5,487,1,1,0,0,2,0,0.18,0.18,0.37,0.18,0.37,Matches
1684,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,29,1987,35,28,2558,28,9,2,3,6,0,0.99,0.32,1.3,0.91,1.23,Matches
1685,Per Mertesacker\Per-Mertesacker,de GER,DF,Arsenal,eng Premier League,31,1984,1,0,38,0,0,0,0,0,0,0,0,0,0,0,Matches
1686,Roque Mesa\Roque-Mesa,es ESP,MF,Las Palmas,es La Liga,27,1989,35,34,3030,1,2,0,0,14,0,0.03,0.06,0.09,0.03,0.09,Matches
1687,Djamel Mesbah\Djamel-Mesbah,dz ALG,DF,Crotone,it Serie A,31,1984,10,8,680,0,0,0,0,1,0,0,0,0,0,0,Matches
