Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1079,José Holebas\Jose-Holebas,gr GRE,DF,Watford,eng Premier League,34,1984,28,27,2393,3,6,0,0,12,1,0.11,0.23,0.34,0.11,0.34,1.2,1.2,3.7,0.04,0.14,0.18,0.04,0.18,Matches
1080,Lucas Höler\Lucas-Holer,de GER,FWMF,Freiburg,de Bundesliga,24,1994,26,11,1006,4,0,0,0,0,0,0.36,0,0.36,0.36,0.36,3.6,3.6,0.6,0.32,0.06,0.38,0.32,0.38,Matches
1081,Mason Holgate\Mason-Holgate,eng ENG,DF,Everton,eng Premier League,21,1996,5,4,408,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1082,Gerrit Holtmann\Gerrit-Holtmann,de GER,FWMF,Mainz 05,de Bundesliga,23,1995,4,1,145,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0.1,0.08,0.09,0.18,0.08,0.18,Matches
1083,Justin Hoogma\Justin-Hoogma,nl NED,DFMF,Hoffenheim,de Bundesliga,20,1998,2,1,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1084,Lukáš Hrádecký\Lukas-Hradecky,fi FIN,GK,Leverkusen,de Bundesliga,28,1989,32,32,2880,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,Matches
1085,Branimir Hrgota\Branimir-Hrgota,se SWE,FW,Eint Frankfurt,de Bundesliga,25,1993,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1086,Benjamin Hübner\Benjamin-Hubner,de GER,DF,Hoffenheim,de Bundesliga,29,1989,10,9,813,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0,0.07,0,0.07,0.07,0.07,Matches
1087,Tomáš Hubo?an\Tomas-Hubocan,sk SVK,DF,Marseille,fr Ligue 1,32,1985,2,0,69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
1088,Callum Hudson-Odoi\Callum-Hudson-Odoi,eng ENG,FW,Chelsea,eng Premier League,17,2000,10,4,393,0,1,0,0,0,0,0,0.23,0.23,0,0.23,0.7,0.7,1,0.16,0.22,0.37,0.16,0.37,Matches
1089,Will Hughes\Will-Hughes,eng ENG,MFFW,Watford,eng Premier League,23,1995,32,31,2418,2,4,0,0,5,0,0.07,0.15,0.22,0.07,0.22,2.5,2.5,3.4,0.09,0.13,0.22,0.09,0.22,Matches
1090,Vitor Hugo\Vitor-Hugo,br BRA,DF,Fiorentina,it Serie A,27,1991,30,27,2470,0,2,0,0,7,1,0,0.07,0.07,0,0.07,0.9,0.9,0.8,0.03,0.03,0.06,0.03,0.06,Matches
1091,Mats Hummels\Mats-Hummels,de GER,DF,Bayern Munich,de Bundesliga,29,1988,21,20,1775,1,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,2.1,2.1,1,0.1,0.05,0.16,0.1,0.16,Matches
1092,Adrien Hunou\Adrien-Hunou,fr FRA,FWMF,Rennes,fr Ligue 1,24,1994,19,14,1240,8,1,0,0,1,0,0.58,0.07,0.65,0.58,0.65,7,7,0.6,0.51,0.05,0.56,0.51,0.56,Matches
1093,Emerson Hyndman\Emerson-Hyndman,us USA,MF,Bournemouth,eng Premier League,22,1996,1,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1094,Elseid Hysaj\Elseid-Hysaj,al ALB,DF,Napoli,it Serie A,24,1994,27,24,2107,0,2,0,0,4,0,0,0.09,0.09,0,0.09,0.6,0.6,0.8,0.03,0.04,0.06,0.03,0.06,Matches
1095,Suk Hyun-jun\Suk-Hyun-jun,kr KOR,FW,Reims,fr Ligue 1,27,1991,22,7,793,3,0,0,0,3,0,0.34,0,0.34,0.34,0.34,3.7,3.7,0.5,0.42,0.06,0.49,0.42,0.49,Matches
1096,Pierre Højbjerg\Pierre-Hojbjerg,dk DEN,MF,Southampton,eng Premier League,22,1995,31,31,2760,4,3,0,0,8,2,0.13,0.1,0.23,0.13,0.23,2.5,2.5,2.3,0.08,0.07,0.16,0.08,0.16,Matches
1097,Simone Iacoponi\Simone-Iacoponi,it ITA,DF,Parma,it Serie A,31,1987,38,38,3346,0,0,0,0,4,0,0,0,0,0,0,0.8,0.8,0.8,0.02,0.02,0.04,0.02,0.04,Matches
1098,Robert Ibáñez\Robert-Ibanez,es ESP,DFFW,Getafe,es La Liga,25,1993,7,0,76,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0,0.25,0,0.25,0.25,0.25,Matches
1099,Roger Ibanez\Roger-Ibanez,br BRA,FW,Atalanta,it Serie A,19,1998,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1100,Jordon Ibe\Jordon-Ibe,eng ENG,MFFW,Bournemouth,eng Premier League,22,1995,19,9,797,1,1,0,0,1,0,0.11,0.11,0.23,0.11,0.23,0.6,0.6,0.7,0.07,0.07,0.14,0.07,0.14,Matches
1101,Vedad Ibiševi?\Vedad-Ibisevic,ba BIH,FW,Hertha BSC,de Bundesliga,33,1984,28,24,1807,10,2,1,1,5,1,0.5,0.1,0.6,0.45,0.55,11,10.3,1.6,0.55,0.08,0.63,0.51,0.59,Matches
1102,Vicente Iborra\Vicente-Iborra,es ESP,MFFW,Villarreal,es La Liga,30,1988,19,19,1665,3,1,0,0,7,0,0.16,0.05,0.22,0.16,0.22,1.9,1.9,0.7,0.11,0.04,0.14,0.11,0.14,Matches
1103,Vicente Iborra\Vicente-Iborra,es ESP,MF,Leicester City,eng Premier League,30,1988,8,3,229,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.07,0.02,0.09,0.07,0.09,Matches
1104,Didier Ibrahim Ndong\Didier-Ibrahim-Ndong,ga GAB,MF,Guingamp,fr Ligue 1,24,1994,11,8,744,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.2,0.01,0.02,0.04,0.01,0.04,Matches
1105,Mauro Icardi\Mauro-Icardi,ar ARG,FW,Inter,it Serie A,25,1993,29,24,2267,11,4,5,6,0,0,0.44,0.16,0.6,0.24,0.4,15.9,11.4,4.3,0.63,0.17,0.8,0.45,0.62,Matches
1106,Salvador Ichazo\Salvador-Ichazo,uy URU,GK,Torino,it Serie A,26,1992,3,2,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1107,Edgar Ié\Edgar-Ie,pt POR,DF,Lille,fr Ligue 1,24,1994,7,1,239,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
1108,Edgar Ié\Edgar-Ie,pt POR,DF,Nantes,fr Ligue 1,24,1994,9,9,776,0,0,0,0,2,0,0,0,0,0,0,0.3,0.3,0.1,0.04,0.01,0.04,0.04,0.04,Matches
1109,Borja Iglesias\Borja-Iglesias,es ESP,FW,Espanyol,es La Liga,25,1993,37,35,3075,17,3,3,3,5,0,0.5,0.09,0.59,0.41,0.5,16.6,14.3,3.5,0.49,0.1,0.59,0.42,0.52,Matches
1110,Kelechi Iheanacho\Kelechi-Iheanacho,ng NGA,FWMF,Leicester City,eng Premier League,21,1996,30,9,941,1,3,0,0,2,0,0.1,0.29,0.38,0.1,0.38,2.4,2.4,1.7,0.23,0.16,0.39,0.23,0.39,Matches
1111,Jordan Ikoko\Jordan-Ikoko,cd COD,DF,Guingamp,fr Ligue 1,24,1994,20,19,1707,0,0,0,0,3,0,0,0,0,0,0,0.2,0.2,1.1,0.01,0.06,0.07,0.01,0.07,Matches
1112,Jonathan Ikone\Jonathan-Ikone,fr FRA,MFFW,Lille,fr Ligue 1,20,1998,38,34,2796,3,9,0,0,3,0,0.1,0.29,0.39,0.1,0.39,5.5,5.5,5.9,0.18,0.19,0.37,0.18,0.37,Matches
1113,Ivo Ili?evi?\Ivo-Ilicevic,hr CRO,MF,Nürnberg,de Bundesliga,31,1986,3,0,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1114,Josip Ili?i?\Josip-Ilicic,si SVN,FWMF,Atalanta,it Serie A,30,1988,31,23,2145,12,7,0,1,5,1,0.5,0.29,0.8,0.5,0.8,9.9,9.1,6.3,0.41,0.27,0.68,0.38,0.65,Matches
1115,Asier Illarramendi\Asier-Illarramendi,es ESP,MF,Real Sociedad,es La Liga,28,1990,23,20,1821,1,1,0,0,8,0,0.05,0.05,0.1,0.05,0.1,0.4,0.4,1.5,0.02,0.07,0.09,0.02,0.09,Matches
1116,Stefan Ilsanker\Stefan-Ilsanker,at AUT,DFMF,RB Leipzig,de Bundesliga,29,1989,19,10,933,0,0,0,0,5,1,0,0,0,0,0,0.4,0.4,0.1,0.04,0.01,0.05,0.04,0.05,Matches
1117,Giannelli Imbula\Giannelli-Imbula,cd COD,MF,Rayo Vallecano,es La Liga,25,1992,22,21,1732,1,1,0,0,7,0,0.05,0.05,0.1,0.05,0.1,1,1,0.6,0.05,0.03,0.09,0.05,0.09,Matches
1118,Ciro Immobile\Ciro-Immobile,it ITA,FW,Lazio,it Serie A,28,1990,36,31,2859,15,6,4,4,6,0,0.47,0.19,0.66,0.35,0.54,15.6,12.5,5.6,0.49,0.18,0.67,0.39,0.57,Matches
1119,Emmanuel Imorou\Emmanuel-Imorou,bj BEN,DF,Caen,fr Ligue 1,29,1988,16,12,1119,0,1,0,0,2,0,0,0.08,0.08,0,0.08,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches
1120,Svante Ingelsson\Svante-Ingelsson,se SWE,MFDF,Udinese,it Serie A,20,1998,3,1,97,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.08,0,0.08,0.08,0.08,Matches
1121,Roberto Inglese\Roberto-Inglese,it ITA,FW,Parma,it Serie A,26,1991,25,23,1965,9,0,2,2,3,0,0.41,0,0.41,0.32,0.32,7.4,5.9,0.9,0.34,0.04,0.38,0.27,0.31,Matches
1122,Danny Ings\Danny-Ings,eng ENG,FW,Southampton,eng Premier League,26,1992,24,23,1651,7,3,3,3,1,0,0.38,0.16,0.55,0.22,0.38,8.6,6.4,2.5,0.47,0.14,0.61,0.35,0.49,Matches
1123,Lorenzo Insigne\Lorenzo-Insigne,it ITA,FWMF,Napoli,it Serie A,27,1991,28,24,2073,10,6,1,2,6,1,0.43,0.26,0.69,0.39,0.65,10.8,9.3,5.6,0.47,0.24,0.71,0.4,0.64,Matches
1124,Emiliano Insúa\Emiliano-Insua,ar ARG,DF,Stuttgart,de Bundesliga,29,1989,27,24,2114,2,2,0,0,4,1,0.09,0.09,0.17,0.09,0.17,0.6,0.6,2.3,0.03,0.1,0.12,0.03,0.12,Matches
1125,Pablo Insua\Pablo-Insua,es ESP,DF,Huesca,es La Liga,24,1993,10,10,776,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1126,Takashi Inui\Takashi-Inui,jp JPN,FWMF,Betis,es La Liga,30,1988,8,5,377,0,0,0,0,0,0,0,0,0,0,0,1.3,1.3,0.2,0.32,0.04,0.36,0.32,0.36,Matches
1127,Takashi Inui\Takashi-Inui,jp JPN,MFFW,Alavés,es La Liga,30,1988,12,10,828,2,0,0,0,0,0,0.22,0,0.22,0.22,0.22,1.6,1.6,0.4,0.17,0.04,0.21,0.17,0.21,Matches
1128,Artur Ioni??\Artur-Ionita,md MDA,MF,Cagliari,it Serie A,27,1990,37,34,2968,3,2,0,0,4,1,0.09,0.06,0.15,0.09,0.15,3.4,3.4,1.3,0.1,0.04,0.14,0.1,0.14,Matches
1129,Gorka Iraizoz\Gorka-Iraizoz,es ESP,GK,Girona,es La Liga,37,1981,7,6,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1130,Carlos Isaac\Carlos-Isaac,es ESP,DF,Atlético Madrid,es La Liga,20,1998,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.13,0.04,0.17,0.13,0.17,Matches
1131,Isco\Isco,es ESP,MFFW,Real Madrid,es La Liga,26,1992,27,11,1192,3,2,0,0,3,0,0.23,0.15,0.38,0.23,0.38,4,4,2.2,0.3,0.17,0.47,0.3,0.47,Matches
1132,Mikael Ishak\Mikael-Ishak,se SWE,FW,Nürnberg,de Bundesliga,25,1993,29,22,1917,4,3,1,2,1,0,0.19,0.14,0.33,0.14,0.28,5.1,3.6,1.8,0.24,0.09,0.33,0.17,0.26,Matches
1133,Wilson Isidor\Wilson-Isidor,fr FRA,FW,Monaco,fr Ligue 1,17,2000,1,0,42,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.17,0.09,0.26,0.17,0.26,Matches
1134,Gian-Luca Itter\Gian-Luca-Itter,de GER,DF,Wolfsburg,de Bundesliga,19,1999,2,1,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1135,Manuel Iturra\Manuel-Iturra,cl CHI,MF,Villarreal,es La Liga,34,1984,3,1,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1136,Ander Iturraspe\Ander-Iturraspe,es ESP,MF,Athletic Club,es La Liga,29,1989,3,1,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1137,Ivi\Ivi,es ESP,MFFW,Valladolid,es La Liga,24,1994,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.39,0,0.39,0.39,0.39,Matches
1138,Alex Iwobi\Alex-Iwobi,ng NGA,FWMF,Arsenal,eng Premier League,22,1996,35,22,1970,3,6,0,0,0,0,0.14,0.27,0.41,0.14,0.41,3.2,3.2,5.5,0.15,0.25,0.4,0.15,0.4,Matches
1139,José Izquierdo\Jose-Izquierdo,co COL,MFFW,Brighton,eng Premier League,26,1992,15,9,795,0,1,0,0,1,0,0,0.11,0.11,0,0.11,0.7,0.7,0.5,0.08,0.06,0.14,0.08,0.14,Matches
1140,Armando Izzo\Armando-Izzo,it ITA,DF,Torino,it Serie A,26,1992,37,37,3271,4,1,0,0,6,0,0.11,0.03,0.14,0.11,0.14,2.2,2.2,1,0.06,0.03,0.09,0.06,0.09,Matches
1141,Koo Ja-cheol\Koo-Ja-cheol,kr KOR,MFFW,Augsburg,de Bundesliga,29,1989,26,19,1640,2,1,0,0,3,0,0.11,0.05,0.16,0.11,0.16,2.7,2.7,0.5,0.15,0.03,0.18,0.15,0.18,Matches
1142,Lukas Jäger\Lukas-Jager,at AUT,MF,Nürnberg,de Bundesliga,24,1994,2,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1143,Phil Jagielka\Phil-Jagielka,eng ENG,DFMF,Everton,eng Premier League,35,1982,7,4,331,1,0,0,0,0,1,0.27,0,0.27,0.27,0.27,0.4,0.4,0.2,0.1,0.05,0.15,0.1,0.15,Matches
1144,Alireza Jahanbakhsh\Alireza-Jahanbakhsh,ir IRN,FWMF,Brighton,eng Premier League,24,1993,19,12,1020,0,0,0,0,2,0,0,0,0,0,0,0.8,0.8,0.3,0.07,0.03,0.1,0.07,0.1,Matches
1145,Christophe Jallet\Christophe-Jallet,fr FRA,DFMF,Nice,fr Ligue 1,34,1983,14,11,885,1,0,0,0,3,0,0.1,0,0.1,0.1,0.1,0.5,0.5,0.4,0.05,0.04,0.09,0.05,0.09,Matches
1146,Jandrei\Jandrei,br BRA,GK,Genoa,it Serie A,25,1993,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1147,Christoph Janker\Christoph-Janker,de GER,MFFW,Augsburg,de Bundesliga,33,1985,4,1,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1148,Marko Jankovi?\Marko-Jankovic,me MNE,MFDF,SPAL,it Serie A,23,1995,4,0,54,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.12,0.02,0.14,0.12,0.14,Matches
1149,Jakub Jankto\Jakub-Jankto,cz CZE,MF,Sampdoria,it Serie A,22,1996,25,7,963,0,0,0,0,2,0,0,0,0,0,0,1.5,1.5,1.2,0.14,0.11,0.25,0.14,0.25,Matches
1150,Daryl Janmaat\Daryl-Janmaat,nl NED,DF,Watford,eng Premier League,29,1989,18,17,1520,0,2,0,0,3,0,0,0.12,0.12,0,0.12,0.4,0.4,0.7,0.02,0.04,0.06,0.02,0.06,Matches
1151,Vincent Janssen\Vincent-Janssen,nl NED,FW,Tottenham,eng Premier League,24,1994,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.76,0,0.76,0.76,0.76,Matches
1152,Tony Jantschke\Tony-Jantschke,de GER,DF,M'Gladbach,de Bundesliga,28,1990,14,10,933,0,1,0,0,0,0,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches
1153,Adnan Januzaj\Adnan-Januzaj,be BEL,FWMF,Real Sociedad,es La Liga,23,1995,20,13,1254,1,3,0,0,1,0,0.07,0.22,0.29,0.07,0.29,2.3,2.3,2,0.17,0.14,0.31,0.17,0.31,Matches
1154,Nicolas Janvier\Nicolas-Janvier,fr FRA,MF,Rennes,fr Ligue 1,19,1998,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1155,Pawe? Jaroszy?ski\Pawel-Jaroszynski,pl POL,DFMF,Chievo,it Serie A,23,1994,19,15,1348,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,1.2,0.01,0.08,0.09,0.01,0.09,Matches
1156,Rune Jarstein\Rune-Jarstein,no NOR,GK,Hertha BSC,de Bundesliga,33,1984,31,31,2745,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1157,Jason\Jason,es ESP,MFDF,Levante,es La Liga,24,1994,30,26,2330,2,5,0,0,10,0,0.08,0.19,0.27,0.08,0.27,2.7,2.7,5.2,0.11,0.2,0.31,0.11,0.31,Matches
1158,Dennis Jastrzembski\Dennis-Jastrzembski,pl POL,DFMF,Hertha BSC,de Bundesliga,18,2000,5,0,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.02,0.18,0.2,0.02,0.2,Matches
1159,Assil Jaziri\Assil-Jaziri,tn TUN,FWMF,Nice,fr Ligue 1,18,1999,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.31,0.18,0.48,0.31,0.48,Matches
1160,Corentin Jean\Corentin-Jean,fr FRA,FWMF,Toulouse,fr Ligue 1,23,1995,19,6,629,0,0,0,0,1,0,0,0,0,0,0,1.7,1.7,0.9,0.24,0.13,0.38,0.24,0.38,Matches
1161,Benjamin Jeannot\Benjamin-Jeannot,fr FRA,FW,Dijon,fr Ligue 1,26,1992,21,19,1436,2,0,0,0,3,0,0.13,0,0.13,0.13,0.13,3.8,3.8,0.4,0.24,0.03,0.26,0.24,0.26,Matches
1162,Tin Jedvaj\Tin-Jedvaj,hr CRO,DF,Leverkusen,de Bundesliga,22,1995,16,13,1121,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.5,0.06,0.04,0.1,0.06,0.1,Matches
1163,Jemerson\Jemerson,br BRA,DFMF,Monaco,fr Ligue 1,25,1992,25,25,2224,0,1,0,0,9,1,0,0.04,0.04,0,0.04,0.6,0.6,0.6,0.02,0.03,0.05,0.02,0.05,Matches
1164,Carl Jenkinson\Carl-Jenkinson,eng ENG,DF,Arsenal,eng Premier League,26,1992,3,2,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1165,Fredrik Jensen\Fredrik-Jensen,fi FIN,FWMF,Augsburg,de Bundesliga,20,1997,6,2,207,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.19,0.23,0.42,0.19,0.42,Matches
1166,Mathias Jensen\Mathias-Jensen,dk DEN,MFFW,Celta Vigo,es La Liga,22,1996,6,3,235,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.08,0.04,0.12,0.08,0.12,Matches
1167,Jesé\Jese,es ESP,FWMF,Betis,es La Liga,25,1993,14,9,779,2,0,0,0,2,0,0.23,0,0.23,0.23,0.23,3,3,0.8,0.35,0.09,0.44,0.35,0.44,Matches
1168,Gabriel Jesus\Gabriel-Jesus,br BRA,FW,Manchester City,eng Premier League,21,1997,29,8,1036,7,3,1,1,1,0,0.61,0.26,0.87,0.52,0.78,9.2,8.4,1.7,0.8,0.15,0.95,0.73,0.88,Matches
1169,Juan Jesus\Juan-Jesus,br BRA,DF,Roma,it Serie A,27,1991,20,15,1403,1,0,0,0,4,0,0.06,0,0.06,0.06,0.06,0.7,0.7,0.1,0.05,0,0.05,0.05,0.05,Matches
1170,Raúl Jiménez\Raul-Jimenez,mx MEX,FW,Wolves,eng Premier League,27,1991,38,36,3111,13,7,2,2,4,0,0.38,0.2,0.58,0.32,0.52,14.2,12.7,7.2,0.41,0.21,0.62,0.37,0.58,Matches
1171,Joaquín\Joaquin,es ESP,FWDF,Betis,es La Liga,37,1981,30,17,1696,6,0,0,0,5,0,0.32,0,0.32,0.32,0.32,4.2,4.2,3.3,0.22,0.17,0.39,0.22,0.39,Matches
1172,Joelinton\Joelinton,br BRA,FWMF,Hoffenheim,de Bundesliga,21,1996,28,25,2130,7,5,0,0,5,0,0.3,0.21,0.51,0.3,0.51,9.3,9.3,4.2,0.39,0.18,0.57,0.39,0.57,Matches
1173,Aron Jóhannsson\Aron-Johannsson,us USA,MF,Werder Bremen,de Bundesliga,27,1990,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1174,Stefan Johansen\Stefan-Johansen,no NOR,MF,Fulham,eng Premier League,27,1991,12,4,417,0,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
1175,Jakob Johansson\Jakob-Johansson,se SWE,MF,Rennes,fr Ligue 1,28,1990,16,7,712,1,0,0,0,0,0,0.13,0,0.13,0.13,0.13,0.1,0.1,0.4,0.02,0.05,0.07,0.02,0.07,Matches
1176,Ben Johnson\Ben-Johnson,eng ENG,DF,West Ham,eng Premier League,18,2000,1,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1177,Fabian Johnson\Fabian-Johnson,us USA,DFFW,M'Gladbach,de Bundesliga,30,1987,18,11,1012,1,0,0,0,1,0,0.09,0,0.09,0.09,0.09,1,1,1.2,0.09,0.11,0.19,0.09,0.19,Matches
1178,Tyreke Johnson\Tyreke-Johnson,eng ENG,FW,Southampton,eng Premier League,19,1998,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1179,Karl-Johan Johnsson\Karl-Johan-Johnsson,se SWE,GK,Guingamp,fr Ligue 1,28,1990,17,17,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1180,Jonathas\Jonathas,br BRA,FW,Hannover 96,de Bundesliga,29,1989,10,6,607,3,1,1,1,3,1,0.44,0.15,0.59,0.3,0.44,1.5,0.7,0.5,0.22,0.08,0.29,0.1,0.18,Matches
1181,Phil Jones\Phil-Jones,eng ENG,DF,Manchester Utd,eng Premier League,26,1992,18,15,1263,0,1,0,0,1,0,0,0.07,0.07,0,0.07,0.4,0.4,0.5,0.03,0.04,0.07,0.03,0.07,Matches
1182,Jony\Jony,es ESP,MFFW,Alavés,es La Liga,27,1991,36,34,2971,4,11,0,0,3,0,0.12,0.33,0.45,0.12,0.45,4.4,4.4,7.2,0.13,0.22,0.35,0.13,0.35,Matches
1183,Joan Jordán\Joan-Jordan,es ESP,MF,Eibar,es La Liga,24,1994,36,32,2875,4,4,0,0,10,0,0.13,0.13,0.25,0.13,0.25,2.9,2.9,3.8,0.09,0.12,0.21,0.09,0.21,Matches
1184,Bruno Jordão\Bruno-Jordao,pt POR,MF,Lazio,it Serie A,19,1998,3,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,Matches
1185,Jorginho\Jorginho,it ITA,MF,Chelsea,eng Premier League,26,1991,37,37,3156,2,0,1,1,8,0,0.06,0,0.06,0.03,0.03,1.5,0.7,3.2,0.04,0.09,0.13,0.02,0.11,Matches
1186,Willian José\Willian-Jose,br BRA,FW,Real Sociedad,es La Liga,26,1991,31,28,2367,11,5,5,7,5,1,0.42,0.19,0.61,0.23,0.42,11.8,6.8,3.4,0.45,0.13,0.58,0.26,0.39,Matches
1187,Joselu\Joselu,es ESP,FW,Newcastle Utd,eng Premier League,28,1990,16,5,596,2,0,0,0,1,0,0.3,0,0.3,0.3,0.3,1.5,1.5,0,0.22,0,0.22,0.22,0.22,Matches
1188,Evens Joseph\Evens-Joseph,fr FRA,FWMF,Caen,fr Ligue 1,19,1999,12,2,327,0,0,1,1,0,0,0,0,0,-0.28,-0.28,1,0.2,0.1,0.26,0.03,0.29,0.05,0.08,Matches
1189,Diogo Jota\Diogo-Jota,pt POR,FWMF,Wolves,eng Premier League,21,1996,33,29,2355,9,5,0,0,11,0,0.34,0.19,0.54,0.34,0.54,8.1,8.1,4,0.31,0.15,0.46,0.31,0.46,Matches
1190,Aleksandar Jovanovi?\Aleksandar-Jovanovic,rs SRB,GK,Huesca,es La Liga,25,1992,12,12,1080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
1191,Vukašin Jovanovi?\Vukasin-Jovanovic,rs SRB,DF,Bordeaux,fr Ligue 1,22,1996,16,15,1377,0,0,0,0,7,1,0,0,0,0,0,0.2,0.2,0,0.01,0,0.01,0.01,0.01,Matches
1192,Stevan Joveti?\Stevan-Jovetic,me MNE,MFFW,Monaco,fr Ligue 1,28,1989,8,4,399,2,0,0,0,1,0,0.45,0,0.45,0.45,0.45,1.9,1.9,0.3,0.43,0.06,0.49,0.43,0.49,Matches
1193,Luka Jovi?\Luka-Jovic,rs SRB,FWMF,Eint Frankfurt,de Bundesliga,20,1997,32,25,2243,17,5,1,1,1,0,0.68,0.2,0.88,0.64,0.84,13.9,13.1,3.5,0.56,0.14,0.7,0.53,0.67,Matches
1194,Jozabed\Jozabed,es ESP,MF,Celta Vigo,es La Liga,27,1991,20,14,1155,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,1,0.05,0.08,0.13,0.05,0.13,Matches
1195,Miguel Juan Llambrich\Miguel-Juan-Llambrich,es ESP,DF,Villarreal,es La Liga,22,1996,8,5,544,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.3,0.01,0.04,0.05,0.01,0.05,Matches
1196,Juanfran\Juanfran,es ESP,DF,Atlético Madrid,es La Liga,33,1985,22,18,1609,0,2,0,0,7,0,0,0.11,0.11,0,0.11,0,0,2.5,0,0.14,0.14,0,0.14,Matches
1197,Juanfran\Juanfran,es ESP,DF,Leganés,es La Liga,29,1988,23,17,1459,1,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,2.2,0.03,0.14,0.16,0.03,0.16,Matches
1198,Juanmi\Juanmi,es ESP,FWMF,Real Sociedad,es La Liga,25,1993,30,16,1523,5,2,0,0,5,1,0.3,0.12,0.41,0.3,0.41,6.4,6.4,1.5,0.38,0.09,0.47,0.38,0.47,Matches
1199,Juanpe\Juanpe,es ESP,DF,Girona,es La Liga,27,1991,33,31,2767,0,0,0,0,8,0,0,0,0,0,0,1,1,0.4,0.03,0.01,0.05,0.03,0.05,Matches
